ticker,name_final,shares,current_shares,current_weight,target_shares,target_value,score,score_rank,industry4,cohort_status,score_availability_reason,filter_status_diag,passed_filters_diag,selected_topk_diag,in_target_topk_diag,current_price_diag,price_date_diag,current_value_diag,is_current,is_target,action,reason
042520,한스바이오메드,,,,,,8.443955453094892,1.0,213.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=1)
322000,HD현대에너지솔루션,,,,,,3.4047762946613718,2.0,2612.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=2)
095610,테스,,,,,,0.8630782011069345,3.0,29271.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=3)
000370,한화손해보험,,,,,,0.8293607202908178,4.0,65121.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=4)
298380,에이비엘바이오,,,,,,0.6511500122346644,5.0,211.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=5)
100840,SNT에너지,,,,,,0.4229474406647745,6.0,29176.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=6)
041920,메디아나,,,,,,0.4038645978038731,7.0,27112.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=7)
003670,포스코퓨처엠,,,,,,0.3814615555059292,8.0,282.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=8)
302440,SK바이오사이언스,,,,,,0.357349548253499,9.0,211.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=9)
098460,고영,,,,,,0.3378197972095684,10.0,29271.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=10)
005930,삼성전자,100.0,100.0,0.3023846532964325,,,0.2053595775437866,18.0,264.0,in_target_cohort,scored_in_target_cohort,passed,True,0.0,0.0,199400.0,2026-03-20,19940000.0,1,0,SELL,전략 탈락 (universe_rank=18)
058470,리노공업,125.0,125.0,0.2117374985783068,,,,,,not_in_target_cohort,no_feature_history,not_in_target_cohort,False,0.0,0.0,111700.0,2026-03-20,13962500.0,1,0,SELL,전략 탈락 (no_feature_history)
214150,클래시스,600.0,600.0,0.4858778481252606,,,,,,not_in_target_cohort,no_feature_history,not_in_target_cohort,False,0.0,0.0,53400.0,2026-03-20,32040000.0,1,0,SELL,전략 탈락 (no_feature_history)
