month_end,rebalance_month,ret,turnover,tcost,nav_gross,nav_net
2019-02-28,2018-11-30,-0.010980421658688655,0.0,0.0,1.1311533457704706,1.1149721094178222
2019-03-31,2019-03-31,0.062446199800901436,0.8000000000000002,0.0024000000000000002,1.2017895736059114,1.1819219474723572
2019-04-30,2019-03-31,0.07925077118277245,0.0,0.0,1.297032324113595,1.2755901732873858
2019-05-31,2019-05-31,-0.0844576784683728,1.0000000000000002,0.0030000000000000005,1.1874879851205227,1.1640300180546017
2019-06-30,2019-05-31,0.020727292430763065,0.0,0.0,1.2121013958461333,1.1881572086370058
2019-07-31,2019-05-31,-0.05118876725358647,0.0,0.0,1.1500554196064183,1.127336905823415
2019-08-31,2019-08-31,-0.0433640716283811,0.9000000000000001,0.0027,1.1001843340139978,1.0754071778442478
2019-09-30,2019-08-31,0.023933855267012916,0.0,0.0,1.126515986631324,1.101145817591879
2019-10-31,2019-08-31,0.061169795482873046,0.0,0.0,1.1954247391417487,1.168502682050795
2019-11-30,2019-11-30,0.08014589770526001,0.7000000000000002,0.0021000000000000007,1.2912331279993405,1.2596995228424535
2019-12-31,2019-11-30,0.12065441957692269,0.0,0.0,1.4470261115965952,1.411687837612336
2020-01-31,2019-11-30,-0.03063524824247261,0.0,0.0,1.4026961074544937,1.3684404302662028
2020-02-29,2019-11-30,-0.03250572172586954,0.0,0.0,1.3571004581196175,1.3239582864415405
2020-03-31,2020-03-31,-0.1917788627387404,0.7000000000000001,0.0021000000000000003,1.0968372756392137,1.067270759552723
2020-04-30,2020-03-31,0.1536327564056983,0.0,0.0,1.2653474096241828,1.2312385081740111
2020-05-31,2020-05-31,0.11680242129450687,0.7000000000000002,0.0021000000000000007,1.4131430508470195,1.3724645462526068
2020-06-30,2020-05-31,0.022780007497612758,0.0,0.0,1.445334460140514,1.403729298906449
2020-07-31,2020-05-31,0.1784088459988808,0.0,0.0,1.7031949132565987,1.6541670232191665
2020-08-31,2020-08-31,0.024153100204826077,0.8,0.0024,1.7443323506648354,1.690150284230772
2020-09-30,2020-08-31,0.0355973786537163,0.0,0.0,1.8064260098493785,1.750315203880221
2020-10-31,2020-08-31,-0.053222112232024395,0.0,0.0,1.7102842020143267,1.6571597316578892
2020-11-30,2020-11-30,0.07270917195034766,0.6000000000000001,0.0018000000000000004,1.8346375501425496,1.7746675560192104
2020-12-31,2020-11-30,0.031243911367788257,0.0,0.0,1.8919588031512196,1.830115111846764
2021-01-31,2020-11-30,-0.061262917799082786,0.0,0.0,1.7760518865145154,1.7179969201868366
2021-02-28,2020-11-30,-0.007573315073571056,0.0,0.0,1.7626012859909308,1.704985988214837
2021-03-31,2021-03-31,0.060564351731644886,0.9000000000000001,0.0027,1.8693520902383354,1.8036438971344269
2021-04-30,2021-03-31,0.10699111613263591,0.0,0.0,2.069356156817811,1.9966177707946564
2021-05-31,2021-05-31,-0.031700078942523115,0.6000000000000001,0.0018000000000000004,2.00375740328649,1.9297309178549908
2021-06-30,2021-05-31,0.09836358876728377,0.0,0.0,2.200854172492763,2.119546176290392
2021-07-31,2021-05-31,-0.05582914736390315,0.0,0.0,2.077982360570203,2.0012137204696785
2021-08-31,2021-08-31,-0.028796087939220956,0.9000000000000001,0.0027,2.0181445977790737,1.93818331714459
2021-09-30,2021-08-31,-0.019934184328886526,0.0,0.0,1.9779145313645992,1.899547213637457
2021-10-31,2021-08-31,-0.0008884706230560795,0.0,0.0,1.976157212408566,1.8978595217410321
2021-11-30,2021-11-30,-0.08189437304274505,0.9000000000000001,0.0027,1.8143210564644678,1.7373112853761454
2021-12-31,2021-11-30,0.1384544014418374,0.0,0.0,2.065521792360578,1.9778496795110487
2022-01-31,2021-11-30,-0.11928687590938197,0.0,0.0,1.8191321506271376,1.7419181702238036
2022-02-28,2021-11-30,0.08343253129387203,0.0,0.0,1.970906950712025,1.8872508124723653
2022-03-31,2022-03-31,0.038757458629624764,0.7000000000000002,0.0021000000000000007,2.0472942953170863,1.956432631054297
2022-04-30,2022-03-31,-0.01783031057408255,0.0,0.0,2.010790402195035,1.9215488296253294
2022-05-31,2022-05-31,0.05329580816887386,0.7000000000000001,0.0021000000000000003,2.1179571017382344,2.019924074893952
2022-06-30,2022-05-31,-0.14438786712629126,0.0,0.0,1.8121497931532693,1.7282715459629672
2022-07-31,2022-05-31,0.11486793063116268,0.0,0.0,2.020307689886475,1.9267945220164535
2022-08-31,2022-08-31,0.06026504772487644,0.7000000000000001,0.0021000000000000003,2.1420616292364185,2.038866617345571
2022-09-30,2022-08-31,-0.16879763683432325,0.0,0.0,1.7804866882678307,1.6947107505172483
2022-10-31,2022-08-31,0.006971146102712803,0.0,0.0,1.7928987211056813,1.7065248267609423
2022-11-30,2022-11-30,0.02089239195072933,0.7000000000000002,0.0021000000000000007,1.8303566639149826,1.7385945101790845
2022-12-31,2022-11-30,-0.13968780820073337,0.0,0.0,1.5746781533070924,1.4957340537023407
2023-01-31,2022-11-30,0.10579964712481314,0.0,0.0,1.741278546262135,1.6539821887766144
2023-02-28,2022-11-30,0.16616553821718708,0.0,0.0,2.0306190330878238,1.9288170293763218
2023-03-31,2023-03-31,0.038203940483162835,0.9000000000000001,0.0027,2.1081966817718887,1.99729763439021
2023-04-30,2023-03-31,0.05765000393720244,0.0,0.0,2.2297342287764352,2.112441850876571
2023-05-31,2023-05-31,0.09775057716622088,0.9000000000000001,0.0027,2.44769203656661,2.313230668032469
2023-06-30,2023-05-31,0.13088231927703506,0.0,0.0,2.7680516471883774,2.6159916628873234
2023-07-31,2023-05-31,0.11120299054173219,0.0,0.0,3.075867268329693,2.9068977590326326
2023-08-31,2023-08-31,0.08070530396763613,0.8,0.0024,3.3241060711843433,3.1345232716565237
2023-09-30,2023-08-31,-0.05623614750153827,0.0,0.0,3.137171151854462,2.958249758604643
2023-10-31,2023-08-31,-0.04769622537272578,0.0,0.0,2.987539929562798,2.8171524114094244
2023-11-30,2023-11-30,0.0588539824833728,0.9000000000000001,0.0027,3.163368552245663,2.975346738572701
2023-12-31,2023-11-30,0.16061051233787185,0.0,0.0,3.671438796135351,3.4532187026376784
2024-01-31,2023-11-30,-0.021816066794488487,0.0,0.0,3.591342442126986,3.377883052764958
2024-02-29,2023-11-30,0.069093775607344,0.0,0.0,3.839481850952439,3.61127374644055
2024-03-31,2024-03-31,0.11515913528483336,0.8000000000000002,0.0024000000000000002,4.281633260849933,4.018477851366007
2024-04-30,2024-03-31,0.04339185518501062,0.0,0.0,4.467421271260058,4.1928470603566526
2024-05-31,2024-05-31,-0.07643005506441948,0.8000000000000002,0.0024000000000000002,4.125976017501693,3.8623246957120485
2024-06-30,2024-05-31,-0.01678795674724428,0.0,0.0,4.056709310579707,3.7974841557766212
2024-07-31,2024-05-31,0.014253809485422446,0.0,0.0,4.11453287223045,3.851612771456972
2024-08-31,2024-08-31,-0.036566309996954184,0.6000000000000001,0.0018000000000000004,3.9640795877318133,3.7038406018790258
2024-09-30,2024-08-31,-0.0041510667539617395,0.0,0.0,3.9476244287451214,3.688465712294592
2024-10-31,2024-08-31,-0.02282473315713853,0.0,0.0,3.8575209545544125,3.604277466652213
2024-11-30,2024-11-30,-0.04476221933347686,0.6000000000000001,0.0018000000000000004,3.6848497555031647,3.436454308711244
2024-12-31,2024-11-30,-0.02283185716873232,0.0,0.0,3.600717792197278,3.357993674767874
2025-01-31,2024-11-30,0.08588005256293339,0.0,0.0,3.9099476254554695,3.6463783480629366
2025-02-28,2024-11-30,-0.002520703309172956,0.0,0.0,3.900091807537291,3.637186910094478
2025-03-31,2025-03-31,-0.11818625530650824,1.0000000000000002,0.0030000000000000005,3.4391545614528676,3.1964098486102785
2025-04-30,2025-03-31,0.18792845951864795,0.0,0.0,4.085469580233236,3.797106227449843
2025-05-31,2025-05-31,0.05343152470402504,0.6000000000000001,0.0018000000000000004,4.303762449037012,3.993156611436227
2025-06-30,2025-05-31,0.08552359494220953,0.0,0.0,4.671835685455945,4.334665720013505
2025-07-31,2025-05-31,-0.030646328472341874,0.0,0.0,4.528661074470654,4.201824130540171
2025-08-31,2025-08-31,-0.007226483355900313,0.8000000000000002,0.0024000000000000002,4.495934780591479,4.161375340483106
2025-09-30,2025-08-31,0.12335576072331697,0.0,0.0,5.0505342356137595,4.674704961263652
2025-10-31,2025-08-31,0.2215660990512811,0.0,0.0,6.169561404323644,5.71046110374651
2025-11-30,2025-11-30,-0.047165110645006385,0.7000000000000001,0.0021000000000000003,5.878573358057558,5.429134605636433
2025-12-31,2025-11-30,0.047004951443386664,0.0,0.0,6.15489541330944,5.6843308141539834
2026-01-31,2025-11-30,0.31782133369873533,0.0,0.0,8.111052482343673,7.49093241469322
2026-02-28,2025-11-30,0.10168873855619615,0.0,0.0,8.935855177636306,8.252675882553094
2026-03-31,2026-03-31,-0.03535646168354184,1.0000000000000002,0.0030000000000000005,8.61991495643853,7.936132436277257
