ticker,entry_price,exit_price,return
005690,16300,15250,-0.06441717791411039
095610,41300,60100,0.4552058111380146
060280,12340,14140,0.14586709886547822
302440,53400,40800,-0.2359550561797753
450080,60200,61000,0.013289036544850585
039030,273000,419000,0.5347985347985349
100840,39200,54200,0.38265306122448983
206650,12720,13970,0.09827044025157239
218410,28150,73600,1.6145648312611014
036810,28907,39550,0.3681807174732763
