ticker,industry4,CFO_warn,CFO_isnull,quarter,year,corp_code,name,rebalance_month,score_total,score,score_rank,OpIncome_acc2__raw,OpIncome_acc2__z,OpIncome_acc2__rank,OpIncome_acc2__mult,OpIncome_acc2__contrib,Debt_to_Equity_log__raw,Debt_to_Equity_log__z,Debt_to_Equity_log__rank,Debt_to_Equity_log__mult,Debt_to_Equity_log__contrib,Quality_CFO_to_Assets__raw,Quality_CFO_to_Assets__z,Quality_CFO_to_Assets__rank,Quality_CFO_to_Assets__mult,Quality_CFO_to_Assets__contrib,CAPEX_ttm_yoy__raw,CAPEX_ttm_yoy__z,CAPEX_ttm_yoy__rank,CAPEX_ttm_yoy__mult,CAPEX_ttm_yoy__contrib,CFO_isnull__raw,CFO_isnull__z,CFO_isnull__rank,CFO_isnull__mult,CFO_isnull__contrib
042520,213,0,0,4,2025,00349060,한스바이오메드,2026-03-31,7.777331898567897,7.777331898567897,1.0,914.6440940967984,8.581153965047863,1.0,1.0,8.581153965047863,1.3164907840037212,0.9199012950221764,13.0,1.0,-0.7359210360177412,0.009538962858548805,-0.26632613077504397,56.0,1.0,-0.06658153269376099,-0.3545735413837864,0.008796651789755628,63.0,1.0,-0.0013194977684633442,0,0.0,1.0,1.0,-0.0
322000,2612,0,0,4,2025,01199550,HD현대에너지솔루션,2026-03-31,3.5556802505586966,3.5556802505586966,2.0,331.35215204500884,3.0096846626643843,2.0,1.0,3.0096846626643843,0.23872371407604293,-0.9685420145299838,75.0,1.0,0.7748336116239871,-0.011711383786811906,-0.9541320595888928,76.0,1.0,-0.2385330148972232,-0.7767304559426826,-0.06463327445032493,82.0,1.0,0.00969499116754874,0,0.0,1.0,1.0,-0.0
095610,29271,0,0,4,2025,00524421,테스,2026-03-31,1.5164556538779226,1.5164556538779226,3.0,67.84288655189508,0.4927052947955445,3.0,1.0,0.4927052947955445,0.21859296976161705,-1.0038147283450698,78.0,1.0,0.8030517826760559,0.03467362072093153,0.5472025605429707,20.0,1.0,0.13680064013574267,-3.620737702929877,-0.5593195751371969,84.0,1.0,0.08389793627057952,0,0.0,1.0,1.0,-0.0
042700,29271,0,0,4,2025,00161383,한미반도체,2026-03-31,1.3557707430106873,1.3557707430106873,4.0,-3.7527024678870378,-0.19115916080902584,83.0,1.0,-0.19115916080902584,0.1639727796154585,-1.0995192043176947,82.0,1.0,0.8796153634541558,0.1086406956022673,2.94128080733277,2.0,1.0,0.7353202018331925,2.2013348874647187,0.4533710764509018,6.0,1.0,-0.06800566146763527,0,0.0,1.0,1.0,-0.0
100790,649,0,0,4,2025,00340096,미래에셋벤처투자,2026-03-31,1.2466397652692405,1.2466397652692405,5.0,0.7494170636406072,-0.1481559595692936,18.0,1.0,-0.1481559595692936,1.0674187146765506,0.4834818719006574,21.0,1.0,-0.38678549752052593,0.07407350669279794,1.8224511773440315,4.0,1.0,0.4556127943360079,-51.22609184228598,-8.839789520153682,86.0,1.0,1.3259684280230521,0,0.0,1.0,1.0,-0.0
030190,63991,0,0,4,2025,00158325,NICE평가정보,2026-03-31,0.9373080225965855,0.9373080225965855,6.0,-0.09245799219666773,-0.1561973547813387,55.0,1.0,-0.1561973547813387,0.31985053546651265,-0.8263931148699245,68.0,1.0,0.6611144918959396,0.0707949065363092,1.7163333495515478,5.0,1.0,0.42908333738788695,-0.5319162593445601,-0.022050320627317634,69.0,1.0,0.003307548094097645,0,0.0,1.0,1.0,-0.0
041920,27112,0,0,4,2025,00273439,메디아나,2026-03-31,0.8529694014567161,0.8529694014567161,7.0,1.9089062941197898,-0.13708078744993415,13.0,1.0,-0.13708078744993415,0.08084400580049247,-1.245175887586633,85.0,1.0,0.9961407100693065,0.01623486216573095,-0.04960123122024675,47.0,1.0,-0.012400307805061687,-0.6469843092274332,-0.04206524428270284,78.0,1.0,0.006309786642405426,0,0.0,1.0,1.0,-0.0
026960,4632,0,0,4,2025,00144395,동서,2026-03-31,0.832425488513934,0.832425488513934,8.0,-0.10539702834330966,-0.1563209454526582,56.0,1.0,-0.1563209454526582,0.03455894119852598,-1.32627571241765,86.0,1.0,1.0610205699341202,0.011373651513423127,-0.2069431119749455,54.0,1.0,-0.051735777993736375,0.38203573506600774,0.13692238649194388,24.0,1.0,-0.020538357973791582,0,0.0,1.0,1.0,-0.0
281820,272,0,0,4,2025,01261893,케이씨텍,2026-03-31,0.8216780196046912,0.8216780196046912,9.0,,-0.15507689432388708,41.0,1.0,-0.15507689432388708,0.12439923925061419,-1.1688592218618359,83.0,1.0,0.9350873774894688,0.024123312499284576,0.2057227406245274,31.0,1.0,0.05143068515613185,,0.06508765811348226,42.0,1.0,-0.009763148717022338,0,0.0,1.0,1.0,-0.0
005930,264,0,0,4,2025,00126380,삼성전자,2026-03-31,0.8070610359097138,0.8070610359097138,10.0,-4.360398964655245,-0.19696373675602122,85.0,1.0,-0.19696373675602122,0.26188050828400256,-0.9279671126677178,72.0,1.0,0.7423736901341743,0.05079822347293977,1.0691045114939977,9.0,1.0,0.2672761278734994,-0.18955302253227924,0.037500302279591335,54.0,1.0,-0.0056250453419387,0,0.0,1.0,1.0,-0.0
