ticker
005930
000660
207940
005380
373220
402340
105560
000270
034020
028260
068270
055550
012450
329180
006800
032830
012330
035420
042660
015760
086790
010130
267260
005490
316140
009540
000810
138040
006400
034730
035720
010140
009150
051910
298040
064350
033780
066570
024110
196170
267250
000150
086520
010120
042700
272210
247540
086280
011200
017670
003670
047810
096770
030200
352820
003550
071050
039490
018260
323410
277810
005830
000720
000250
259960
307950
010950
047050
000880
278470
079550
005940
090430
003490
180640
016360
003230
161390
298380
000100
326030
377300
006260
009830
128940
443060
032640
029780
138930
175330
028300
001040
028050
021240
078930
214370
454910
241560
141080
007660
064400
001440
022100
034220
011070
087010
052690
271560
240810
002380
251270
036570
450080
082740
039030
004020
062040
011780
140410
051900
088350
214150
000990
066970
011790
017800
035250
111770
310210
036460
302440
004990
001720
214450
095340
004170
108490
403870
139130
012750
011170
014680
103590
097950
319400
263750
023530
000120
145020
081660
009970
001450
139480
357780
489790
103140
047040
018880
457190
068760
058610
237690
000240
010060
026960
009420
008930
353200
002790
071970
004370
204320
041510
028670
030530
004800
012510
383220
001430
005290
003690
051600
257720
267270
440110
084370
030000
035900
023590
069960
005850
036930
282330
064760
226950
083650
336260
192820
011210
005440
067310
290650
018670
098460
475830
375500
003540
099320
458870
178320
006280
073240
065350
097230
483650
032820
069620
020150
160190
007340
039200
101490
032350
008770
034230
006360
007070
323280
361610
003570
445680
017960
112610
140860
001120
298020
120110
005070
161890
003380
319660
082270
232140
437730
035760
466100
085620
007310
222800
006040
348370
031980
003530
080220
281740
089030
003090
038500
001800
294870
007390
090710
195940
058470
397030
096530
476830
950160
056080
005300
007810
388720
122870
012630
229640
078600
189300
218410
043260
095610
499790
000080
484870
293490
181710
100790
004000
204270
280360
185750
003240
137400
131970
001740
328130
115180
166090
036540
006120
192080
298050
085660
006730
124500
183300
161580
056190
285130
417200
006650
241710
100090
071320
036830
213420
000210
174900
032190
075580
295310
003160
249420
086900
003470
376300
195870
079160
347700
005690
100840
475150
131290
281820
014620
057050
171090
060370
222080
112040
033240
036810
064960
322000
010780
079900
108320
052400
248070
000370
347850
000500
348340
089970
093370
121600
060250
102710
033500
033100
042000
114090
214430
009520
214320
039130
069260
001060
001680
086450
002020
225570
003620
067160
348210
389470
456040
365340
023160
272290
074600
399720
025980
090360
078160
077970
420770
383310
127120
090460
060280
018290
251970
336570
253590
287840
372320
130660
005880
475960
126340
041960
252990
041190
358570
016610
044490
005420
015750
336370
004690
036620
025320
053610
119850
027360
460930
178920
094170
064260
389650
042520
001510
005090
192650
003030
104830
050890
030520
039440
145720
059090
356860
114810
083450
105840
200710
079370
045100
278280
006220
425420
089010
215600
376900
206650
368770
041920
048410
011930
122640
082920
117730
001500
476060
456160
