ticker,industry4,CFO_warn,CFO_isnull,quarter,year,corp_code,name,rebalance_month,score_total,score,score_rank,OpIncome_acc2__raw,OpIncome_acc2__z,OpIncome_acc2__rank,OpIncome_acc2__mult,OpIncome_acc2__contrib,Revenue_acc2__raw,Revenue_acc2__z,Revenue_acc2__rank,Revenue_acc2__mult,Revenue_acc2__contrib,Debt_to_Equity_log__raw,Debt_to_Equity_log__z,Debt_to_Equity_log__rank,Debt_to_Equity_log__mult,Debt_to_Equity_log__contrib,Quality_CFO_to_Assets__raw,Quality_CFO_to_Assets__z,Quality_CFO_to_Assets__rank,Quality_CFO_to_Assets__mult,Quality_CFO_to_Assets__contrib,CFO_isnull__raw,CFO_isnull__z,CFO_isnull__rank,CFO_isnull__mult,CFO_isnull__contrib
005690,211,0,0,4,2025,00145163,파미셀,2026-03-31,4.31176403840372,4.31176403840372,1.0,3.455725106503685,3.0,1.0,1.0,3.0,0.6185989397067164,3.0,1.0,1.0,0.75,0.23805170624642055,-0.747897252582058,335.0,1.0,0.26176403840372026,0.10987730060026388,3.0,1.0,1.0,0.30000000000000004,0,0.0,1.0,1.0,-0.0
060280,47812,0,0,4,2025,00356802,큐렉소,2026-03-31,3.9747763712057536,3.9747763712057536,2.0,2.414447956993927,3.0,1.0,1.0,3.0,0.6056819219953464,3.0,1.0,1.0,0.75,0.049545356214452746,-1.1526319829661706,397.0,1.0,0.4034211940381597,-0.03539969428692014,-1.7864482283240593,371.0,1.0,-0.17864482283240593,0,0.0,1.0,1.0,-0.0
218410,264,0,0,4,2025,01078178,RFHIC,2026-03-31,3.9376113264731205,3.9376113264731205,3.0,8.30404941790467,3.0,1.0,1.0,3.0,0.6213765204012979,3.0,1.0,1.0,0.75,0.3203824618557173,-0.5711280553205438,291.0,1.0,0.1998948193621903,0.013023279012380718,-0.12283492889069399,223.0,1.0,-0.0122834928890694,0,0.0,1.0,1.0,-0.0
450080,28202,1,0,4,2025,01311408,에코프로머티,2026-03-31,3.911078188275336,3.911078188275336,4.0,3.2093966129029514,3.0,1.0,1.0,3.0,1.0792847010207884,3.0,1.0,1.0,0.75,0.4124729571200462,-0.37340409660283064,253.0,1.0,0.13069143381099071,0.031339824786728906,0.5064459077390883,114.0,0.6,0.030386754464345297,0,0.0,1.0,0.6,-0.0
053610,29271,0,0,4,2025,00325112,프로텍,2026-03-31,3.8404239699490565,3.8404239699490565,5.0,2.6259971117294034,3.0,1.0,1.0,3.0,0.3543174011211123,2.116626046036402,54.0,1.0,0.5291565115091005,0.22359184151239114,-0.7789434717334324,343.0,1.0,0.2726302151067013,0.027844833103792436,0.38637243333254945,129.0,1.0,0.038637243333254946,0,0.0,1.0,1.0,-0.0
100840,29176,0,0,4,2025,00648721,SNT에너지,2026-03-31,3.838365729207254,3.838365729207254,6.0,4.084069368219204,3.0,1.0,1.0,3.0,1.0852600533981915,3.0,1.0,1.0,0.75,0.48065433668749946,-0.22701448016937745,236.0,1.0,0.0794550680592821,0.01919228448610767,0.08910661147972267,184.0,1.0,0.008910661147972267,0,0.0,1.0,1.0,-0.0
041920,27112,0,0,4,2025,00273439,메디아나,2026-03-31,3.83043356382806,3.83043356382806,7.0,1.9089062941197898,2.8323365542228713,54.0,1.0,2.8323365542228713,0.4149844530359782,2.477782719128317,44.0,1.0,0.6194456797820792,0.08084400580049247,-1.0854318568195218,390.0,1.0,0.3799011498868326,0.01623486216573095,-0.012498200637232343,203.0,1.0,-0.0012498200637232344,0,0.0,1.0,1.0,-0.0
171090,292,0,0,4,2025,00327819,선익시스템,2026-03-31,3.7894274751139028,3.7894274751139028,8.0,11.962189861509312,3.0,1.0,1.0,3.0,1.8841167924072701,3.0,1.0,1.0,0.75,0.9331366710194042,0.7444929282459914,105.0,1.0,-0.260572524886097,0.10861458654219497,3.0,1.0,1.0,0.30000000000000004,0,0.0,1.0,1.0,-0.0
361610,282,0,0,4,2025,01386916,SK아이이테크놀로지,2026-03-31,3.729797503857764,3.729797503857764,9.0,9.944065861593883,3.0,1.0,1.0,3.0,0.7362930733590869,3.0,1.0,1.0,0.75,0.5236858917619688,-0.13462308413353627,223.0,1.0,0.04711807944673769,-0.002996424526636555,-0.6732057558897389,300.0,1.0,-0.06732057558897389,0,0.0,1.0,1.0,-0.0
003160,27212,0,0,4,2025,00118275,디아이,2026-03-31,3.7191286161572155,3.7191286161572155,10.0,4.093940747094373,3.0,1.0,1.0,3.0,1.0060865265924501,3.0,1.0,1.0,0.75,0.69846666273297,0.2406419836123467,170.0,1.0,-0.08422469426432135,0.03212825476151372,0.5335331042153705,111.0,1.0,0.05335331042153705,0,0.0,1.0,1.0,-0.0
