month_end,rebalance_month,ret,turnover,tcost,nav_gross,nav_net,wf_window,selected_strategy,selected_k,ret_net,wf_nav_net,wf_nav_gross
2019-02-28,2023-05-31,0.0216152327326857,0.0,0.0,1.1679527806246068,1.1679527806246068,0,D_quality_filter_debt_profitaccel_liq,10,0.0216152327326857,1.0216152327326857,1.0216152327326857
2019-03-31,2023-05-31,0.0260903866463844,0.0,0.0,1.1984251202558227,1.1984251202558227,0,D_quality_filter_debt_profitaccel_liq,10,0.0260903866463844,1.0482695691585175,1.0482695691585175
2019-04-30,2023-05-31,0.0026223552635821,0.0,0.0,1.2015678166779349,1.2015678166779349,0,D_quality_filter_debt_profitaccel_liq,10,0.0026223552635821,1.0510185043808533,1.0510185043808533
2019-05-31,2023-05-31,-0.0601551830197175,0.0,0.0,1.129287284755071,1.129287284755071,0,D_quality_filter_debt_profitaccel_liq,10,-0.0601551830197175,0.9877942938927133,0.9877942938927133
2019-06-30,2023-05-31,0.0203829901342126,0.0,0.0,1.1523055363389252,1.1523055363389252,0,D_quality_filter_debt_profitaccel_liq,10,0.0203829901342126,1.00792849523976,1.00792849523976
2019-07-31,2023-05-31,-0.0549740467918712,0.0,0.0,1.0889586378656968,1.0889586378656968,0,D_quality_filter_debt_profitaccel_liq,10,-0.0549740467918712,0.9525185869795891,0.9525185869795891
2019-08-31,2023-05-31,0.0242106592744605,0.0,0.0,1.1153230444110438,1.1153230444110438,0,D_quality_filter_debt_profitaccel_liq,10,0.0242106592744605,0.9755796899415424,0.9755796899415424
2019-09-30,2023-05-31,0.0568619861902567,0.0,0.0,1.17874252796002,1.17874252796002,0,D_quality_filter_debt_profitaccel_liq,10,0.0568619861902567,1.0310530887984932,1.0310530887984932
2019-10-31,2023-05-31,0.0045593780901381,0.0,0.0,1.1841168608159147,1.1841168608159147,0,D_quality_filter_debt_profitaccel_liq,10,0.0045593780901381,1.0357540496613302,1.0357540496613302
2019-11-30,2023-05-31,-0.0022803931467032,0.0,0.0,1.1814166088416145,1.1814166088416145,0,D_quality_filter_debt_profitaccel_liq,10,-0.0022803931467032,1.0333921232248124,1.0333921232248124
2019-12-31,2023-05-31,0.0855404128307273,0.0,0.0,1.2824754732870038,1.2824754732870038,0,D_quality_filter_debt_profitaccel_liq,10,0.0855404128307273,1.1217889120614848,1.1217889120614848
2020-01-31,2023-05-31,-0.0493456698495139,0.0,0.0,1.2191908619920842,1.2191908619920842,0,D_quality_filter_debt_profitaccel_liq,10,-0.0493456698495139,1.0664334867660534,1.0664334867660534
2020-02-29,2023-05-31,-0.0528145428514313,0.0,0.0,1.1547998539673296,1.1547998539673296,1,D_quality_filter_debt_profitaccel_liq,10,-0.0528145428514313,1.0101102896810463,1.0101102896810463
2020-03-31,2023-05-31,-0.1373811847389988,0.0,0.0,0.9961520818928752,0.9961520818928752,1,D_quality_filter_debt_profitaccel_liq,10,-0.1373811847389988,0.871340141367611,0.871340141367611
2020-04-30,2023-05-31,0.1206766344228071,0.0,0.0,1.11636436250898,1.11636436250898,1,D_quality_filter_debt_profitaccel_liq,10,0.1206766344228071,0.9764905370653473,0.9764905370653473
2020-05-31,2023-05-31,0.0727510479137901,0.0,0.0,1.1975810397351183,1.1975810397351183,1,D_quality_filter_debt_profitaccel_liq,10,0.0727510479137901,1.0475312469147509,1.0475312469147509
2020-06-30,2023-05-31,0.0197686775626735,0.0,0.0,1.2212556331648132,1.2212556331648132,1,D_quality_filter_debt_profitaccel_liq,10,0.0197686775626735,1.068239554371834,1.068239554371834
2020-07-31,2023-05-31,0.1562981518511774,0.0,0.0,1.4121356315663132,1.4121356315663132,1,D_quality_filter_debt_profitaccel_liq,10,0.1562981518511774,1.235203422454477,1.235203422454477
2020-08-31,2023-05-31,0.0567995120962692,0.0,0.0,1.4923442464530368,1.4923442464530368,1,D_quality_filter_debt_profitaccel_liq,10,0.0567995120962692,1.3053623741895333,1.3053623741895333
2020-09-30,2023-05-31,-0.0009575955243786,0.0,0.0,1.4909151842818011,1.4909151842818011,1,D_quality_filter_debt_profitaccel_liq,10,-0.0009575955243786,1.3041123650223172,1.3041123650223172
2020-10-31,2023-05-31,-0.0656515799873884,0.0,0.0,1.3930342468065124,1.3930342468065124,1,D_quality_filter_debt_profitaccel_liq,10,-0.0656515799873884,1.2184953277775123,1.2184953277775123
2020-11-30,2023-05-31,0.1164355891338317,0.0,0.0,1.5552330100170324,1.5552330100170324,1,D_quality_filter_debt_profitaccel_liq,10,0.1164355891338317,1.3603715491241084,1.3603715491241084
2020-12-31,2023-05-31,0.0324078939026623,0.0,0.0,1.6056348363995827,1.6056348363995827,1,D_quality_filter_debt_profitaccel_liq,10,0.0324078939026623,1.4044583259563228,1.4044583259563228
2021-01-31,2023-05-31,-0.0377721697814814,0.0,0.0,1.5449865247520365,1.5449865247520365,1,D_quality_filter_debt_profitaccel_liq,10,-0.0377721697814814,1.3514088876172854,1.3514088876172854
2021-02-28,2023-05-31,0.0683706487026529,0.0,0.0,1.6506182556861906,1.6506182556861906,2,D_quality_filter_debt_profitaccel_liq,10,0.0683706487026529,1.4438055899262099,1.4438055899262099
2021-03-31,2023-05-31,0.0241354828257421,0.0,0.0,1.690456724248161,1.690456724248161,2,D_quality_filter_debt_profitaccel_liq,10,0.0241354828257421,1.4786525349455844,1.4786525349455844
2021-04-30,2023-05-31,0.0560136506150378,0.0,0.0,1.7851453765800387,1.7851453765800387,2,D_quality_filter_debt_profitaccel_liq,10,0.0560136506150378,1.5614772614190662,1.5614772614190662
2021-05-31,2023-05-31,-0.0350121144465029,0.0,0.0,1.7226436623515726,1.7226436623515726,2,D_quality_filter_debt_profitaccel_liq,10,-0.0350121144465029,1.5068066408366498,1.5068066408366498
2021-06-30,2023-05-31,0.068014804349163,0.0,0.0,1.8398089340097403,1.8398089340097403,2,D_quality_filter_debt_profitaccel_liq,10,0.068014804349163,1.609291799705174,1.609291799705174
2021-07-31,2023-05-31,0.0121297301351632,0.0,0.0,1.862125319879541,1.862125319879541,2,D_quality_filter_debt_profitaccel_liq,10,0.0121297301351632,1.6288120749443291,1.6288120749443291
2021-08-31,2023-05-31,-0.0137860564318354,0.0,0.0,1.836453955136532,1.836453955136532,2,D_quality_filter_debt_profitaccel_liq,10,-0.0137860564318354,1.6063571797622918,1.6063571797622918
