ticker,industry4,CFO_warn,CFO_isnull,quarter,year,corp_code,name,rebalance_month,score_total,score,score_rank,OpIncome_acc2__raw,OpIncome_acc2__z,OpIncome_acc2__rank,OpIncome_acc2__mult,OpIncome_acc2__contrib,Debt_to_Equity_log__raw,Debt_to_Equity_log__z,Debt_to_Equity_log__rank,Debt_to_Equity_log__mult,Debt_to_Equity_log__contrib,Quality_CFO_to_Assets__raw,Quality_CFO_to_Assets__z,Quality_CFO_to_Assets__rank,Quality_CFO_to_Assets__mult,Quality_CFO_to_Assets__contrib,CAPEX_ttm_yoy__raw,CAPEX_ttm_yoy__z,CAPEX_ttm_yoy__rank,CAPEX_ttm_yoy__mult,CAPEX_ttm_yoy__contrib,CFO_isnull__raw,CFO_isnull__z,CFO_isnull__rank,CFO_isnull__mult,CFO_isnull__contrib
042520,213,0,0,4,2025,00349060,한스바이오메드,2026-03-31,7.821109968015653,7.821109968015653,1.0,914.6440940967984,8.632060750359692,1.0,1.0,8.632060750359692,1.3164907840037212,0.9312056162504833,13.0,1.0,-0.7449644930003867,0.009538962858548805,-0.2607501806932759,56.0,1.0,-0.06518754517331897,-0.3545735413837864,0.005324961135550921,64.0,1.0,-0.0007987441703326381,0,0.0,1.0,1.0,-0.0
322000,2612,0,0,4,2025,01199550,HD현대에너지솔루션,2026-03-31,3.5695723039100824,3.5695723039100824,2.0,331.35215204500884,3.0287196723429495,2.0,1.0,3.0287196723429495,0.23872371407604293,-0.9604939394530507,76.0,1.0,0.7683951515624406,-0.011711383786811906,-0.9512676827628354,77.0,1.0,-0.23781692069070884,-0.7767304559426826,-0.06849600463600673,83.0,1.0,0.010274400695401009,0,0.0,1.0,1.0,-0.0
095610,29271,0,0,4,2025,00524421,테스,2026-03-31,1.5178727532048604,1.5178727532048604,3.0,67.84288655189508,0.4973418402033017,3.0,1.0,0.4973418402033017,0.21859296976161705,-0.9958274740711909,79.0,1.0,0.7966619792569527,0.03467362072093153,0.5559857272969406,20.0,1.0,0.13899643182423516,-3.620737702929877,-0.5658166794691398,85.0,1.0,0.08487250192037098,0,0.0,1.0,1.0,-0.0
042700,29271,0,0,4,2025,00161383,한미반도체,2026-03-31,1.354958427879132,1.354958427879132,4.0,-3.7527024678870378,-0.1904346847872148,84.0,1.0,-0.1904346847872148,0.1639727796154585,-1.0916969734416475,83.0,1.0,0.8733575787533181,0.1086406956022673,2.959502273865965,2.0,1.0,0.7398755684664913,2.2013348874647187,0.4522668970230845,6.0,1.0,-0.06784003455346267,0,0.0,1.0,1.0,-0.0
100790,649,0,0,4,2025,00340096,미래에셋벤처투자,2026-03-31,1.2502104789276904,1.2502104789276904,5.0,0.7494170636406072,-0.1471854823031001,18.0,1.0,-0.1471854823031001,1.0674187146765506,0.49403367434286355,21.0,1.0,-0.3952269394742909,0.07407350669279794,1.8362618233604484,4.0,1.0,0.4590654558401121,-51.22609184228598,-8.890382965766463,87.0,1.0,1.3335574448649694,0,0.0,1.0,1.0,-0.0
030190,63991,0,0,4,2025,00158325,NICE평가정보,2026-03-31,0.9354914198954491,0.9354914198954491,6.0,-0.09245799219666773,-0.15527287858417507,55.0,1.0,-0.15527287858417507,0.31985053546651265,-0.8180999321929388,68.0,1.0,0.6544799457543511,0.0707949065363092,1.7297256417100786,5.0,1.0,0.43243141042751965,-0.5319162593445601,-0.02568628198502299,70.0,1.0,0.003852942297753448,0,0.0,1.0,1.0,-0.0
041920,27112,0,0,4,2025,00273439,메디아나,2026-03-31,0.8501153459228012,0.8501153459228012,7.0,1.9089062941197898,-0.13604695429291003,13.0,1.0,-0.13604695429291003,0.08084400580049247,-1.2376048127881432,86.0,1.0,0.9900838502305146,0.01623486216573095,-0.04317087524161067,47.0,1.0,-0.010792718810402668,-0.6469843092274332,-0.04580779197066218,79.0,1.0,0.006871168795599327,0,0.0,1.0,1.0,-0.0
026960,4632,0,0,4,2025,00144395,동서,2026-03-31,0.8292751916189606,0.8292751916189606,8.0,-0.10539702834330966,-0.1553971762600445,56.0,1.0,-0.1553971762600445,0.03455894119852598,-1.3188444781910995,87.0,1.0,1.0550755825528797,0.011373651513423127,-0.20113305311499435,54.0,1.0,-0.05028326327874859,0.38203573506600774,0.13413300930083993,25.0,1.0,-0.020119951395125988,0,0.0,1.0,1.0,-0.0
281820,272,0,0,4,2025,01261893,케이씨텍,2026-03-31,0.8186869708517589,0.8186869708517589,9.0,,-0.15420474681109966,41.0,1.0,-0.15420474681109966,0.12439923925061419,-1.1611565541011453,84.0,1.0,0.9289252432809163,0.024123312499284576,0.21315967363978486,31.0,1.0,0.053289918409946214,,0.06215629352002687,43.0,1.0,-0.00932344402800403,0,0.0,1.0,1.0,-0.0
005930,264,0,0,4,2025,00126380,삼성전자,2026-03-31,0.8044658730030202,0.8044658730030202,10.0,-4.360398964655245,-0.19627246600416468,86.0,1.0,-0.19627246600416468,0.26188050828400256,-0.9198490742154677,73.0,1.0,0.7358792593723742,0.05079822347293977,1.079945199582136,9.0,1.0,0.269986299895534,-0.18955302253227924,0.03418146840482189,55.0,1.0,-0.005127220260723283,0,0.0,1.0,1.0,-0.0
