ticker,industry_code,industry_name
032820,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
041190,116409,기타 금융업
115440,032604,통신 및 방송 장비 제조업
046970,074607,기타 전문 도매업
082850,031008,기타 식품 제조업
215360,033003,자동차 신품 부품 제조업
072470,033003,자동차 신품 부품 제조업
073560,031001,"도축, 육류 가공 및 저장 처리업"
037400,074608,상품 종합 도매업
153490,032601,반도체 제조업
101170,032901,일반 목적용 기계 제조업
006980,031005,"곡물가공품, 전분 및 전분제품 제조업"
066590,033003,자동차 신품 부품 제조업
017370,032902,특수 목적용 기계 제조업
103840,031003,"과실, 채소 가공 및 저장 처리업"
101970,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
046940,064201,기반조성 및 시설물 축조관련 전문공사업
215380,137001,자연과학 및 공학 연구개발업
065680,032602,전자부품 제조업
105840,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
018620,032102,의약품 제조업
010400,064202,건물설비 설치 공사업
457550,137309,"그외 기타 전문, 과학 및 기술 서비스업"
049800,032902,특수 목적용 기계 제조업
016880,137105,회사 본부 및 경영 컨설팅 서비스업
095720,168501,초등 교육기관
396470,032902,특수 목적용 기계 제조업
005820,031302,직물직조 및 직물제품 제조업
307280,032103,의료용품 및 기타 의약 관련제품 제조업
032940,074605,기계장비 및 관련 물품 도매업
240810,032902,특수 목적용 기계 제조업
074600,032301,유리 및 유리제품 제조업
104830,032001,기초 화학물질 제조업
014190,074607,기타 전문 도매업
217820,032902,특수 목적용 기계 제조업
030530,032001,기초 화학물질 제조업
012620,032401,1차 철강 제조업
136150,032901,일반 목적용 기계 제조업
382840,032902,특수 목적용 기계 제조업
336570,032701,의료용 기기 제조업
376980,105802,소프트웨어 개발 및 공급업
122830,105802,소프트웨어 개발 및 공급업
008370,032202,플라스틱제품 제조업
008290,031401,봉제의복 제조업
101160,032602,전자부품 제조업
336060,105802,소프트웨어 개발 및 공급업
095270,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
289930,032601,반도체 제조업
065950,031302,직물직조 및 직물제품 제조업
076080,064101,건물 건설업
043590,032601,반도체 제조업
196700,032002,합성고무 및 플라스틱 물질 제조업
069080,105802,소프트웨어 개발 및 공급업
053580,105802,소프트웨어 개발 및 공급업
479960,032809,기타 전기장비 제조업
377460,199503,개인 및 가정용품 수리업
044340,032805,가정용 기기 제조업
330350,032102,의약품 제조업
348350,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
112040,105802,소프트웨어 개발 및 공급업
101730,105802,소프트웨어 개발 및 공급업
123420,105802,소프트웨어 개발 및 공급업
065370,105802,소프트웨어 개발 및 공급업
140660,032604,통신 및 방송 장비 제조업
038620,074707,연료 소매업
299900,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
036090,032902,특수 목적용 기계 제조업
459100,032602,전자부품 제조업
136540,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
097800,032601,반도체 제조업
192390,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
008600,074604,생활용품 도매업
335870,074704,"섬유, 의복, 신발 및 가죽제품 소매업"
900340,116409,기타 금융업
033270,032102,의약품 제조업
014830,032001,기초 화학물질 제조업
446070,031601,제재 및 목재 가공업
036200,032902,특수 목적용 기계 제조업
018000,032901,일반 목적용 기계 제조업
000910,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
047400,032302,"내화, 비내화 요업제품 제조업"
203450,032604,통신 및 방송 장비 제조업
011330,031501,"가죽, 가방 및 유사제품 제조업"
077500,074605,기계장비 및 관련 물품 도매업
011320,033003,자동차 신품 부품 제조업
086390,032902,특수 목적용 기계 제조업
241690,033003,자동차 신품 부품 제조업
142210,074502,자동차 부품 및 내장품 판매업
121060,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
389680,105802,소프트웨어 개발 및 공급업
088340,105802,소프트웨어 개발 및 공급업
048430,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
206650,032102,의약품 제조업
089850,105802,소프트웨어 개발 및 공급업
495810,105802,소프트웨어 개발 및 공급업
084440,105802,소프트웨어 개발 및 공급업
032620,105802,소프트웨어 개발 및 공급업
264450,032604,통신 및 방송 장비 제조업
078070,116409,기타 금융업
002920,033003,자동차 신품 부품 제조업
024800,084902,육상 여객 운송업
000700,137105,회사 본부 및 경영 컨설팅 서비스업
054930,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업"
069330,032602,전자부품 제조업
049520,032602,전자부품 제조업
444920,116601,금융 지원 서비스업
473050,116601,금융 지원 서비스업
474490,116601,금융 지원 서비스업
493790,116601,금융 지원 서비스업
003470,116601,금융 지원 서비스업
263770,032401,1차 철강 제조업
337840,032701,의료용 기기 제조업
072130,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
000220,032102,의약품 제조업
388720,032902,특수 목적용 기계 제조업
340930,032902,특수 목적용 기계 제조업
023410,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
056080,032902,특수 목적용 기계 제조업
468760,116601,금융 지원 서비스업
488060,116601,금융 지원 서비스업
000105,116601,금융 지원 서비스업
084370,032902,특수 목적용 기계 제조업
240600,032509,기타 금속 가공제품 제조업
001200,116601,금융 지원 서비스업
221800,137209,기타 과학기술 서비스업
179900,032602,전자부품 제조업
263050,032101,기초 의약물질 제조업
000100,032102,의약품 제조업
003460,116601,금융 지원 서비스업
191410,032602,전자부품 제조업
372170,032902,특수 목적용 기계 제조업
146060,032401,1차 철강 제조업
008730,032202,플라스틱제품 제조업
008250,031602,나무제품 제조업
039020,031601,제재 및 목재 가공업
025820,032402,1차 비철금속 제조업
067920,106309,기타 정보 서비스업
044960,074607,기타 전문 도매업
303530,105802,소프트웨어 개발 및 공급업
296640,105802,소프트웨어 개발 및 공급업
302430,032902,특수 목적용 기계 제조업
279060,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
214320,137103,광고업
462350,033103,"항공기,우주선 및 부품 제조업"
274400,105802,소프트웨어 개발 및 공급업
073490,032604,통신 및 방송 장비 제조업
215790,032604,통신 및 방송 장비 제조업
344860,032004,기타 화학제품 제조업
469610,032902,특수 목적용 기계 제조업
088390,033109,그외 기타 운송장비 제조업
272290,032602,전자부품 제조업
053350,105802,소프트웨어 개발 및 공급업
452400,033003,자동차 신품 부품 제조업
264850,032602,전자부품 제조업
054210,032602,전자부품 제조업
009730,032401,1차 철강 제조업
065440,105802,소프트웨어 개발 및 공급업
088260,126801,부동산 임대 및 공급업
139480,074701,종합 소매업
424870,137001,자연과학 및 공학 연구개발업
115610,032601,반도체 제조업
478110,116601,금융 지원 서비스업
131400,032602,전자부품 제조업
208850,032809,기타 전기장비 제조업
351330,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
080010,074601,상품 중개업
379390,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업"
457190,032001,기초 화학물질 제조업
086890,032103,의료용품 및 기타 의약 관련제품 제조업
007660,032602,전자부품 제조업
005950,032001,기초 화학물질 제조업
015020,126801,부동산 임대 및 공급업
047560,105802,소프트웨어 개발 및 공급업
900110,116409,기타 금융업
239340,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
067010,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
456070,032101,기초 의약물질 제조업
102710,032004,기타 화학제품 제조업
074610,032901,일반 목적용 기계 제조업
041520,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
063760,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
123570,137103,광고업
083470,032001,기초 화학물질 제조업
095190,032509,기타 금속 가공제품 제조업
091120,032602,전자부품 제조업
232530,032802,일차전지 및 이차전지 제조업
102460,032102,의약품 제조업
039030,032902,특수 목적용 기계 제조업
294090,032701,의료용 기기 제조업
088290,033003,자동차 신품 부품 제조업
084680,033301,귀금속 및 장신용품 제조업
353810,031009,동물용 사료 및 조제식품 제조업
261520,105802,소프트웨어 개발 및 공급업
350520,126801,부동산 임대 및 공급업
334890,126801,부동산 임대 및 공급업
099750,105802,소프트웨어 개발 및 공급업
377330,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
035810,031009,동물용 사료 및 조제식품 제조업
092130,106309,기타 정보 서비스업
134060,105801,"서적, 잡지 및 기타 인쇄물 출판업"
001840,064101,건물 건설업
000760,074607,기타 전문 도매업
014990,031401,봉제의복 제조업
041830,032701,의료용 기기 제조업
352940,032003,"비료, 농약 및 살균, 살충제 제조업"
101140,074605,기계장비 및 관련 물품 도매업
216400,137001,자연과학 및 공학 연구개발업
079950,032902,특수 목적용 기계 제조업
389470,137001,자연과학 및 공학 연구개발업
277410,031008,기타 식품 제조업
060150,053802,폐기물 처리업
033230,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
450520,105802,소프트웨어 개발 및 공급업
006490,106102,전기 통신업
465480,105802,소프트웨어 개발 및 공급업
037330,032602,전자부품 제조업
100030,105802,소프트웨어 개발 및 공급업
023800,033003,자동차 신품 부품 제조업
034590,043502,연료용 가스 제조 및 배관공급업
211050,116602,보험 및 연금관련 서비스업
083640,074608,상품 종합 도매업
064090,074608,상품 종합 도매업
216050,137103,광고업
049070,032604,통신 및 방송 장비 제조업
311960,105802,소프트웨어 개발 및 공급업
119610,032701,의료용 기기 제조업
017250,032605,영상 및 음향기기 제조업
129260,084903,도로 화물 운송업
051370,032602,전자부품 제조업
064290,032902,특수 목적용 기계 제조업
189300,032604,통신 및 방송 장비 제조업
287840,137001,자연과학 및 공학 연구개발업
048530,032101,기초 의약물질 제조업
023810,033003,자동차 신품 부품 제조업
115310,106102,전기 통신업
039290,106309,기타 정보 서비스업
071200,105802,소프트웨어 개발 및 공급업
101930,033101,선박 및 보트 건조업
249420,032102,의약품 제조업
000230,032102,의약품 제조업
013360,064102,토목 건설업
003120,032102,의약품 제조업
333430,033101,선박 및 보트 건조업
068330,032901,일반 목적용 기계 제조업
003200,031301,방적 및 가공사 제조업
007110,074606,"건축자재, 철물 및 난방장치 도매업"
007570,032102,의약품 제조업
178780,074608,상품 종합 도매업
008500,031303,편조원단 제조업
019540,033003,자동차 신품 부품 제조업
081000,032004,기타 화학제품 제조업
020760,032601,반도체 제조업
103590,032803,절연선 및 케이블 제조업
094820,064203,전기 및 통신 공사업
271940,033109,그외 기타 운송장비 제조업
015860,116409,기타 금융업
226320,032004,기타 화학제품 제조업
950140,032004,기타 화학제품 제조업
049550,032004,기타 화학제품 제조업
389020,032601,반도체 제조업
254120,032902,특수 목적용 기계 제조업
043910,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
234920,032805,가정용 기기 제조업
289220,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
317400,126801,부동산 임대 및 공급업
033240,032602,전자부품 제조업
049630,032703,사진장비 및 광학기기 제조업
417840,032902,특수 목적용 기계 제조업
000950,031301,방적 및 가공사 제조업
079900,032902,특수 목적용 기계 제조업
110020,032004,기타 화학제품 제조업
208140,031001,"도축, 육류 가공 및 저장 처리업"
040420,168505,일반 교습 학원
045510,074605,기계장비 및 관련 물품 도매업
217190,032902,특수 목적용 기계 제조업
095700,137001,자연과학 및 공학 연구개발업
122310,032701,의료용 기기 제조업
361390,032604,통신 및 방송 장비 제조업
066830,032004,기타 화학제품 제조업
225220,032101,기초 의약물질 제조업
123330,032004,기타 화학제품 제조업
381620,032902,특수 목적용 기계 제조업
159580,074604,생활용품 도매업
147830,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
033100,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
079370,032902,특수 목적용 기계 제조업
054950,032901,일반 목적용 기계 제조업
023440,032401,1차 철강 제조업
090470,032902,특수 목적용 기계 제조업
137950,032004,기타 화학제품 제조업
033320,074605,기계장비 및 관련 물품 도매업
417500,032004,기타 화학제품 제조업
348950,126801,부동산 임대 및 공급업
204270,032602,전자부품 제조업
127120,137001,자연과학 및 공학 연구개발업
194370,031501,"가죽, 가방 및 유사제품 제조업"
026040,033301,귀금속 및 장신용품 제조업
452160,032902,특수 목적용 기계 제조업
126880,032901,일반 목적용 기계 제조업
322510,105802,소프트웨어 개발 및 공급업
254160,031601,제재 및 목재 가공업
033050,032004,기타 화학제품 제조업
094970,032602,전자부품 제조업
418550,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업"
060230,032004,기타 화학제품 제조업
420570,032004,기타 화학제품 제조업
089790,032902,특수 목적용 기계 제조업
000010,032701,의료용 기기 제조업
030000,137103,광고업
271980,032102,의약품 제조업
412540,032902,특수 목적용 기계 제조업
001560,032309,기타 비금속 광물제품 제조업
199820,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
038010,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
002620,137105,회사 본부 및 경영 컨설팅 서비스업
080220,032601,반도체 제조업
006220,116401,은행 및 저축기관
089590,085101,항공 여객 운송업
216080,032103,의료용품 및 기타 의약 관련제품 제조업
337930,106309,기타 정보 서비스업
229000,032103,의료용품 및 기타 의약 관련제품 제조업
082270,032902,특수 목적용 기계 제조업
004910,032004,기타 화학제품 제조업
004700,031501,"가죽, 가방 및 유사제품 제조업"
001550,032003,"비료, 농약 및 살균, 살충제 제조업"
462520,032302,"내화, 비내화 요업제품 제조업"
120030,032509,기타 금속 가공제품 제조업
034940,032102,의약품 제조업
067000,105802,소프트웨어 개발 및 공급업
309930,074705,기타 생활용품 소매업
018470,032402,1차 비철금속 제조업
002600,031008,기타 식품 제조업
185750,032102,의약품 제조업
063160,032102,의약품 제조업
001630,032102,의약품 제조업
033340,031401,봉제의복 제조업
036930,032902,특수 목적용 기계 제조업
109070,032604,통신 및 방송 장비 제조업
044380,032603,컴퓨터 및 주변장치 제조업
072020,032101,기초 의약물질 제조업
000440,074607,기타 전문 도매업
051980,032604,통신 및 방송 장비 제조업
228760,137001,자연과학 및 공학 연구개발업
314130,032101,기초 의약물질 제조업
013890,033201,가구 제조업
389030,137001,자연과학 및 공학 연구개발업
263860,105802,소프트웨어 개발 및 공급업
303030,032601,반도체 제조업
208350,105802,소프트웨어 개발 및 공급업
446840,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
144510,137309,"그외 기타 전문, 과학 및 기술 서비스업"
340450,137309,"그외 기타 전문, 과학 및 기술 서비스업"
306620,032902,특수 목적용 기계 제조업
358570,137001,자연과학 및 공학 연구개발업
382480,032902,특수 목적용 기계 제조업
382800,032902,특수 목적용 기계 제조업
299480,031309,기타 섬유제품 제조업
051160,105802,소프트웨어 개발 및 공급업
053050,043502,연료용 가스 제조 및 배관공급업
076340,064201,기반조성 및 시설물 축조관련 전문공사업
388610,032004,기타 화학제품 제조업
493330,032901,일반 목적용 기계 제조업
119850,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
065060,031401,봉제의복 제조업
204840,074604,생활용품 도매업
013870,033003,자동차 신품 부품 제조업
071320,043503,"증기, 냉·온수 및 공기조절 공급업"
311320,032602,전자부품 제조업
456160,032102,의약품 제조업
388050,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
088790,074607,기타 전문 도매업
018120,031101,알코올음료 제조업
109820,137001,자연과학 및 공학 연구개발업
086060,074602,산업용 농·축산물 및 동·식물 도매업
036890,032902,특수 목적용 기계 제조업
363250,032701,의료용 기기 제조업
003780,032202,플라스틱제품 제조업
007370,032102,의약품 제조업
010640,032202,플라스틱제품 제조업
100250,032202,플라스틱제품 제조업
051630,032202,플라스틱제품 제조업
272450,085101,항공 여객 운송업
285800,032202,플라스틱제품 제조업
011000,032102,의약품 제조업
250030,032004,기타 화학제품 제조업
002780,064102,토목 건설업
233990,032004,기타 화학제품 제조업
025620,032004,기타 화학제품 제조업
085660,032101,기초 의약물질 제조업
261780,137001,자연과학 및 공학 연구개발업
351870,137103,광고업
009310,032902,특수 목적용 기계 제조업
094850,147502,여행사 및 기타 여행보조 서비스업
368030,032902,특수 목적용 기계 제조업
004650,031101,알코올음료 제조업
278280,032001,기초 화학물질 제조업
000650,084902,육상 여객 운송업
362320,074604,생활용품 도매업
066360,031001,"도축, 육류 가공 및 저장 처리업"
033250,033003,자동차 신품 부품 제조업
047820,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
094360,032601,반도체 제조업
000082,137001,자연과학 및 공학 연구개발업
016920,074605,기계장비 및 관련 물품 도매업
284620,137001,자연과학 및 공학 연구개발업
035720,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
293490,105802,소프트웨어 개발 및 공급업
323410,116401,은행 및 저축기관
377300,116601,금융 지원 서비스업
140430,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
042000,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
006380,032001,기초 화학물질 제조업
313760,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
317530,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
071850,033003,자동차 신품 부품 제조업
198080,032602,전자부품 제조업
210120,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
050110,032602,전자부품 제조업
452300,116409,기타 금융업
451760,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
900310,116409,기타 금융업
078340,105802,소프트웨어 개발 및 공급업
063080,105802,소프트웨어 개발 및 공급업
307930,116409,기타 금융업
079190,032604,통신 및 방송 장비 제조업
263700,137103,광고업
214370,032101,기초 의약물질 제조업
221980,032004,기타 화학제품 제조업
038530,074604,생활용품 도매업
279570,116401,은행 및 저축기관
001620,033003,자동차 신품 부품 제조업
192250,105802,소프트웨어 개발 및 공급업
431190,105802,소프트웨어 개발 및 공급업
029460,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
115500,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
281820,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
089150,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
025880,031009,동물용 사료 및 조제식품 제조업
093320,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
093640,032601,반도체 제조업
073010,032901,일반 목적용 기계 제조업
105330,033003,자동차 신품 부품 제조업
053080,032901,일반 목적용 기계 제조업
199430,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
432470,032902,특수 목적용 기계 제조업
272110,032601,반도체 제조업
039420,106102,전기 통신업
083550,031309,기타 섬유제품 제조업
032500,032604,통신 및 방송 장비 제조업
225430,032004,기타 화학제품 제조업
102370,074601,상품 중개업
068100,032901,일반 목적용 기계 제조업
106080,032602,전자부품 제조업
455180,032902,특수 목적용 기계 제조업
381970,074501,자동차 판매업
145270,126801,부동산 임대 및 공급업
036030,074601,상품 중개업
064820,033101,선박 및 보트 건조업
024880,032509,기타 금속 가공제품 제조업
042040,074607,기타 전문 도매업
054410,032509,기타 금속 가공제품 제조업
258610,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
274090,033103,"항공기,우주선 및 부품 제조업"
402420,032701,의료용 기기 제조업
089010,032004,기타 화학제품 제조업
220260,032004,기타 화학제품 제조업
176590,032509,기타 금속 가공제품 제조업
052400,105802,소프트웨어 개발 및 공급업
402030,105802,소프트웨어 개발 및 공급업
391710,032902,특수 목적용 기계 제조업
046070,033003,자동차 신품 부품 제조업
047770,031401,봉제의복 제조업
080530,032004,기타 화학제품 제조업
417310,126801,부동산 임대 및 공급업
357120,126801,부동산 임대 및 공급업
104540,032701,의료용 기기 제조업
027050,032004,기타 화학제품 제조업
007810,032602,전자부품 제조업
190650,116601,금융 지원 서비스업
123410,033003,자동차 신품 부품 제조업
003690,116502,재 보험업
036690,032604,통신 및 방송 장비 제조업
049430,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
183300,032902,특수 목적용 기계 제조업
041960,032102,의약품 제조업
089890,032902,특수 목적용 기계 제조업
360350,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
189350,032604,통신 및 방송 장비 제조업
082660,032004,기타 화학제품 제조업
192820,032004,기타 화학제품 제조업
044820,116409,기타 금융업
222040,031008,기타 식품 제조업
241710,032004,기타 화학제품 제조업
005070,032004,기타 화학제품 제조업
005420,032004,기타 화학제품 제조업
355150,032601,반도체 제조업
169670,032902,특수 목적용 기계 제조업
071950,033201,가구 제조업
166480,032102,의약품 제조업
045970,032601,반도체 제조업
196450,032703,사진장비 및 광학기기 제조업
384470,105802,소프트웨어 개발 및 공급업
002020,116409,기타 금융업
138490,032002,합성고무 및 플라스틱 물질 제조업
003070,064102,토목 건설업
102940,032101,기초 의약물질 제조업
120110,032005,화학섬유 제조업
950160,032101,기초 의약물질 제조업
021240,199609,그외 기타 개인 서비스업
056360,032604,통신 및 방송 장비 제조업
282880,032902,특수 목적용 기계 제조업
121850,032202,플라스틱제품 제조업
448710,032603,컴퓨터 및 주변장치 제조업
126730,032602,전자부품 제조업
015710,032604,통신 및 방송 장비 제조업
052330,032605,영상 및 음향기기 제조업
322780,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
036420,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
200130,032101,기초 의약물질 제조업
024720,116409,기타 금융업
294570,106309,기타 정보 서비스업
192400,116409,기타 금융업
284740,147602,개인 및 가정용품 임대업
464490,032101,기초 의약물질 제조업
317690,032701,의료용 기기 제조업
432720,032601,반도체 제조업
456190,032103,의료용품 및 기타 의약 관련제품 제조업
365270,137001,자연과학 및 공학 연구개발업
348080,137001,자연과학 및 공학 연구개발업
060280,074708,기타 상품 전문 소매업
372320,137001,자연과학 및 공학 연구개발업
051780,074702,음·식료품 및 담배 소매업
115180,137001,자연과학 및 공학 연구개발업
494120,032703,사진장비 및 광학기기 제조업
445680,032701,의료용 기기 제조업
182360,105902,오디오물 출판 및 원판 녹음업
405100,137309,"그외 기타 전문, 과학 및 기술 서비스업"
066310,032601,반도체 제조업
136660,032902,특수 목적용 기계 제조업
016600,116409,기타 금융업
355390,105802,소프트웨어 개발 및 공급업
264900,031006,"떡, 빵 및 과자류 제조업"
005740,116409,기타 금융업
259960,105802,소프트웨어 개발 및 공급업
096240,168505,일반 교습 학원
040350,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
215570,137001,자연과학 및 공학 연구개발업
110790,031401,봉제의복 제조업
900250,116409,기타 금융업
045520,032901,일반 목적용 기계 제조업
214150,032701,의료용 기기 제조업
466100,105802,소프트웨어 개발 및 공급업
237880,032004,기타 화학제품 제조업
139670,105802,소프트웨어 개발 및 공급업
020120,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
475430,032803,절연선 및 케이블 제조업
487720,116601,금융 지원 서비스업
489480,116601,금융 지원 서비스업
039490,116601,금융 지원 서비스업
466690,116601,금융 지원 서비스업
054780,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
256940,032102,의약품 제조업
336040,032701,의료용 기기 제조업
219130,032602,전자부품 제조업
346010,032602,전자부품 제조업
318660,105802,소프트웨어 개발 및 공급업
476710,189001,창작 및 예술관련 서비스업
434190,032802,일차전지 및 이차전지 제조업
336680,032602,전자부품 제조업
360070,032802,일차전지 및 이차전지 제조업
180060,032809,기타 전기장비 제조업
065130,032902,특수 목적용 기계 제조업
134580,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
014580,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
015890,032001,기초 화학물질 제조업
006890,032001,기초 화학물질 제조업
023160,032401,1차 철강 제조업
003240,032005,화학섬유 제조업
011280,031702,"골판지, 종이 상자 및 종이용기 제조업"
323280,032902,특수 목적용 기계 제조업
053620,032509,기타 금속 가공제품 제조업
052960,074502,자동차 부품 및 내장품 판매업
004100,033003,자동차 신품 부품 제조업
116100,033003,자동차 신품 부품 제조업
009410,064102,토목 건설업
044490,032509,기타 금속 가공제품 제조업
124560,085209,기타 운송관련 서비스업
001420,033003,자동차 신품 부품 제조업
191420,032101,기초 의약물질 제조업
950250,116409,기타 금융업
073640,032509,기타 금속 가공제품 제조업
066700,032102,의약품 제조업
095610,032902,특수 목적용 기계 제조업
055490,032202,플라스틱제품 제조업
064520,032601,반도체 제조업
089030,032902,특수 목적용 기계 제조업
258050,032509,기타 금속 가공제품 제조업
054450,032601,반도체 제조업
078000,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
200230,032102,의약품 제조업
214420,032004,기타 화학제품 제조업
393210,105802,소프트웨어 개발 및 공급업
475960,032703,사진장비 및 광학기기 제조업
215480,074704,"섬유, 의복, 신발 및 가죽제품 소매업"
051360,032605,영상 및 음향기기 제조업
045340,105802,소프트웨어 개발 및 공급업
108230,032902,특수 목적용 기계 제조업
079970,105802,소프트웨어 개발 및 공급업
199800,137001,자연과학 및 공학 연구개발업
417790,032605,영상 및 음향기기 제조업
290090,105802,소프트웨어 개발 및 공급업
026150,064102,토목 건설업
464280,032102,의약품 제조업
117730,032902,특수 목적용 기계 제조업
033830,106002,텔레비전 방송업
057680,105802,소프트웨어 개발 및 공급업
204610,105802,소프트웨어 개발 및 공급업
125020,032803,절연선 및 케이블 제조업
064760,032309,기타 비금속 광물제품 제조업
246710,032101,기초 의약물질 제조업
340570,032103,의료용품 및 기타 의약 관련제품 제조업
043220,032902,특수 목적용 기계 제조업
277880,032902,특수 목적용 기계 제조업
131290,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
019180,032809,기타 전기장비 제조업
425420,032602,전자부품 제조업
484810,032901,일반 목적용 기계 제조업
131100,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
356860,032602,전자부품 제조업
413300,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업"
217590,032803,절연선 및 케이블 제조업
363280,116409,기타 금융업
321550,137001,자연과학 및 공학 연구개발업
091810,085101,항공 여객 운송업
004870,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
425040,032001,기초 화학물질 제조업
241790,032902,특수 목적용 기계 제조업
022220,032202,플라스틱제품 제조업
104480,032005,화학섬유 제조업
081150,032402,1차 비철금속 제조업
130740,033003,자동차 신품 부품 제조업
217880,105802,소프트웨어 개발 및 공급업
084730,032604,통신 및 방송 장비 제조업
440110,032601,반도체 제조업
034230,189102,유원지 및 기타 오락관련 서비스업
290560,105802,소프트웨어 개발 및 공급업
288330,032101,기초 의약물질 제조업
033540,032902,특수 목적용 기계 제조업
388870,137001,자연과학 및 공학 연구개발업
043200,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
214450,032103,의료용품 및 기타 의약 관련제품 제조업
217950,032102,의약품 제조업
005690,032101,기초 의약물질 제조업
177830,032602,전자부품 제조업
037070,032805,가정용 기기 제조업
150900,105802,소프트웨어 개발 및 공급업
037030,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
047310,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
368770,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
170790,032604,통신 및 방송 장비 제조업
049120,032602,전자부품 제조업
038950,032604,통신 및 방송 장비 제조업
387570,032701,의료용 기기 제조업
441270,032602,전자부품 제조업
106240,032804,전구 및 조명장치 제조업
131760,032902,특수 목적용 기계 제조업
065690,032201,고무제품 제조업
