ticker,industry4,CFO_warn,CFO_isnull,quarter,year,corp_code,name,rebalance_month,score_total,score,hold_bonus_applied,score_adj,score_rank,score_adj_rank,OpIncome_acc2_log1p__raw,OpIncome_acc2_log1p__z,OpIncome_acc2_log1p__rank,OpIncome_acc2_log1p__mult,OpIncome_acc2_log1p__contrib,Revenue_acc2__raw,Revenue_acc2__z,Revenue_acc2__rank,Revenue_acc2__mult,Revenue_acc2__contrib,Debt_to_Equity_log__raw,Debt_to_Equity_log__z,Debt_to_Equity_log__rank,Debt_to_Equity_log__mult,Debt_to_Equity_log__contrib,op_growth_streak2__raw,op_growth_streak2__z,op_growth_streak2__rank,op_growth_streak2__mult,op_growth_streak2__contrib,rev_growth_streak2__raw,rev_growth_streak2__z,rev_growth_streak2__rank,rev_growth_streak2__mult,rev_growth_streak2__contrib
005690,211,0,0,3,2025,00145163,파미셀,2025-11-30,3.449332222001554,3.449332222001554,0.0,3.449332222001554,1.0,1.0,2.918331595254279,2.5,1.0,1.0,2.5,0.7533101135588725,2.5,1.0,1.0,0.625,0.16336668693169493,-0.9266634914330116,412.0,1.0,0.32433222200155404,0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0
095610,29271,0,0,3,2025,00524421,테스,2025-11-30,3.416310994137562,3.416310994137562,0.0,3.416310994137562,2.0,2.0,2.0432722032665196,2.5,1.0,1.0,2.5,0.8726870165924935,2.5,1.0,1.0,0.625,0.2072515796930208,-0.8323171261073197,397.0,1.0,0.29131099413756184,0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0
302440,211,1,0,3,2025,01319899,SK바이오사이언스,2025-11-30,3.3144205765283763,3.3144205765283763,0.0,3.3144205765283763,3.0,3.0,3.0408845355862573,2.5,1.0,1.0,2.5,2.619807644486259,2.5,1.0,1.0,0.625,0.34266296017235415,-0.5412016472239329,322.0,1.0,0.18942057652837652,0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0
206650,212,0,0,3,2025,00927558,유바이오로직스,2025-11-30,3.2512846344031687,3.2512846344031687,0.0,3.2512846344031687,4.0,4.0,2.1925380452215415,2.5,1.0,1.0,2.5,0.34734398910995345,2.094963407558996,55.0,1.0,0.523740851889749,0.2919975877863711,-0.6501250928954854,348.0,1.0,0.22754378251341986,0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0
218410,264,0,0,3,2025,01078178,RFHIC,2025-11-30,3.2179640598406585,3.2179640598406585,0.0,3.2179640598406585,5.0,5.0,1.6089131214248003,2.5,1.0,1.0,2.5,0.3301657049416056,1.9821095371015744,60.0,1.0,0.4955273842753936,0.29878488357269184,-0.6355333587578992,345.0,1.0,0.2224366755652647,0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0
450080,28202,0,0,3,2025,01311408,에코프로머티,2025-11-30,3.1025532293896596,3.1025532293896596,0.0,3.1025532293896596,6.0,6.0,1.2746859897510552,2.306823260351962,38.0,1.0,2.306823260351962,0.6331963042456609,2.5,1.0,1.0,0.625,0.3675025969281667,-0.4877999115362787,310.0,1.0,0.17072996903769755,0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0
060280,47812,0,0,3,2025,00356802,큐렉소,2025-11-30,3.0469531915663843,3.0469531915663843,0.0,3.0469531915663843,7.0,7.0,1.129083605799112,2.0565960632666864,46.0,1.0,2.0565960632666864,0.4024814455797694,2.4571925632078266,49.0,1.0,0.6142981408019567,0.09462231540074532,-1.0744542499935463,441.0,1.0,0.3760589874977412,0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0
036810,2629,0,0,3,2025,00223434,에프에스티,2025-11-30,2.9784651255645174,2.9784651255645174,0.0,2.9784651255645174,8.0,8.0,3.1711700191734202,2.5,1.0,1.0,2.5,0.5366926935750235,2.5,1.0,1.0,0.625,0.7891445083103221,0.4186710698156646,164.0,1.0,-0.1465348744354826,0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0
356860,2622,0,0,3,2025,00920379,티엘비,2025-11-30,2.9586441913518766,2.9586441913518766,0.0,2.9586441913518766,9.0,9.0,1.7401740957897918,2.5,1.0,1.0,2.5,0.32013976487240003,1.9162434627779936,62.0,1.0,0.4790608656944984,0.621534639012824,0.058333355264633985,218.0,1.0,-0.020416674342621892,0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0
039030,29271,0,0,3,2025,00246417,이오테크닉스,2025-11-30,2.936330688709259,2.936330688709259,0.0,2.936330688709259,10.0,10.0,1.1113700484069449,2.0261541591141135,48.0,1.0,2.0261541591141135,0.3638030436262798,2.203092251396592,52.0,1.0,0.550773062849148,0.11675734154468093,-1.0268670478457065,431.0,1.0,0.35940346674599727,0,0.0,1.0,1.0,0.0,0,0.0,1.0,1.0,0.0
