wf_window,train_start,train_end,test_start,test_end,selected_strategy,selected_k,objective,train_objective_value,train_months,train_net_nav,train_cagr_net,train_sharpe_net,train_maxdd_net,test_months,test_net_nav,test_cagr_net,test_sharpe_net,test_maxdd_net
0,2016-02-29,2019-01-31,2019-02-28,2020-01-31,D_quality_filter_debt_profitaccel,10,sharpe_net,0.3849200166266327,36,1.1528303026156816,0.04854835002831703,0.3849200166266327,-0.23518010012583135,12,1.0856578423314953,0.08565784233149532,0.6302468414354099,-0.0913641845765698
1,2017-02-28,2020-01-31,2020-02-29,2021-01-31,D_quality_filter_debt_profitaccel,10,sharpe_net,0.3229478054217263,36,1.1228864621557575,0.03939019420908574,0.3229478054217263,-0.23518010012583102,12,1.2388905313730434,0.2388905313730434,0.9236379587904429,-0.10717710310634576
2,2018-02-28,2021-01-31,2021-02-28,2022-01-31,D_quality_filter_debt_profitaccel,10,sharpe_net,0.28623389231307034,36,1.1206037819870045,0.03868540198930903,0.28623389231307034,-0.20886387081100932,12,1.1149150746577703,0.11491507465777029,0.6411981311394261,-0.11761575787781509
3,2019-02-28,2022-01-31,2022-02-28,2023-01-31,D_quality_filter_debt_profitaccel,10,sharpe_net,0.7588816561273343,36,1.499573286072285,0.14460568436738308,0.7588816561273343,-0.18284803381836667,12,1.3289556067585246,0.32895560675852464,1.072853215419114,-0.12976259126258494
4,2020-02-29,2023-01-31,2023-02-28,2024-01-31,D_quality_filter_debt_profitaccel,10,sharpe_net,0.9194804120733847,36,1.8356302037033192,0.22441431476424434,0.9194804120733847,-0.12976259126258494,12,1.3634438141089542,0.3634438141089542,0.9889909143571901,-0.11135166548058384
5,2021-02-28,2024-01-31,2024-02-29,2025-01-31,D_quality_filter_debt_profitaccel,10,sharpe_net,0.9337937389076186,36,2.0201773948962702,0.26414386808804147,0.9337937389076186,-0.12976259126258505,12,1.4630323193685713,0.46303231936857125,1.8368159661028338,-0.06501421482130953
6,2022-02-28,2025-01-31,2025-02-28,2026-01-31,D_quality_filter_debt_profitaccel,10,sharpe_net,1.234295798506124,36,2.6509506300273875,0.3839929565634166,1.234295798506124,-0.12976259126258494,12,2.055998344243658,1.0559983442436578,2.8210738210659554,-0.012966989179946986
