ticker,industry4,CFO_warn,CFO_isnull,quarter,year,corp_code,name,rebalance_month,score_total,score,score_rank,OpIncome_acc2_log1p__raw,OpIncome_acc2_log1p__z,OpIncome_acc2_log1p__rank,OpIncome_acc2_log1p__mult,OpIncome_acc2_log1p__contrib,Revenue_acc2__raw,Revenue_acc2__z,Revenue_acc2__rank,Revenue_acc2__mult,Revenue_acc2__contrib,Debt_to_Equity_log__raw,Debt_to_Equity_log__z,Debt_to_Equity_log__rank,Debt_to_Equity_log__mult,Debt_to_Equity_log__contrib,op_growth_streak2__raw,op_growth_streak2__z,op_growth_streak2__rank,op_growth_streak2__mult,op_growth_streak2__contrib,rev_growth_streak2__raw,rev_growth_streak2__z,rev_growth_streak2__rank,rev_growth_streak2__mult,rev_growth_streak2__contrib,score_adj,hold_bonus_applied,selection_bucket,kept_from_previous,rebalance_month_end,w,group_value,price_date,current_price
006400,032802,0,1,3,2019,00126362,삼성SDI,2019-11-30,2.666089552349219,2.666089552349219,9.0,2.4827873054417116,2.8,1.0,1.0,2.8,-0.3359699899190043,-1.9163535500344577,108.0,1.0,-0.47908838750861443,0.43652284547753717,-0.41479411387952597,80.0,1.0,0.1451779398578341,1,1.0,1.0,1.0,0.15,1,1.0,1.0,1.0,0.05,3.166089552349219,0.5,keep_current_top_n,1.0,2019-11-30,0.1,032802,2019-11-29,226156.0
006120,116409,0,1,3,2019,00131832,SK디스커버리,2019-11-30,3.113675632334988,3.113675632334988,4.0,2.3191762906631133,2.8,1.0,1.0,2.8,0.1418579624418319,1.0843488999489288,19.0,1.0,0.2710872249872322,0.7508653993321813,0.3068902647206955,52.0,1.0,-0.10741159265224343,1,1.0,1.0,1.0,0.15,0,0.0,75.0,1.0,0.0,3.113675632334988,0.0,new_or_rank_fill,0.0,2019-11-30,0.1,116409,2019-11-29,26450.0
089010,032004,0,1,3,2019,00371485,켐트로닉스,2019-11-30,2.4880887522592303,2.4880887522592303,10.0,1.9364417101732667,2.8,1.0,1.0,2.8,-0.04935441039918431,-0.2148679810832539,76.0,1.0,-0.05371699527081347,1.143288715304726,1.1662692927713034,16.0,1.0,-0.40819425246995616,1,1.0,1.0,1.0,0.15,0,0.0,75.0,1.0,0.0,2.9880887522592303,0.5,keep_current_top_n,1.0,2019-11-30,0.1,032004,2019-11-29,16050.0
096530,032103,0,1,3,2019,00788773,씨젠,2019-11-30,2.925457688723172,2.925457688723172,5.0,1.1687450425719055,2.307063449698121,11.0,1.0,2.307063449698121,0.12471262440606234,0.987049119579876,23.0,1.0,0.246762279894969,0.2169293947721236,-0.9189484546573785,110.0,1.0,0.32163195913008247,0,0.0,73.0,1.0,0.0,1,1.0,1.0,1.0,0.05,2.925457688723172,0.0,new_or_rank_fill,0.0,2019-11-30,0.1,032103,2019-11-29,14147.0
034230,189102,0,1,3,2019,00171265,파라다이스,2019-11-30,2.8052997337346977,2.8052997337346977,6.0,1.426142113473435,2.567369946009371,10.0,1.0,2.567369946009371,0.051426947769089404,0.48101816384953094,35.0,1.0,0.12025454096238274,0.7196453361270805,0.23521358067730166,57.0,1.0,-0.08232475323705558,1,1.0,1.0,1.0,0.15,1,1.0,1.0,1.0,0.05,2.8052997337346977,0.0,new_or_rank_fill,0.0,2019-11-30,0.1,189102,2019-11-29,18800.0
101490,032602,0,1,3,2019,00411048,에스앤에스텍,2019-11-30,2.230282127412025,2.230282127412025,12.0,0.6145451241023884,1.4885569452415877,17.0,1.0,1.4885569452415877,0.24269639040431978,1.6413730653008773,12.0,1.0,0.41034326632521934,0.4536917177505509,-0.37537690241490823,77.0,1.0,0.13138191584521788,1,1.0,1.0,1.0,0.15,1,1.0,1.0,1.0,0.05,2.730282127412025,0.5,new_or_rank_fill,1.0,2019-11-30,0.1,032602,2019-11-29,8990.0
083450,032902,0,1,3,2019,00540863,GST,2019-11-30,2.7095241079882335,2.7095241079882335,7.0,0.7534691679686756,1.7361054031189913,13.0,1.0,1.7361054031189913,0.3386352522576066,2.0784992870104393,8.0,1.0,0.5196248217526098,0.3013525054637849,-0.7251253803332366,94.0,1.0,0.2537938831166328,1,1.0,1.0,1.0,0.15,1,1.0,1.0,1.0,0.05,2.7095241079882335,0.0,new_or_rank_fill,0.0,2019-11-30,0.1,032902,2019-11-29,4395.0
005850,033003,0,1,4,2019,00125521,에스엘,2020-03-31,3.3089218164529433,3.3089218164529433,1.0,2.3469110564724907,2.8,1.0,1.0,2.8,0.34176916769648735,1.9640304257439491,8.0,1.0,0.4910076064359873,0.5002220347357524,-0.05118345719130354,61.0,1.0,0.01791421001695624,0,0.0,39.0,1.0,0.0,0,0.0,37.0,1.0,0.0,3.3089218164529433,0.0,new_or_rank_fill,0.0,2020-03-31,0.1,033003,2020-03-31,10522.0
033100,032801,0,1,4,2019,00185356,제룡전기,2020-03-31,3.1844175783679316,3.1844175783679316,2.0,1.6845670830830957,2.4055777799829867,6.0,1.0,2.4055777799829867,0.1724107792752777,1.105552052851102,18.0,1.0,0.2763880132127755,0.13709530447577142,-0.8641479576347707,102.0,1.0,0.30245178517216975,1,1.0,1.0,1.0,0.15,1,1.0,1.0,1.0,0.05,3.1844175783679316,0.0,new_or_rank_fill,0.0,2020-03-31,0.1,032801,2020-03-31,4680.0
009540,116409,0,1,4,2019,00164830,HD한국조선해양,2020-03-31,3.1492335162530822,3.1492335162530822,3.0,3.5869080228446846,2.8,1.0,1.0,2.8,0.3090664965084199,1.8317844800818484,9.0,1.0,0.4579461200204621,0.6618231196809051,0.31060743933537077,50.0,1.0,-0.10871260376737976,0,0.0,39.0,1.0,0.0,0,0.0,37.0,1.0,0.0,3.1492335162530822,0.0,new_or_rank_fill,0.0,2020-03-31,0.1,116409,2020-03-31,78600.0
