"Pattern","File","Line","Text"
"krx_marketdata__asof","C:\Users\chanw\ai_inv_adv\scripts\live\generate_rebalance_report.py","174","cands = sorted(root.glob(f""krx_marketdata__asof={asof}__src=pykrx__lookback=*__v=*.parquet""))"
"krx_marketdata__asof","C:\Users\chanw\ai_inv_adv\scripts\live\generate_rebalance_report.py","178","cands = sorted(root.glob(""krx_marketdata__asof=*__src=pykrx__lookback=*__v=*.parquet""))"
"krx_marketdata__asof","C:\Users\chanw\ai_inv_adv\scripts\live\run_live_rebalance.ps1","32","$MARKETDATA = "".\data\processed\krx_marketdata__asof=${ASOF}__src=pykrx__lookback=365d__v=2.parquet"""
"krx_marketdata__asof","C:\Users\chanw\ai_inv_adv\scripts\ops\archive_old_versions_safe.ps1","99","if ($name -match ""^krx_marketdata__asof=$([regex]::Escape($KeepAsof))__src=pykrx__lookback=365d__v=1\.parquet$"") {"
"latest_scores__asof","C:\Users\chanw\ai_inv_adv\scripts\archive\run_rebalance_2025-11-30.ps1","87","& $PY .\scripts\generate_rebalance_report.py --actions_csv .\data\processed\live_actions__asof=${ASOF}__metric=${METRIC}__strat=${STRAT}__target=${TARGET}__v=${ACTION_V}.csv --features_live .\data\processed\features_live__asof=${ASOF}__metric=${METRIC}__v=${FACTOR_V}.parquet --execution_plan .\data\processed\execution_plan__total=100000000__v=${EXEC_V}.csv --supp_file .\data\processed\krx_marketdata__asof=${ASOF}__src=pykrx__lookback=365d__v=1.parquet --supp_file .\data\processed\latest_scores__asof=${ASOF}__metric=${METRIC}__strat=${STRAT}__featv=${FACTOR_V}__target=${TARGET}__full_universe.csv --supp_file .\data\processed\fundamentals_quarterly__asof=${ASOF}__src=dart_merged__fs=CFS__y=2015-2025__v=${FUND_V}.parquet --strategy $STRAT --asof $ASOF --target_date $TARGET --output_md .\data\processed\rebalance_report__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.md --output_csv .\data\processed\rebalance_report_detail__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.csv --output_html .\data\processed\rebalance_report__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.html"
"latest_scores__asof","C:\Users\chanw\ai_inv_adv\scripts\archive\run_rebalance_2025-11-30.ps1","95","& $PY -c ""import pandas as pd, numpy as np; picks=pd.read_csv(r'.\data\processed\latest_scores__asof=2025-11-16__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=311__target=2025-11-30__topk.csv',dtype={'ticker':str}); px=pd.read_parquet(r'.\data\processed\prices_daily__src=pykrx__start=20160101__asof=2026-03-23__metric=revenue_op__v=10.parquet'); px['ticker']=px['ticker'].astype(str).str.extract(r'(\d+)')[0].str.zfill(6); px['date']=pd.to_datetime(px['date']); entry=pd.Timestamp('2025-12-01'); exit=pd.Timestamp('2026-03-23'); rows=[];"
"latest_scores__asof","C:\Users\chanw\ai_inv_adv\scripts\backtest\run_rebalance_2025-11-30.ps1","87","& $PY .\scripts\generate_rebalance_report.py --actions_csv .\data\processed\live_actions__asof=${ASOF}__metric=${METRIC}__strat=${STRAT}__target=${TARGET}__v=${ACTION_V}.csv --features_live .\data\processed\features_live__asof=${ASOF}__metric=${METRIC}__v=${FACTOR_V}.parquet --execution_plan .\data\processed\execution_plan__total=100000000__v=${EXEC_V}.csv --supp_file .\data\processed\krx_marketdata__asof=${ASOF}__src=pykrx__lookback=365d__v=1.parquet --supp_file .\data\processed\latest_scores__asof=${ASOF}__metric=${METRIC}__strat=${STRAT}__featv=${FACTOR_V}__target=${TARGET}__full_universe.csv --supp_file .\data\processed\fundamentals_quarterly__asof=${ASOF}__src=dart_merged__fs=CFS__y=2015-2025__v=${FUND_V}.parquet --strategy $STRAT --asof $ASOF --target_date $TARGET --output_md .\data\processed\rebalance_report__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.md --output_csv .\data\processed\rebalance_report_detail__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.csv --output_html .\data\processed\rebalance_report__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.html"
"latest_scores__asof","C:\Users\chanw\ai_inv_adv\scripts\backtest\run_rebalance_2025-11-30.ps1","95","& $PY -c ""import pandas as pd, numpy as np; picks=pd.read_csv(r'.\data\processed\latest_scores__asof=2025-11-16__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=311__target=2025-11-30__topk.csv',dtype={'ticker':str}); px=pd.read_parquet(r'.\data\processed\prices_daily__src=pykrx__start=20160101__asof=2026-03-23__metric=revenue_op__v=10.parquet'); px['ticker']=px['ticker'].astype(str).str.extract(r'(\d+)')[0].str.zfill(6); px['date']=pd.to_datetime(px['date']); entry=pd.Timestamp('2025-12-01'); exit=pd.Timestamp('2026-03-23'); rows=[];"
"latest_scores__asof","C:\Users\chanw\ai_inv_adv\scripts\live\generate_live_actions.py","26","f""data/live/scores/latest_scores__asof={asof}__metric={metric}"""
"latest_scores__asof","C:\Users\chanw\ai_inv_adv\scripts\live\generate_live_actions.py","30","f""data/processed/latest_scores__asof={asof}__metric={metric}"""
"latest_scores__asof","C:\Users\chanw\ai_inv_adv\scripts\live\generate_rebalance_report.py","344","f""data/live/scores/latest_scores__asof={asof}__metric={metric}"""
"latest_scores__asof","C:\Users\chanw\ai_inv_adv\scripts\live\generate_rebalance_report.py","348","f""data/processed/latest_scores__asof={asof}__metric={metric}"""
"latest_scores__asof","C:\Users\chanw\ai_inv_adv\scripts\live\run_live_rebalance.ps1","102","$SCORES = "".\data\live\scores\latest_scores__asof=${ASOF}__metric=${METRIC}__strat=${STRAT}__featv=${FEATV}__target=${TARGET}__full_universe.csv"""
"latest_scores__asof","C:\Users\chanw\ai_inv_adv\scripts\live\score_latest_rebalance.py","674","f""data/live/scores/latest_scores__asof={args.asof}__metric={args.metric}"""
"latest_scores__asof","C:\Users\chanw\ai_inv_adv\scripts\ops\archive_old_versions_safe.ps1","84","if ($name -match ""^latest_scores__asof=$([regex]::Escape($KeepAsof))__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=$([regex]::Escape($KeepFeatV))__target=$([regex]::Escape($KeepScoreTarget))__(coverage\.json|current_holdings_scored\.csv|full_universe\.csv|topk\.csv)$"") {"
"latest_scores__asof","C:\Users\chanw\ai_inv_adv\scripts\ops\audit_data_layout.py","158","""scores_full"": DATA_DIR / ""live"" / ""scores"" / f""latest_scores__asof={asof}__metric={metric}__strat={strategy}__featv={feat_v}__target=2026-03-31__full_universe.csv"","
"latest_scores__asof","C:\Users\chanw\ai_inv_adv\scripts\ops\audit_data_layout.py","159","""scores_topk"": DATA_DIR / ""live"" / ""scores"" / f""latest_scores__asof={asof}__metric={metric}__strat={strategy}__featv={feat_v}__target=2026-03-31__topk.csv"","
"latest_scores__asof","C:\Users\chanw\ai_inv_adv\scripts\ops\audit_data_layout.py","205","(DATA_DIR / ""processed"", f""latest_scores__asof={asof}__metric={metric}__strat={strategy}__featv=*__target=*.csv"", ""processed latest_scores""),"
"latest_scores__asof","C:\Users\chanw\ai_inv_adv\scripts\ops\audit_data_layout.py","206","(DATA_DIR / ""live"" / ""scores"", f""latest_scores__asof={asof}__metric={metric}__strat={strategy}__featv=*__target=*.csv"", ""live scores""),"
"latest_scores__asof","C:\Users\chanw\ai_inv_adv\scripts\ops\validate_run_outputs.py","117","scores_full = base / ""live"" / ""scores"" / f""latest_scores__asof={args.asof}__metric={args.metric}__strat={args.strategy}__featv={args.feat_v}__target={args.target_date}__full_universe.csv"""
"live_actions__asof","C:\Users\chanw\ai_inv_adv\scripts\archive\generate_live_portfolio.py","358","rf""data/processed/live_actions__asof={args.asof}__metric={args.metric}__k={args.k}__strat={args.strategy}__v={args.v}__target={target_dt.date()}.csv"""
"live_actions__asof","C:\Users\chanw\ai_inv_adv\scripts\archive\run_rebalance_2025-11-30.ps1","83","& $PY .\scripts\live\make_execution_plan.py --actions_csv .\data\processed\live_actions__asof=${ASOF}__metric=${METRIC}__strat=${STRAT}__target=${TARGET}__v=${ACTION_V}.csv --total_capital $TOTAL_CAPITAL --config .\configs\execution.yaml --out_v $EXEC_V --asof $ASOF --metric $METRIC --ret_v 1 --price_date $TRADE"
"live_actions__asof","C:\Users\chanw\ai_inv_adv\scripts\archive\run_rebalance_2025-11-30.ps1","87","& $PY .\scripts\generate_rebalance_report.py --actions_csv .\data\processed\live_actions__asof=${ASOF}__metric=${METRIC}__strat=${STRAT}__target=${TARGET}__v=${ACTION_V}.csv --features_live .\data\processed\features_live__asof=${ASOF}__metric=${METRIC}__v=${FACTOR_V}.parquet --execution_plan .\data\processed\execution_plan__total=100000000__v=${EXEC_V}.csv --supp_file .\data\processed\krx_marketdata__asof=${ASOF}__src=pykrx__lookback=365d__v=1.parquet --supp_file .\data\processed\latest_scores__asof=${ASOF}__metric=${METRIC}__strat=${STRAT}__featv=${FACTOR_V}__target=${TARGET}__full_universe.csv --supp_file .\data\processed\fundamentals_quarterly__asof=${ASOF}__src=dart_merged__fs=CFS__y=2015-2025__v=${FUND_V}.parquet --strategy $STRAT --asof $ASOF --target_date $TARGET --output_md .\data\processed\rebalance_report__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.md --output_csv .\data\processed\rebalance_report_detail__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.csv --output_html .\data\processed\rebalance_report__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.html"
"live_actions__asof","C:\Users\chanw\ai_inv_adv\scripts\backtest\run_rebalance_2025-11-30.ps1","83","& $PY .\scripts\live\make_execution_plan.py --actions_csv .\data\processed\live_actions__asof=${ASOF}__metric=${METRIC}__strat=${STRAT}__target=${TARGET}__v=${ACTION_V}.csv --total_capital $TOTAL_CAPITAL --config .\configs\execution.yaml --out_v $EXEC_V --asof $ASOF --metric $METRIC --ret_v 1 --price_date $TRADE"
"live_actions__asof","C:\Users\chanw\ai_inv_adv\scripts\backtest\run_rebalance_2025-11-30.ps1","87","& $PY .\scripts\generate_rebalance_report.py --actions_csv .\data\processed\live_actions__asof=${ASOF}__metric=${METRIC}__strat=${STRAT}__target=${TARGET}__v=${ACTION_V}.csv --features_live .\data\processed\features_live__asof=${ASOF}__metric=${METRIC}__v=${FACTOR_V}.parquet --execution_plan .\data\processed\execution_plan__total=100000000__v=${EXEC_V}.csv --supp_file .\data\processed\krx_marketdata__asof=${ASOF}__src=pykrx__lookback=365d__v=1.parquet --supp_file .\data\processed\latest_scores__asof=${ASOF}__metric=${METRIC}__strat=${STRAT}__featv=${FACTOR_V}__target=${TARGET}__full_universe.csv --supp_file .\data\processed\fundamentals_quarterly__asof=${ASOF}__src=dart_merged__fs=CFS__y=2015-2025__v=${FUND_V}.parquet --strategy $STRAT --asof $ASOF --target_date $TARGET --output_md .\data\processed\rebalance_report__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.md --output_csv .\data\processed\rebalance_report_detail__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.csv --output_html .\data\processed\rebalance_report__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.html"
"live_actions__asof","C:\Users\chanw\ai_inv_adv\scripts\live\generate_live_actions.py","603","f""data/live/actions/live_actions__asof={args.asof}__metric={args.metric}"""
"live_actions__asof","C:\Users\chanw\ai_inv_adv\scripts\live\run_live_rebalance.ps1","95","$ACTIONS = "".\data\live\actions\live_actions__asof=${ASOF}__metric=${METRIC}__strat=${STRAT}__target=${TARGET}__v=${ACTIONV}.csv"""
"live_actions__asof","C:\Users\chanw\ai_inv_adv\scripts\ops\audit_data_layout.py","160","""actions"": DATA_DIR / ""live"" / ""actions"" / f""live_actions__asof={asof}__metric={metric}__strat={strategy}__target=2026-03-31__v={action_v}.csv"","
"live_actions__asof","C:\Users\chanw\ai_inv_adv\scripts\ops\audit_data_layout.py","207","(DATA_DIR / ""processed"", f""live_actions__asof={asof}__metric={metric}__strat={strategy}__target=*__v=*.csv"", ""processed actions""),"
"live_actions__asof","C:\Users\chanw\ai_inv_adv\scripts\ops\audit_data_layout.py","208","(DATA_DIR / ""live"" / ""actions"", f""live_actions__asof={asof}__metric={metric}__strat={strategy}__target=*__v=*.csv"", ""live actions""),"
"live_actions__asof","C:\Users\chanw\ai_inv_adv\scripts\ops\validate_run_outputs.py","119","actions = base / ""live"" / ""actions"" / f""live_actions__asof={args.asof}__metric={args.metric}__strat={args.strategy}__target={args.target_date}__v={args.action_v}.csv"""
"portfolio/history","C:\Users\chanw\ai_inv_adv\scripts\ops\audit_data_layout.py","250","results.append(CheckResult(""WARN"", ""holdings"", ""data/portfolio/history 아래 원본 xlsx가 없습니다.""))"
"portfolio/history","C:\Users\chanw\ai_inv_adv\scripts\ops\audit_data_layout.py","252","results.append(CheckResult(""WARN"", ""holdings"", ""data/portfolio/history 디렉터리가 없습니다.""))"
"portfolio\\current","C:\Users\chanw\ai_inv_adv\scripts\live\score_latest_rebalance.py","81","""Use --holdings_csv .\\data\\portfolio\\current\\YYYYMMDD_holdings_clean.csv"""
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\archive\backtest_quarterly_rebalance_v2.py","614","exact = root / f""prices_daily__src=pykrx__start=20160101__asof={asof}__metric={metric}__v=1.parquet"""
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\archive\backtest_quarterly_rebalance_v2.py","617","cands = sorted(root.glob(f""prices_daily__src=pykrx__start=20160101__asof={asof}__metric={metric}__v=*.parquet""))"
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\archive\backtest_quarterly_rebalance_v2.py","620","cands = sorted(root.glob(f""prices_daily__src=pykrx__start=*__asof={asof}__metric={metric}__v=*.parquet""))"
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\archive\collect_krx_marketdata.py","174","p = processed_dir / f""prices_daily__src=pykrx__start=20160101__asof={asof}__metric={metric}__v={prices_v}.parquet"""
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\archive\collect_krx_marketdata.py","177","cands = list(processed_dir.glob(f""prices_daily__src=pykrx__start=20160101__asof={asof}__metric={metric}__v=*.parquet""))"
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\archive\collect_krx_marketdata.py","179","cands = list(processed_dir.glob(f""prices_daily__src=pykrx__start=20160101__asof=*__metric={metric}__v={prices_v}.parquet""))"
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\archive\generate_live_orders.py","37","f""data/processed/prices_daily__src=pykrx__start=20160101__asof={asof}__metric={metric}__v={ret_v}.parquet"""
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\archive\make_marketdata_from_prices_and_shares.py","31","p_prices = root / ""data/processed"" / f""prices_daily__src=pykrx__start=20160101__asof={args.asof}__metric=revenue_op__v={args.prices_v}.parquet"""
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\archive\make_prices_daily.py","98","out = Path(rf""data/processed/prices_daily__src=pykrx__start={args.start}__asof={asof}__metric={metric}__v={args.out_v}.parquet"")"
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\archive\make_returns_monthly.py","26","exact = root / f""prices_daily__src=pykrx__start=20160101__asof={asof}__metric={metric}__v={px_v}.parquet"""
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\archive\make_returns_monthly.py","30","cands = sorted(root.glob(f""prices_daily__src=pykrx__start=20160101__asof=*__metric={metric}__v={px_v}.parquet""))"
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\archive\run_rebalance_2025-11-30.ps1","95","& $PY -c ""import pandas as pd, numpy as np; picks=pd.read_csv(r'.\data\processed\latest_scores__asof=2025-11-16__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=311__target=2025-11-30__topk.csv',dtype={'ticker':str}); px=pd.read_parquet(r'.\data\processed\prices_daily__src=pykrx__start=20160101__asof=2026-03-23__metric=revenue_op__v=10.parquet'); px['ticker']=px['ticker'].astype(str).str.extract(r'(\d+)')[0].str.zfill(6); px['date']=pd.to_datetime(px['date']); entry=pd.Timestamp('2025-12-01'); exit=pd.Timestamp('2026-03-23'); rows=[];"
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\archive\universe_panel_builder.py","93","f""data/processed/prices_daily__src=pykrx__start=20160101__asof=*__metric={metric}__v=*.parquet"","
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\backtest\backtest_quarterly_rebalance_v2.py","614","exact = root / f""prices_daily__src=pykrx__start=20160101__asof={asof}__metric={metric}__v=1.parquet"""
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\backtest\backtest_quarterly_rebalance_v2.py","617","cands = sorted(root.glob(f""prices_daily__src=pykrx__start=20160101__asof={asof}__metric={metric}__v=*.parquet""))"
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\backtest\backtest_quarterly_rebalance_v2.py","620","cands = sorted(root.glob(f""prices_daily__src=pykrx__start=*__asof={asof}__metric={metric}__v=*.parquet""))"
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\backtest\run_rebalance_2025-11-30.ps1","95","& $PY -c ""import pandas as pd, numpy as np; picks=pd.read_csv(r'.\data\processed\latest_scores__asof=2025-11-16__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=311__target=2025-11-30__topk.csv',dtype={'ticker':str}); px=pd.read_parquet(r'.\data\processed\prices_daily__src=pykrx__start=20160101__asof=2026-03-23__metric=revenue_op__v=10.parquet'); px['ticker']=px['ticker'].astype(str).str.extract(r'(\d+)')[0].str.zfill(6); px['date']=pd.to_datetime(px['date']); entry=pd.Timestamp('2025-12-01'); exit=pd.Timestamp('2026-03-23'); rows=[];"
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\data_pipeline\collect_krx_marketdata.py","158","p = processed_dir / f""prices_daily__src=pykrx__start=20160101__asof={asof}__metric={metric}__v={prices_v}.parquet"""
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\data_pipeline\collect_krx_marketdata.py","161","cands = list(processed_dir.glob(f""prices_daily__src=pykrx__start=20160101__asof={asof}__metric={metric}__v=*.parquet""))"
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\data_pipeline\collect_krx_marketdata.py","163","cands = list(processed_dir.glob(f""prices_daily__src=pykrx__start=20160101__asof=*__metric={metric}__v={prices_v}.parquet""))"
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\data_pipeline\make_prices_daily.py","98","out = Path(rf""data/processed/prices_daily__src=pykrx__start={args.start}__asof={asof}__metric={metric}__v={args.out_v}.parquet"")"
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\live\make_execution_plan.py","60","f""data/processed/prices_daily__src=pykrx__start=20160101__asof={asof}__metric={metric}__v={ret_v}.parquet"""
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\live\make_execution_plan.py","65","f""prices_daily__src=pykrx__start=20160101__asof={asof}__metric={metric}__v=*.parquet"""
"prices_daily__src","C:\Users\chanw\ai_inv_adv\scripts\ops\step7_archive_and_prune_processed.ps1","68","""prices_daily__src=pykrx__start=20160101__asof=$ASOF__metric=$Metric__v=1.parquet"","
"rebalance_report__asof","C:\Users\chanw\ai_inv_adv\scripts\archive\run_rebalance_2025-11-30.ps1","87","& $PY .\scripts\generate_rebalance_report.py --actions_csv .\data\processed\live_actions__asof=${ASOF}__metric=${METRIC}__strat=${STRAT}__target=${TARGET}__v=${ACTION_V}.csv --features_live .\data\processed\features_live__asof=${ASOF}__metric=${METRIC}__v=${FACTOR_V}.parquet --execution_plan .\data\processed\execution_plan__total=100000000__v=${EXEC_V}.csv --supp_file .\data\processed\krx_marketdata__asof=${ASOF}__src=pykrx__lookback=365d__v=1.parquet --supp_file .\data\processed\latest_scores__asof=${ASOF}__metric=${METRIC}__strat=${STRAT}__featv=${FACTOR_V}__target=${TARGET}__full_universe.csv --supp_file .\data\processed\fundamentals_quarterly__asof=${ASOF}__src=dart_merged__fs=CFS__y=2015-2025__v=${FUND_V}.parquet --strategy $STRAT --asof $ASOF --target_date $TARGET --output_md .\data\processed\rebalance_report__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.md --output_csv .\data\processed\rebalance_report_detail__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.csv --output_html .\data\processed\rebalance_report__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.html"
"rebalance_report__asof","C:\Users\chanw\ai_inv_adv\scripts\archive\run_rebalance_2025-11-30.ps1","105","Write-Host ""Report HTML: .\data\processed\rebalance_report__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.html"" -ForegroundColor Green"
"rebalance_report__asof","C:\Users\chanw\ai_inv_adv\scripts\backtest\run_rebalance_2025-11-30.ps1","87","& $PY .\scripts\generate_rebalance_report.py --actions_csv .\data\processed\live_actions__asof=${ASOF}__metric=${METRIC}__strat=${STRAT}__target=${TARGET}__v=${ACTION_V}.csv --features_live .\data\processed\features_live__asof=${ASOF}__metric=${METRIC}__v=${FACTOR_V}.parquet --execution_plan .\data\processed\execution_plan__total=100000000__v=${EXEC_V}.csv --supp_file .\data\processed\krx_marketdata__asof=${ASOF}__src=pykrx__lookback=365d__v=1.parquet --supp_file .\data\processed\latest_scores__asof=${ASOF}__metric=${METRIC}__strat=${STRAT}__featv=${FACTOR_V}__target=${TARGET}__full_universe.csv --supp_file .\data\processed\fundamentals_quarterly__asof=${ASOF}__src=dart_merged__fs=CFS__y=2015-2025__v=${FUND_V}.parquet --strategy $STRAT --asof $ASOF --target_date $TARGET --output_md .\data\processed\rebalance_report__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.md --output_csv .\data\processed\rebalance_report_detail__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.csv --output_html .\data\processed\rebalance_report__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.html"
"rebalance_report__asof","C:\Users\chanw\ai_inv_adv\scripts\backtest\run_rebalance_2025-11-30.ps1","105","Write-Host ""Report HTML: .\data\processed\rebalance_report__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORT_V}.html"" -ForegroundColor Green"
"rebalance_report__asof","C:\Users\chanw\ai_inv_adv\scripts\live\run_live_rebalance.ps1","99","$REPORT_MD = "".\data\live\reports\rebalance_report__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORTV}.md"""
"rebalance_report__asof","C:\Users\chanw\ai_inv_adv\scripts\live\run_live_rebalance.ps1","101","$REPORT_HTML = "".\data\live\reports\rebalance_report__asof=${ASOF}__target=${TARGET}__metric=${METRIC}__strat=${STRAT}__v=${REPORTV}.html"""
"rebalance_report__asof","C:\Users\chanw\ai_inv_adv\scripts\ops\audit_data_layout.py","163","""report_md"": DATA_DIR / ""live"" / ""reports"" / f""rebalance_report__asof={asof}__target=2026-03-31__metric={metric}__strat={strategy}__v={report_v}.md"","
"rebalance_report__asof","C:\Users\chanw\ai_inv_adv\scripts\ops\audit_data_layout.py","164","""report_html"": DATA_DIR / ""live"" / ""reports"" / f""rebalance_report__asof={asof}__target=2026-03-31__metric={metric}__strat={strategy}__v={report_v}.html"","
"rebalance_report__asof","C:\Users\chanw\ai_inv_adv\scripts\ops\validate_run_outputs.py","123","report_md = base / ""live"" / ""reports"" / f""rebalance_report__asof={args.asof}__target={args.target_date}__metric={args.metric}__strat={args.strategy}__v={args.report_v}.md"""
"rebalance_report__asof","C:\Users\chanw\ai_inv_adv\scripts\ops\validate_run_outputs.py","125","report_html = base / ""live"" / ""reports"" / f""rebalance_report__asof={args.asof}__target={args.target_date}__metric={args.metric}__strat={args.strategy}__v={args.report_v}.html"""
"strategies.yaml","C:\Users\chanw\ai_inv_adv\scripts\archive\backtest_quarterly_rebalance_v2.py","871","strat_path = Path(""configs/strategies.yaml"")"
"strategies.yaml","C:\Users\chanw\ai_inv_adv\scripts\archive\backtest_quarterly_rebalance_v2.py","873","strat_path = Path(""strategies.yaml"")"
"strategies.yaml","C:\Users\chanw\ai_inv_adv\scripts\backtest\backtest_quarterly_rebalance_v2.py","871","strat_path = Path(""configs/strategies.yaml"")"
"strategies.yaml","C:\Users\chanw\ai_inv_adv\scripts\backtest\backtest_quarterly_rebalance_v2.py","873","strat_path = Path(""strategies.yaml"")"
"strategies.yaml","C:\Users\chanw\ai_inv_adv\scripts\live\generate_rebalance_report.py","316","def load_strategy_config(strategy: str, strategies_yaml: str | Path = ""configs/strategies.yaml"") -> dict | None:"
"strategies.yaml","C:\Users\chanw\ai_inv_adv\scripts\live\score_latest_rebalance.py","584","strat_path = Path(""configs/strategies.yaml"")"
"strategies.yaml","C:\Users\chanw\ai_inv_adv\scripts\live\score_latest_rebalance.py","586","strat_path = Path(""strategies.yaml"")"
"strategies.yaml","C:\Users\chanw\ai_inv_adv\scripts\live\score_latest_rebalance.py","588","raise FileNotFoundError(""strategies.yaml not found in configs/ or project root."")"
