ticker,name,industry4,group_value,year,quarter,rebalance_month,rebalance_month_end,hold_start_month,hold_end_month,w,score,score_adj,hold_bonus_applied,score_rank,current_price,price_date,CFO_isnull,CFO_warn,OpIncome_acc2_log1p__raw,OpIncome_acc2_log1p__contrib,Revenue_acc2__raw,Revenue_acc2__contrib,Debt_to_Equity_log__raw,Debt_to_Equity_log__contrib,op_growth_streak2__raw,op_growth_streak2__contrib,rev_growth_streak2__raw,rev_growth_streak2__contrib,stock_forward_ret_to_next_rebalance,portfolio_gross_ret_to_next_rebalance,portfolio_net_ret_to_next_rebalance,corp_code,score_total,OpIncome_acc2_log1p__z,OpIncome_acc2_log1p__rank,OpIncome_acc2_log1p__mult,Revenue_acc2__z,Revenue_acc2__rank,Revenue_acc2__mult,Debt_to_Equity_log__z,Debt_to_Equity_log__rank,Debt_to_Equity_log__mult,op_growth_streak2__z,op_growth_streak2__rank,op_growth_streak2__mult,rev_growth_streak2__z,rev_growth_streak2__rank,rev_growth_streak2__mult,selection_bucket,kept_from_previous
000250,삼천당제약,032102,032102,2016,3,2016-11-30,2016-11-30,2016-11-30,2017-02-28,0.1,0.5766688230710436,0.5766688230710436,0.0,4.0,8780.0,2016-11-30,1,0,,0.0,,0.0,0.17157371334864957,0.37666882307104355,1,0.15,1,0.05,0.422805247225025,0.05578954303238559,0.053439216636948395,00128546,0.5766688230710436,0.0,1.0,1.0,0.0,1.0,1.0,-1.0761966373458387,105.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,new_or_rank_fill,0.0
053610,프로텍,032902,032902,2016,3,2016-11-30,2016-11-30,2016-11-30,2017-02-28,0.1,0.5294970951153856,0.5294970951153856,0.0,5.0,8849.0,2016-11-30,1,0,,0.0,,0.0,0.23655971684669755,0.3294970951153855,1,0.15,1,0.05,0.25953130465197605,0.05578954303238559,0.053439216636948395,00325112,0.5294970951153856,0.0,1.0,1.0,0.0,1.0,1.0,-0.9414202717582443,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,new_or_rank_fill,0.0
003670,포스코퓨처엠,032802,032802,2016,3,2016-11-30,2016-11-30,2016-11-30,2017-02-28,0.1,0.4876488889087405,0.4876488889087405,0.0,6.0,11145.0,2016-11-30,1,0,,0.0,,0.0,0.2267201367634111,0.3376488889087405,1,0.15,0,0.0,0.10077590984666562,0.05578954303238559,0.053439216636948395,00155276,0.4876488889087405,0.0,1.0,1.0,0.0,1.0,1.0,-0.96471111116783,102.0,1.0,1.0,1.0,1.0,0.0,44.0,1.0,new_or_rank_fill,0.0
018260,삼성에스디에스,106201,106201,2016,3,2016-11-30,2016-11-30,2016-11-30,2017-02-28,0.1,0.45976193907198315,0.45976193907198315,0.0,7.0,135000.0,2016-11-30,1,0,,0.0,,0.0,0.2603809337797736,0.30976193907198313,1,0.15,0,0.0,-0.15857605177993517,0.05578954303238559,0.053439216636948395,00126186,0.45976193907198315,0.0,1.0,1.0,0.0,1.0,1.0,-0.8850341116342375,99.0,1.0,1.0,1.0,1.0,0.0,44.0,1.0,new_or_rank_fill,0.0
102710,이엔에프테크놀로지,032004,032004,2016,3,2016-11-30,2016-11-30,2016-11-30,2017-02-28,0.1,0.4492538298514454,0.4492538298514454,0.0,8.0,23150.0,2016-11-30,1,0,,0.0,,0.0,0.33341693069729256,0.2492538298514454,1,0.15,1,0.05,-0.22457627118644075,0.05578954303238559,0.053439216636948395,00530185,0.4492538298514454,0.0,1.0,1.0,0.0,1.0,1.0,-0.7121537995755584,88.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,new_or_rank_fill,0.0
000100,유한양행,032102,032102,2016,3,2016-11-30,2016-11-30,2016-11-30,2017-02-28,0.1,0.4474426619073067,0.4474426619073067,0.0,9.0,27774.0,2016-11-30,1,0,,0.0,,0.0,0.3356030914960558,0.24744266190730668,1,0.15,1,0.05,0.11362177863343148,0.05578954303238559,0.053439216636948395,00145109,0.4474426619073067,0.0,1.0,1.0,0.0,1.0,1.0,-0.7069790340208763,87.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,new_or_rank_fill,0.0
005690,파미셀,032101,032101,2016,3,2016-11-30,2016-11-30,2016-11-30,2017-02-28,0.1,0.4393445044879572,0.4393445044879572,0.0,10.0,4670.0,2016-11-30,1,0,,0.0,,0.0,0.07700827134142811,0.4393445044879572,0,0.0,0,0.0,0.07158351409978314,0.05578954303238559,0.053439216636948395,00145163,0.4393445044879572,0.0,1.0,1.0,0.0,1.0,1.0,-1.255270012822735,112.0,1.0,0.0,51.0,1.0,0.0,44.0,1.0,new_or_rank_fill,0.0
145020,휴젤,032101,032101,2016,4,2017-03-31,2017-03-31,2017-03-31,2017-04-30,0.1,0.6061530171423624,1.1061530171423624,0.5,1.0,125868.0,2017-03-31,1,0,,0.0,,0.0,0.07170087624479107,0.40615301714236235,1,0.15,1,0.05,0.26423650336520876,0.19222563458560482,0.19021950453672543,00888347,0.6061530171423624,0.0,1.0,1.0,0.0,1.0,1.0,-1.1604371918353211,123.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,keep_current_top_n,1.0
053610,프로텍,032902,032902,2016,4,2017-03-31,2017-03-31,2017-03-31,2017-04-30,0.1,0.5202706095004538,1.0202706095004537,0.5,4.0,12870.0,2017-03-31,1,0,,0.0,,0.0,0.20646359522765192,0.3202706095004538,1,0.15,1,0.05,0.32176247338702213,0.19222563458560482,0.19021950453672543,00325112,0.5202706095004538,0.0,1.0,1.0,0.0,1.0,1.0,-0.9150588842870108,114.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,keep_current_top_n,1.0
003670,포스코퓨처엠,032802,032802,2016,4,2017-03-31,2017-03-31,2017-03-31,2017-04-30,0.1,0.49539022055114884,0.9953902205511489,0.5,6.0,13964.0,2017-03-31,1,0,,0.0,,0.0,0.2400197066412481,0.29539022055114883,1,0.15,1,0.05,0.0993538642275742,0.19222563458560482,0.19021950453672543,00155276,0.49539022055114884,0.0,1.0,1.0,0.0,1.0,1.0,-0.8439720587175682,108.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,keep_current_top_n,1.0
000100,유한양행,032102,032102,2016,4,2017-03-31,2017-03-31,2017-03-31,2017-04-30,0.1,0.39150554578098085,0.8915055457809808,0.5,13.0,32751.0,2017-03-31,1,0,,0.0,,0.0,0.3126938177155316,0.24150554578098082,1,0.15,0,0.0,0.03569803766946711,0.19222563458560482,0.19021950453672543,00145109,0.39150554578098085,0.0,1.0,1.0,0.0,1.0,1.0,-0.6900158450885167,92.0,1.0,1.0,1.0,1.0,0.0,42.0,1.0,new_or_rank_fill,1.0
