asof,metric,strategy,k,tcost_bps,max_per_group,group_col,gross_nav,net_nav,cagr_gross,cagr_net,sharpe_net,maxdd_net,avg_turnover
2026-03-13,revenue_op,D_quality_filter_debt_profitaccel_liq,10,30.0,2,industry4,8.61991495643853,7.936132436277257,0.23599492251314458,0.22598772516732923,0.8625265044354168,-0.2943140043685394,0.6900000000000001
