ticker,name_final,shares,current_shares,current_weight,target_shares,target_value,score,score_rank,industry4,cohort_status,score_availability_reason,filter_status_diag,passed_filters_diag,selected_topk_diag,in_target_topk_diag,current_price_diag,price_date_diag,current_value_diag,is_current,is_target,action,reason
005690,파미셀,,,,,,4.074332222001554,1.0,211.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=1)
095610,테스,,,,,,4.041310994137562,2.0,29271.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=2)
060280,큐렉소,,,,,,3.978768792842944,3.0,47812.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=3)
302440,SK바이오사이언스,,,,,,3.939420576528376,4.0,211.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=4)
450080,에코프로머티,,,,,,3.9207299690376978,5.0,28202.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=5)
039030,이오테크닉스,,,,,,3.823555736317304,6.0,29271.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=6)
100840,SNT에너지,,,,,,3.79042436788437,7.0,29176.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=7)
206650,유바이오로직스,,,,,,3.7512846344031687,8.0,212.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=8)
218410,RFHIC,,,,,,3.7179640598406585,9.0,264.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=9)
036810,에프에스티,,,,,,3.603465125564517,10.0,2629.0,,,,,,,,,,0,1,BUY,전략 신규 편입 (rank=10)
058470,리노공업,125.0,125.0,0.1400109035039897,,,1.5887687752954385,76.0,2629.0,in_target_cohort,scored_in_target_cohort,passed,True,0.0,0.0,56500.0,2025-11-14,7062500.0,1,0,SELL,전략 탈락 (universe_rank=76)
214150,클래시스,600.0,600.0,0.6672944441691034,,,0.9576203752957266,106.0,271.0,in_target_cohort,scored_in_target_cohort,passed,True,0.0,0.0,56100.0,2025-11-14,33660000.0,1,0,SELL,전략 탈락 (universe_rank=106)
005930,삼성전자,100.0,100.0,0.1926946523269068,,,-2.846052781185924,423.0,264.0,in_target_cohort,scored_in_target_cohort,passed,True,0.0,0.0,97200.0,2025-11-14,9720000.0,1,0,SELL,전략 탈락 (universe_rank=423)
