ticker,name,corp_code,year,quarter,Revenue_ttm,Revenue_ttm_yoy,Revenue_acc2,OpIncome_ttm,OpIncome_ttm_yoy,OpIncome_acc2,CAPEX_ttm,CAPEX_ttm_yoy,CAPEX_acc2,Debt_to_Equity,Debt_to_Equity_log,CFO_isnull,CFO_warn,CFO_safe,industry4,industry,market_cap,cap_bucket,peer_key,score_core,z_Revenue_ttm_yoy,z_OpIncome_ttm_yoy,z_Debt_to_Equity_log,z_CFO_safe,z_rev_cagr,z_ebit_cagr,z_gross_margin,z_ebit_margin,z_roic,z_fcf_conv,z_fcf_stability,z_capex_ratio,z_capex_growth,z_rd_ratio,z_rev_vol,z_ebit_vol,p_pattern_razor,p_pattern_commodity,p_pattern_platform,p_pattern_rnd,p_pattern_infra,score_pattern,score_total,weight
000990,DB하이텍,00160843,2016,4,1166179167770.0,42.69505276293754,,255442463796.0,20.98424212229745,,64569013682.0,-0.3274847659327643,,-1.9053833852379045,0.0,1,0,0.0,2611,2611,4129068684000.0,3,2611|3,12.072223633383528,6.0,6.0,0.14444726676705624,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,12.072223633383528,0.03333333333333333
281740,레이크머티리얼즈,01255652,2021,3,55582849001.0,3.2758527295172213,,9219284158.0,5.96500788470648,,18282096067.0,,,0.5090858429366978,0.41150406546835194,1,0,0.0,204,204,1574246624600.0,2,204|2,12.014250804475369,5.891048689524749,6.0,0.2464042299012419,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,12.014250804475369,0.03333333333333333
011790,SKC,00139889,2024,4,205562994885.0,1.4751981341230334,1.731977536213306,143197409868.0,5.472292357354731,6.163389811377529,2158148997.0,,,0.28677468605491824,0.25213884417720644,1,0,0.0,204,204,4097349843600.0,3,204|3,12.0,6.0,6.0,-0.0,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,12.0,0.03333333333333333
000720,현대건설,00164478,2020,1,19811646000000.0,71.04130121743684,72.02705959309911,649774000000.0,43.83673751035054,44.81406705171646,-42672000000.0,0.8439201451905627,0.8190308626396328,1.1631972809608784,0.7715873499134612,1,0,0.0,41221,41221,12727963939500.0,4,41221|4,11.998807615723608,6.0,6.0,-0.0023847685527843164,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,11.998807615723608,0.03333333333333333
000720,현대건설,00164478,2023,1,24551054000000.0,15.645008067906005,16.572641103250216,665406000000.0,16.74983994878361,17.685220618143898,-95194000000.0,0.3377835239888698,-1.5021749689868644,1.164531666262463,0.7722040176207711,1,0,0.0,41221,41221,12727963939500.0,4,41221|4,11.998493316709158,6.0,6.0,-0.0030133665816830303,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,11.998493316709158,0.03333333333333333
000720,현대건설,00164478,2024,1,31833158000000.0,25.389263959306703,26.340129938421082,666970000000.0,20.85353866317169,21.807671929177708,164386000000.0,-0.1890342568474228,2.940343645121189,1.2287566398539693,0.8014438693737117,1,0,0.0,41221,41221,12727963939500.0,4,41221|4,11.98359054739003,6.0,6.0,-0.03281890521994066,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,11.98359054739003,0.03333333333333333
000720,현대건설,00164478,2017,1,21739328000000.0,53.60304319651173,,1079850000000.0,16.24779580884232,,-75826000000.0,-0.13614199781261394,,1.2871065786306115,0.8272875158921104,1,0,0.0,41221,41221,12727963939500.0,4,41221|4,11.97041873291973,6.0,6.0,-0.05916253416054006,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,11.97041873291973,0.03333333333333333
005850,에스엘,00125521,2020,1,1637673245005.0,1.1678456249282925,1.0951573904715042,71797193936.0,9.728336919366804,10.384196809049712,59639461408.0,1.8874338897861107,1.8996351254251855,0.3637637965060047,0.31024837470865835,1,0,0.0,303,303,2438547300000.0,2,303|2,11.967136445042332,6.0,6.0,-0.06572710991533649,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,11.967136445042332,0.03333333333333333
000070,삼양홀딩스,00126937,2019,4,177390000000.0,9.107116403623726,9.997487745639404,81477000000.0,7.47218467297494,8.347502310272041,1305000000.0,-0.05159883720930236,0.08516402351842667,0.15966484129508346,0.14813103345195128,1,0,0.0,64992,64992,608063241000.0,0,64992|0,11.940921314814949,6.0,6.0,-0.11815737037010163,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,11.940921314814949,0.03333333333333333
000990,DB하이텍,00160843,2022,4,3695360368394.0,34.29112210554583,35.20569912211114,1651986182480.0,20.288475120394274,21.153794049419844,203398333217.0,-0.07957684640534823,-0.7931889325646494,0.08062020271403111,0.07753513808318668,1,0,0.0,2611,2611,4129068684000.0,3,2611|3,11.927776366616472,6.0,6.0,-0.14444726676705624,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,11.927776366616472,0.03333333333333333
000990,DB하이텍,00160843,2022,4,2479091501608.0,17.529824118661136,18.465232710821,1110857981764.0,9.880178114858966,10.756350618369712,216193007574.0,0.0266351116838639,-0.5608908185774466,0.08062020271403111,0.07753513808318668,1,0,0.0,2611,2611,4129068684000.0,3,2611|3,11.927776366616472,6.0,6.0,-0.14444726676705624,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,11.927776366616472,0.03333333333333333
096530,씨젠,00788773,2020,4,1068569150303.0,9.998480470892117,9.841000475039063,697609173285.0,30.733474768040598,29.80705976247051,149073678488.0,78.17601202428911,,0.4273584236382108,0.3558254797929515,1,0,0.0,2130,2130,1430992235600.0,2,2130|2,11.87203147251649,6.0,6.0,-0.2559370549670198,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,11.87203147251649,0.03333333333333333
000070,삼양홀딩스,00126937,2024,1,504620667957.0,67.04485813875405,67.94207797410621,120851354834.0,10.728586455163043,11.656545120888175,35590900665.0,1.73250676890595,-0.1729137084529615,0.2186235708521517,0.19772200121219644,1,0,0.0,64992,64992,608063241000.0,0,64992|0,11.871577791946123,6.0,6.0,-0.2568444161077554,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,11.871577791946123,0.03333333333333333
000880,한화,00160588,2024,1,13977244000000.0,24.87908860984488,25.821536022185285,574074000000.0,13.68821000921093,14.583553428678062,201246000000.0,11.146668276195076,12.097301451607013,2.23536826526911,1.1741427592695401,1,0,0.0,20494,20494,11139428220200.0,4,20494|4,11.826285842449607,6.0,6.0,-0.3474283151007852,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,11.826285842449607,0.03333333333333333
000080,하이트진로,00150244,2023,1,4360590471894.0,37.67614995859733,38.648031837962506,301125063960.0,553.4175232465446,554.4158530966266,198340512352.0,0.3414400425063113,0.07736714007780887,1.8520298013880219,1.0480309517919937,1,0,0.0,11122,11122,1270821031320.0,1,11122|1,11.817991376532452,6.0,6.0,-0.3640172469350952,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,11.817991376532452,0.03333333333333333
008930,한미사이언스,00161426,2023,4,186426779466.0,2.2427461724043805,1.6603274353230333,48537151648.0,3.2959961734345056,3.239416431947345,1233742684.0,2.214806987185671,0.33318050049888326,-2.2687344025208107,0.0,1,0,0.0,64992,64992,2841668902500.0,3,64992|3,11.812580136124701,5.641701364067611,6.0,0.3417575441141797,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,11.812580136124701,0.03333333333333333
000880,한화,00160588,2018,1,11258342000000.0,230.52926417965696,231.48667524615826,504124000000.0,10.34698838570271,11.253113456487128,101174000000.0,-0.23248368988013957,0.02742850118850182,2.374883833366326,1.2163609039888093,1,0,0.0,20494,20494,11139428220200.0,4,20494|4,11.80543883427265,6.0,6.0,-0.3891223314547022,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,11.80543883427265,0.03333333333333333
003090,대웅,00111810,2020,4,87608402693.0,0.7797463840844874,0.7518017370314585,47799101894.0,2.9796883628141315,2.975460476697319,106218832.0,-0.9822737133023126,-5.112006291331497,-0.20183960268706364,0.0,1,0,0.0,212,212,1566926361000.0,2,212|2,11.78327756192224,5.606212945734917,6.0,0.3541292323746467,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,11.78327756192224,0.03333333333333333
096530,씨젠,00788773,2021,1,1277727977832.0,8.088470985889058,7.453296697757747,812803848381.0,16.283071285988555,13.83881369487088,137408462617.0,7.680198702370493,,0.5498310185140739,0.4381459046745082,1,0,0.0,2130,2130,1430992235600.0,2,2130|2,11.754051414429965,6.0,6.0,-0.49189717114007087,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,11.754051414429965,0.03333333333333333
003380,하림지주,00148364,2021,1,40808748484.0,1.7732009637917088,1.5522775654868015,28065652702.0,15.720322433049514,16.290145047034375,,,,0.6304910848105738,0.488881248468151,1,0,0.0,64992,64992,1692404933310.0,2,64992|2,11.743824804218306,6.0,6.0,-0.5123503915633877,0.0,,,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.0,11.743824804218306,0.03333333333333333
