asof,metric,objective,train_months,test_months,step_months,strategies,ks,months,net_nav,cagr_net,sharpe_net,maxdd_net
2026-03-13,revenue_op,sharpe_net,36,12,12,D_quality_filter_debt_profitaccel,10,84,8.173199418710826,0.3500247420198954,1.2771925290860908,-0.18284803381836667
