ticker,name,score,score_rank,industry4,is_current,is_target,action,reason
353200,대덕전자,0.4256864653763627,11.0,2622,0,0,CHECK,후보군 참고용 (비보유/비선정)
358570,지아이이노베이션,0.4163368048660671,12.0,70113,0,0,CHECK,후보군 참고용 (비보유/비선정)
005690,파미셀,0.4067302263069763,13.0,211,0,0,CHECK,후보군 참고용 (비보유/비선정)
082920,비츠로셀,0.4051788758494156,14.0,28201,0,0,CHECK,후보군 참고용 (비보유/비선정)
062040,산일전기,0.4026313400651891,15.0,28112,0,0,CHECK,후보군 참고용 (비보유/비선정)
397030,에이프릴바이오,0.4000618177369202,16.0,70113,0,0,CHECK,후보군 참고용 (비보유/비선정)
402340,SK스퀘어,0.3792074822458113,17.0,64992,0,0,CHECK,후보군 참고용 (비보유/비선정)
000100,유한양행,0.3768179250062003,18.0,212,0,0,CHECK,후보군 참고용 (비보유/비선정)
145020,휴젤,0.3730805407098997,19.0,211,0,0,CHECK,후보군 참고용 (비보유/비선정)
064760,티씨케이,0.3723582565662184,20.0,23999,0,0,CHECK,후보군 참고용 (비보유/비선정)
020150,롯데에너지머티리얼즈,0.3698722993246149,21.0,2629,0,0,CHECK,후보군 참고용 (비보유/비선정)
041920,메디아나,0.365984214416214,23.0,27112,0,0,CHECK,후보군 참고용 (비보유/비선정)
476060,온코닉테라퓨틱스,0.3584739777215343,24.0,701,0,0,CHECK,후보군 참고용 (비보유/비선정)
098460,고영,0.3583581181955746,25.0,29271,0,0,CHECK,후보군 참고용 (비보유/비선정)
000660,SK하이닉스,0.3571608895073722,26.0,2612,0,0,CHECK,후보군 참고용 (비보유/비선정)
014620,성광벤드,0.354407713778826,27.0,24133,0,0,CHECK,후보군 참고용 (비보유/비선정)
026960,동서,0.35129757734155,28.0,4632,0,0,CHECK,후보군 참고용 (비보유/비선정)
036620,감성코퍼레이션,0.3494247043709193,29.0,467,0,0,CHECK,후보군 참고용 (비보유/비선정)
376300,디어유,0.3436251960179202,30.0,58222,0,0,CHECK,후보군 참고용 (비보유/비선정)
319400,현대무벡스,0.3416200635520354,31.0,291,0,0,CHECK,후보군 참고용 (비보유/비선정)
214370,케어젠,0.339304701626192,32.0,211,0,0,CHECK,후보군 참고용 (비보유/비선정)
178920,PI첨단소재,0.3380260722849666,33.0,2221,0,0,CHECK,후보군 참고용 (비보유/비선정)
060280,큐렉소,0.3358264495577771,34.0,47812,0,0,CHECK,후보군 참고용 (비보유/비선정)
192080,더블유게임즈,0.3357056452443218,35.0,5821,0,0,CHECK,후보군 참고용 (비보유/비선정)
218410,RFHIC,0.3348651983170436,36.0,264,0,0,CHECK,후보군 참고용 (비보유/비선정)
033100,제룡전기,0.3295186204043442,37.0,2811,0,0,CHECK,후보군 참고용 (비보유/비선정)
003620,KG모빌리티,0.3276355367646485,38.0,301,0,0,CHECK,후보군 참고용 (비보유/비선정)
005440,현대지에프홀딩스,0.324160887198905,39.0,64992,0,0,CHECK,후보군 참고용 (비보유/비선정)
023160,태광,0.316607027000706,40.0,2413,0,0,CHECK,후보군 참고용 (비보유/비선정)
042700,한미반도체,0.316214336427538,41.0,29271,0,0,CHECK,후보군 참고용 (비보유/비선정)
131290,티에스이,0.3160771480114611,42.0,27212,0,0,CHECK,후보군 참고용 (비보유/비선정)
003550,LG,0.313255941831836,43.0,64992,0,0,CHECK,후보군 참고용 (비보유/비선정)
004000,롯데정밀화학,0.3126755265421457,44.0,20119,0,0,CHECK,후보군 참고용 (비보유/비선정)
108490,로보티즈,0.3124462747734227,45.0,29299,0,0,CHECK,후보군 참고용 (비보유/비선정)
271560,오리온,0.3089153159325739,46.0,108,0,0,CHECK,후보군 참고용 (비보유/비선정)
053610,프로텍,0.3080619044862342,47.0,29271,0,0,CHECK,후보군 참고용 (비보유/비선정)
095340,ISC,0.3061818365527166,48.0,465,0,0,CHECK,후보군 참고용 (비보유/비선정)
326030,에스케이바이오팜,0.3044023591448559,49.0,7011,0,0,CHECK,후보군 참고용 (비보유/비선정)
263750,펄어비스,0.3018416777537586,50.0,58211,0,0,CHECK,후보군 참고용 (비보유/비선정)
281820,케이씨텍,0.2961003614706059,51.0,272,0,0,CHECK,후보군 참고용 (비보유/비선정)
084370,유진테크,0.2932877129911302,52.0,29271,0,0,CHECK,후보군 참고용 (비보유/비선정)
347700,스피어,0.292791497955468,53.0,58222,0,0,CHECK,후보군 참고용 (비보유/비선정)
466100,클로봇,0.2913435820935457,54.0,58221,0,0,CHECK,후보군 참고용 (비보유/비선정)
000240,한국앤컴퍼니,0.2890188921385403,55.0,64992,0,0,CHECK,후보군 참고용 (비보유/비선정)
336570,원텍,0.2870638570989177,56.0,271,0,0,CHECK,후보군 참고용 (비보유/비선정)
001800,오리온홀딩스,0.2817658030503667,57.0,649,0,0,CHECK,후보군 참고용 (비보유/비선정)
002790,아모레퍼시픽홀딩스,0.2799704370013766,58.0,20423,0,0,CHECK,후보군 참고용 (비보유/비선정)
277810,레인보우로보틱스,0.2795441636318933,59.0,29280,0,0,CHECK,후보군 참고용 (비보유/비선정)
031980,피에스케이홀딩스,0.2793449921591877,60.0,29271,0,0,CHECK,후보군 참고용 (비보유/비선정)
053800,안랩,0.274890349563904,61.0,58221,0,0,CHECK,후보군 참고용 (비보유/비선정)
475960,토모큐브,0.2704530450040108,62.0,27309,0,0,CHECK,후보군 참고용 (비보유/비선정)
101490,에스앤에스텍,0.2693013150965066,63.0,2629,0,0,CHECK,후보군 참고용 (비보유/비선정)
000990,DB하이텍,0.2680390644051661,64.0,2611,0,0,CHECK,후보군 참고용 (비보유/비선정)
035900,JYP Ent.,0.2674422229702115,65.0,59201,0,0,CHECK,후보군 참고용 (비보유/비선정)
009970,영원무역홀딩스,0.2660036712352787,66.0,64992,0,0,CHECK,후보군 참고용 (비보유/비선정)
104830,원익머트리얼즈,0.2642414299101149,67.0,20121,0,0,CHECK,후보군 참고용 (비보유/비선정)
389650,넥스트바이오메디컬,0.2632034566521491,68.0,27199,0,0,CHECK,후보군 참고용 (비보유/비선정)
215600,신라젠,0.2621708845746439,69.0,70113,0,0,CHECK,후보군 참고용 (비보유/비선정)
083450,GST,0.2587359271098892,70.0,29271,0,0,CHECK,후보군 참고용 (비보유/비선정)
068270,셀트리온,0.2586594910347712,71.0,211,0,0,CHECK,후보군 참고용 (비보유/비선정)
060370,LS마린솔루션,0.2572649427550716,72.0,423,0,0,CHECK,후보군 참고용 (비보유/비선정)
064960,SNT모티브,0.2567454695721254,73.0,303,0,0,CHECK,후보군 참고용 (비보유/비선정)
079900,전진건설로봇,0.2566989227128674,74.0,292,0,0,CHECK,후보군 참고용 (비보유/비선정)
090430,아모레퍼시픽,0.2566782408735352,75.0,20423,0,0,CHECK,후보군 참고용 (비보유/비선정)
051900,LG생활건강,0.2532989568270298,76.0,20422,0,0,CHECK,후보군 참고용 (비보유/비선정)
030190,NICE평가정보,0.2516290545065886,77.0,63991,0,0,CHECK,후보군 참고용 (비보유/비선정)
114810,한솔아이원스,0.2487515085559075,78.0,2927,0,0,CHECK,후보군 참고용 (비보유/비선정)
454910,두산로보틱스,0.2476095808730579,79.0,2928,0,0,CHECK,후보군 참고용 (비보유/비선정)
232140,와이씨,0.247007571733848,80.0,292,0,0,CHECK,후보군 참고용 (비보유/비선정)
041190,우리기술투자,0.2467095116934564,81.0,6491,0,0,CHECK,후보군 참고용 (비보유/비선정)
108320,LX세미콘,0.2461938870040906,82.0,2612,0,0,CHECK,후보군 참고용 (비보유/비선정)
105840,우진,0.2448663603306163,83.0,27216,0,0,CHECK,후보군 참고용 (비보유/비선정)
180640,한진칼,0.2442375962432171,84.0,64992,0,0,CHECK,후보군 참고용 (비보유/비선정)
251970,펌텍코리아,0.243721608123695,85.0,22232,0,0,CHECK,후보군 참고용 (비보유/비선정)
298380,에이비엘바이오,0.2431491906201751,86.0,211,0,0,CHECK,후보군 참고용 (비보유/비선정)
357780,솔브레인,0.2420407556101547,87.0,204,0,0,CHECK,후보군 참고용 (비보유/비선정)
096530,씨젠,0.2414062155557367,88.0,2130,0,0,CHECK,후보군 참고용 (비보유/비선정)
069260,티케이지휴켐스,0.238710673401505,89.0,2049,0,0,CHECK,후보군 참고용 (비보유/비선정)
086900,메디톡스,0.2381763603982434,90.0,211,0,0,CHECK,후보군 참고용 (비보유/비선정)
039200,오스코텍,0.2372140255223485,91.0,212,0,0,CHECK,후보군 참고용 (비보유/비선정)
044490,태웅,0.2360507227653198,92.0,25912,0,0,CHECK,후보군 참고용 (비보유/비선정)
036570,엔씨소프트,0.231291289158271,93.0,582,0,0,CHECK,후보군 참고용 (비보유/비선정)
111770,영원무역,0.2305814267857166,94.0,46800,0,0,CHECK,후보군 참고용 (비보유/비선정)
251270,넷마블,0.229405022352015,95.0,5821,0,0,CHECK,후보군 참고용 (비보유/비선정)
252990,샘씨엔에스,0.2292756317434373,96.0,2629,0,0,CHECK,후보군 참고용 (비보유/비선정)
174900,앱클론,0.2290172956451714,97.0,213,0,0,CHECK,후보군 참고용 (비보유/비선정)
018260,삼성에스디에스,0.2282390411721121,98.0,62021,0,0,CHECK,후보군 참고용 (비보유/비선정)
361610,SK아이이테크놀로지,0.2273269830576966,99.0,282,0,0,CHECK,후보군 참고용 (비보유/비선정)
456160,지투지바이오,0.2250327415529559,100.0,21212,0,0,CHECK,후보군 참고용 (비보유/비선정)
460930,현대힘스,0.224192257095822,101.0,31114,0,0,CHECK,후보군 참고용 (비보유/비선정)
