ticker,name,score,score_rank,industry4,is_current,is_target,action,reason
003160,디아이,0.3154422910000088,11.0,27212,0,0,CHECK,후보군 참고용 (비보유/비선정)
052400,코나아이,0.3151946963527535,12.0,58221,0,0,CHECK,후보군 참고용 (비보유/비선정)
030190,NICE평가정보,0.3038310293949879,13.0,63991,0,0,CHECK,후보군 참고용 (비보유/비선정)
026960,동서,0.2765241120598931,14.0,4632,0,0,CHECK,후보군 참고용 (비보유/비선정)
281820,케이씨텍,0.2549708742842465,15.0,272,0,0,CHECK,후보군 참고용 (비보유/비선정)
004000,롯데정밀화학,0.2479303107197641,16.0,20119,0,0,CHECK,후보군 참고용 (비보유/비선정)
064960,SNT모티브,0.2429857208517931,17.0,303,0,0,CHECK,후보군 참고용 (비보유/비선정)
004800,효성,0.2053164676973222,19.0,649,0,0,CHECK,후보군 참고용 (비보유/비선정)
114810,한솔아이원스,0.1995798095794668,20.0,2927,0,0,CHECK,후보군 참고용 (비보유/비선정)
000100,유한양행,0.1935399647070044,21.0,212,0,0,CHECK,후보군 참고용 (비보유/비선정)
166090,하나머티리얼즈,0.1788866451979868,22.0,2612,0,0,CHECK,후보군 참고용 (비보유/비선정)
018260,삼성에스디에스,0.1660495763066042,23.0,62021,0,0,CHECK,후보군 참고용 (비보유/비선정)
036530,SNT홀딩스,0.1495017593549606,24.0,64992,0,0,CHECK,후보군 참고용 (비보유/비선정)
086450,동국제약,0.1430600617999637,25.0,212,0,0,CHECK,후보군 참고용 (비보유/비선정)
004370,농심,0.1372524147038299,26.0,108,0,0,CHECK,후보군 참고용 (비보유/비선정)
012750,에스원,0.1368807493044535,27.0,75320,0,0,CHECK,후보군 참고용 (비보유/비선정)
006650,대한유화,0.1183891985081718,28.0,20111,0,0,CHECK,후보군 참고용 (비보유/비선정)
035420,NAVER,0.1172902412447396,29.0,63120,0,0,CHECK,후보군 참고용 (비보유/비선정)
012330,현대모비스,0.1064051816781549,30.0,303,0,0,CHECK,후보군 참고용 (비보유/비선정)
020150,롯데에너지머티리얼즈,0.0894102888142162,31.0,2629,0,0,CHECK,후보군 참고용 (비보유/비선정)
045100,한양이엔지,0.0778173505758735,32.0,721,0,0,CHECK,후보군 참고용 (비보유/비선정)
009150,삼성전기,0.0595880521771703,33.0,2622,0,0,CHECK,후보군 참고용 (비보유/비선정)
090360,로보스타,0.0162578612784447,34.0,29280,0,0,CHECK,후보군 참고용 (비보유/비선정)
207940,삼성바이오로직스,0.0152158140728382,35.0,211,0,0,CHECK,후보군 참고용 (비보유/비선정)
005490,POSCO홀딩스,0.0132867539449408,36.0,2411,0,0,CHECK,후보군 참고용 (비보유/비선정)
025980,아난티,0.0034739184522793,37.0,551,0,0,CHECK,후보군 참고용 (비보유/비선정)
028260,삼성물산,-0.0073899586353741,38.0,467,0,0,CHECK,후보군 참고용 (비보유/비선정)
373220,LG에너지솔루션,-0.015159836649195,39.0,28202,0,0,CHECK,후보군 참고용 (비보유/비선정)
022100,포스코DX,-0.0201193933421339,40.0,72129,0,0,CHECK,후보군 참고용 (비보유/비선정)
011070,LG이노텍,-0.0227861545777179,41.0,262,0,0,CHECK,후보군 참고용 (비보유/비선정)
032640,LG유플러스,-0.0275045944654329,42.0,61220,0,0,CHECK,후보군 참고용 (비보유/비선정)
000270,기아,-0.0310639838981154,43.0,30121,0,0,CHECK,후보군 참고용 (비보유/비선정)
042700,한미반도체,-0.0370087101534871,44.0,29271,0,0,CHECK,후보군 참고용 (비보유/비선정)
280360,롯데웰푸드,-0.0466222301353457,45.0,108,0,0,CHECK,후보군 참고용 (비보유/비선정)
039440,에스티아이,-0.0560911774638783,46.0,29271,0,0,CHECK,후보군 참고용 (비보유/비선정)
272210,한화시스템,-0.0637502623725136,47.0,26299,0,0,CHECK,후보군 참고용 (비보유/비선정)
051910,LG화학,-0.0712489323982353,48.0,20111,0,0,CHECK,후보군 참고용 (비보유/비선정)
007070,GS리테일,-0.0813020823833531,49.0,47122,0,0,CHECK,후보군 참고용 (비보유/비선정)
006400,삼성SDI,-0.0834715691079374,50.0,28202,0,0,CHECK,후보군 참고용 (비보유/비선정)
