ticker,year,quarter,quarter_key,name,corp_code,fs_div,fs_div_used,Assets,Equity,Liabilities,Debt_to_Equity,Debt_to_Equity_log,Revenue_ttm,Revenue_ttm_yoy,Revenue_acc2,OpIncome_ttm,OpIncome_ttm_yoy,OpIncome_acc2,NetIncome_ttm,NetIncome_ttm_yoy,NetIncome_acc2,CFO_ttm,CFO_ttm_yoy,CFO_acc2,CAPEX_ttm,CAPEX_ttm_yoy,CAPEX_acc2,Assets_ttm,CFO_to_Assets_ttm,CAPEX_to_Assets_ttm,OpMargin_ttm,OpIncome_to_Assets_ttm,CFO_isnull,CFO_warn,CFO_safe,Quality_CFO_to_Assets,industry4,rebalance_month,passed_filters,filter_status,industry4_scored,CFO_warn_scored,CFO_isnull_scored,quarter_scored,year_scored,corp_code_scored,score_total,score,score_rank,OpIncome_acc2__raw,OpIncome_acc2__z,OpIncome_acc2__rank,OpIncome_acc2__mult,OpIncome_acc2__contrib,Debt_to_Equity_log__raw,Debt_to_Equity_log__z,Debt_to_Equity_log__rank,Debt_to_Equity_log__mult,Debt_to_Equity_log__contrib,Quality_CFO_to_Assets__raw,Quality_CFO_to_Assets__z,Quality_CFO_to_Assets__rank,Quality_CFO_to_Assets__mult,Quality_CFO_to_Assets__contrib,CAPEX_ttm_yoy__raw,CAPEX_ttm_yoy__z,CAPEX_ttm_yoy__rank,CAPEX_ttm_yoy__mult,CAPEX_ttm_yoy__contrib,CFO_isnull__raw,CFO_isnull__z,CFO_isnull__rank,CFO_isnull__mult,CFO_isnull__contrib,selected_topk
114810,2025,4,202504,한솔아이원스,00625942,CFS,,254358289046.0,210271082405.0,44087206641.0,0.2096684248577952,0.1903462930126865,147606242909.0,0.22402070447965805,-0.0035667133546952723,23936799073.0,0.30280938027457793,-1.6260698798144473,21993607543.0,-0.18123009295730053,23.545499552382037,6297345284.0,-0.3766454380324389,-3.6978962758046166,4582462128.0,1.3435371732304833,1.8023218433966237,254358289046.0,0.02475777497803951,0.018015776663646586,0.16216657643509808,0.09410662087238326,0,0,6297345284.0,0.02475777497803951,2927,2026-03-31,True,passed,2927,0,0,4,2025,00625942,0.6717930110189578,0.6717930110189578,13.0,-1.6260698798144473,-0.16828238294178788,79.0,1.0,-0.16828238294178788,0.1903462930126865,-1.0318429384414887,84.0,1.0,0.825474350753191,0.02475777497803951,0.2386794285239657,30.0,1.0,0.059669857130991426,1.3435371732304833,0.3004587594895778,14.0,1.0,-0.04506881392343667,0,0.0,1.0,1.0,-0.0,0
064960,2025,4,202504,SNT모티브,00398792,CFS,,1279363819077.0,1019390057900.0,259973761177.0,0.2550287391585517,0.22715847204948206,775288589228.0,0.03638648988019333,0.16606854360575274,80551228283.0,0.05840505727884726,0.19130212122431123,48245408942.0,-0.44788341858217884,-0.966116857990463,28533183729.0,-0.37284144070332537,-0.6137813460548327,21598758481.0,0.39008958953606987,-0.5221167266281534,1279363819077.0,0.02230263456221963,0.016882420902431392,0.10389837978037256,0.06296194020955968,0,0,28533183729.0,0.02230263456221963,303,2026-03-31,True,passed,303,0,0,4,2025,00398792,0.6464611872066292,0.6464611872066292,14.0,0.19130212122431123,-0.15062726854528205,34.0,1.0,-0.15062726854528205,0.22715847204948206,-0.9717246725250064,80.0,1.0,0.7773797380200052,0.02230263456221963,0.158014292746566,36.0,1.0,0.0395035731866415,0.39008958953606987,0.1319657030315698,25.0,1.0,-0.019794855454735468,0,0.0,1.0,1.0,-0.0,0
020150,2025,4,202504,롯데에너지머티리얼즈,00113997,CFS,,2208680587320.0,1793464927050.0,415215660270.0,0.2315159075638975,0.20824585572109267,533824850423.0,-0.2272415934179246,-0.3954543767919503,-110943093099.0,2.3920641057119365,7.1213370598594885,-142624272576.0,-7.408508737213422,-5.9813579313583345,15569246101.0,-0.12999156148125846,2.018200851266065,15929799446.0,0.32395646408486867,0.8122673112260602,2208680587320.0,0.007049116196512431,0.007212359966150255,-0.20782676754573953,-0.05023048318345465,0,0,15569246101.0,0.007049116196512431,2629,2026-03-31,True,passed,2629,0,0,4,2025,00113997,0.6149551998098587,0.6149551998098587,15.0,7.1213370598594885,-0.08330447522423709,7.0,1.0,-0.08330447522423709,0.20824585572109267,-1.0026110184940955,82.0,1.0,0.8020888147952765,0.007049116196512431,-0.34314935643801103,63.0,1.0,-0.08578733910950276,0.32395646408486867,0.1202786710111864,27.0,1.0,-0.01804180065167796,0,0.0,1.0,1.0,-0.0,0
166090,2025,4,202504,하나머티리얼즈,00660750,CFS,,685606173112.0,463680286012.0,221925887100.0,0.4786183363729563,0.3911080952359938,203645533963.0,0.08185462768753449,0.03912184228342297,38082869179.0,0.21216012674734852,0.27861645079986175,29168272001.0,0.23711965984351524,0.39000962447029186,29859891423.0,0.26077718666785854,-0.7184404288150159,6257293333.0,0.25171219013938795,1.05424337228721,685606173112.0,0.04355254166902332,0.009126658391358757,0.18700566831934162,0.055546275212400714,0,0,29859891423.0,0.04355254166902332,2612,2026-03-31,True,passed,2612,0,0,4,2025,00660750,0.6113242233268983,0.6113242233268983,16.0,0.27861645079986175,-0.1497790412829332,27.0,1.0,-0.1497790412829332,0.3911080952359938,-0.7039772231338174,62.0,1.0,0.563181778507054,0.04355254166902332,0.8561929512796372,12.0,1.0,0.2140482378199093,0.25171219013938795,0.10751167811421232,31.0,1.0,-0.01612675171713185,0,0.0,1.0,1.0,-0.0,0
018260,2025,4,202504,삼성에스디에스,00126186,CFS,,13453704199195.0,10262899983419.0,3190804215776.0,0.31090668533564036,0.2707190240145882,10538550877205.0,0.0272948183821895,0.00844826285614686,724807110801.0,0.10103306580437033,0.03096048602216772,581589723815.0,-0.036603100671123934,-0.18700910662378856,302073226595.0,-0.5390928650199331,-0.5455361865168182,121006703765.0,-0.06578475403812589,0.23110608839704805,13453704199195.0,0.02245279234049716,0.008994303871512234,0.06877673403548923,0.0538741672976851,0,0,302073226595.0,0.02245279234049716,62021,2026-03-31,True,passed,62021,0,0,4,2025,00126186,0.6013099395827936,0.6013099395827936,17.0,0.03096048602216772,-0.1521849297783145,40.0,1.0,-0.1521849297783145,0.2707190240145882,-0.9005855844560984,74.0,1.0,0.7204684675648787,0.02245279234049716,0.16294781813466272,35.0,1.0,0.04073695453366568,-0.06578475403812589,0.05140368491624255,49.0,1.0,-0.007710552737436383,0,0.0,1.0,1.0,-0.0,0
004000,2025,4,202504,롯데정밀화학,00157681,CFS,,2746168414774.0,2435737106786.0,310431307988.0,0.12744860975477762,0.11995721242448422,1309319560199.0,0.047346331415184295,0.13312094439826339,46789355517.0,0.16841359189976512,0.8336965706548338,70875858234.0,-0.34337448959134753,0.10283786127905681,17853888048.0,0.8523864904783769,1.6389484173353526,147844132392.0,2.7954222775834685,3.097957410598247,2746168414774.0,0.006501381325321708,0.053836513302177445,0.035735627068680324,0.017038050275897082,0,0,17853888048.0,0.006501381325321708,20119,2026-03-31,True,passed,20119,0,0,4,2025,00157681,0.5992083738147701,0.5992083738147701,18.0,0.8336965706548338,-0.14438663785112932,17.0,1.0,-0.14438663785112932,0.11995721242448422,-1.146795912569657,87.0,1.0,0.9174367300557256,0.006501381325321708,-0.3611455197001687,66.0,1.0,-0.09028637992504218,2.7954222775834685,0.557035589765226,3.0,1.0,-0.0835553384647839,0,0.0,1.0,1.0,-0.0,0
012750,2025,4,202504,에스원,00158501,CFS,,2431985312121.0,1756330800795.0,675654511326.0,0.38469661354237267,0.32548106405004246,2190672800074.0,0.03237718650125143,-0.04183471259664984,172441062673.0,0.1573422115804335,0.22083757623104527,130268614674.0,0.0645462418472138,0.23235964796517417,66854510040.0,0.034766231405957804,0.5583111334600488,42428101786.0,0.11136256018421675,0.16395871030134457,2431985312121.0,0.02748968495278221,0.01744587090001679,0.07871602854939132,0.0709054704457115,0,0,66854510040.0,0.02748968495278221,75320,2026-03-31,True,passed,75320,0,0,4,2025,00158501,0.5682853936884358,0.5682853936884358,19.0,0.22083757623104527,-0.1503403422381756,31.0,1.0,-0.1503403422381756,0.32548106405004246,-0.8111532560495192,69.0,1.0,0.6489226048396154,0.02748968495278221,0.32843799696440307,25.0,1.0,0.08210949924110077,0.11136256018421675,0.08270912102736515,36.0,1.0,-0.012406368154104772,0,0.0,1.0,1.0,-0.0,0
207940,2025,4,202504,삼성바이오로직스,00877059,CFS,,11060741976837.0,7451110647985.0,3609631328852.0,0.48444205157900194,0.39503897881072786,2896750871868.0,-0.13793505951720686,-0.40089353846579345,1340373130190.0,0.36567366280326774,0.13134619179968143,1209892339572.0,0.4775550909853086,0.15110940897150105,422151027238.0,0.08366422876121571,0.6159275766634531,554841586842.0,-0.03095020735858145,-0.9457739672057475,11060741976837.0,0.03816661017154665,0.05016314348566569,0.4627160530811013,0.12118293085553937,0,0,422151027238.0,0.03816661017154665,211,2026-03-31,True,passed,211,0,0,4,2025,00877059,0.568011189562485,0.568011189562485,20.0,0.13134619179968143,-0.15120971880430203,38.0,1.0,-0.15120971880430203,0.39503897881072786,-0.6975576655250059,60.0,1.0,0.5580461324200047,0.03816661017154665,0.6792348869944851,17.0,1.0,0.16980872174862127,-0.03095020735858145,0.05755963867892656,47.0,1.0,-0.008633945801838983,0,0.0,1.0,1.0,-0.0,0
045100,2025,4,202504,한양이엔지,00216762,CFS,,923696416239.0,624227340914.0,299469075325.0,0.4797436057294676,0.391868833396369,866454721272.0,-0.07587882040654259,-0.24092642909418704,41621017040.0,-0.33595487399028556,-0.26903573662617697,33820748068.0,-0.41720646257671823,-0.3514879951807025,38894252060.0,-0.5062655360138557,-0.6247710903285286,25220086627.0,2.6356429257313914,2.972815371118167,923696416239.0,0.04210718086183024,0.027303436695887837,0.048035997748270345,0.04505919510813697,0,0,38894252060.0,0.04210718086183024,721,2026-03-31,True,passed,721,0,0,4,2025,00216762,0.5299448720476001,0.5299448720476001,21.0,-0.26903573662617697,-0.15509928502663398,63.0,1.0,-0.15509928502663398,0.391868833396369,-0.7027348555203018,61.0,1.0,0.5621878844162415,0.04210718086183024,0.8087047404187413,13.0,1.0,0.20217618510468532,2.6356429257313914,0.5287994163112855,4.0,1.0,-0.07931991244669281,0,0.0,1.0,1.0,-0.0,0
004370,2025,4,202504,농심,00108241,CFS,,3822122467403.0,2831185859403.0,990936608000.0,0.3500076141977322,0.3001102325809008,2643159175243.0,0.021179218332737504,0.007989917142651626,129557482005.0,0.032563655191972796,0.2302629947081125,119440014612.0,-0.010398253192428042,-0.004326554224751478,69780606329.0,0.03518812317850473,0.1964841151425325,32359709160.0,0.5577645900482793,1.055028452054065,3822122467403.0,0.018257030465173324,0.008466423940096116,0.04901614825867953,0.03389673750904947,0,0,69780606329.0,0.018257030465173324,108,2026-03-31,True,passed,108,0,0,4,2025,00108241,0.5138542710215053,0.5138542710215053,22.0,0.2302629947081125,-0.15024877769258313,30.0,1.0,-0.15024877769258313,0.3001102325809008,-0.8525865651524536,73.0,1.0,0.6820692521219629,0.018257030465173324,0.025093502682155114,42.0,1.0,0.0062733756705387785,0.5577645900482793,0.16159719385608814,22.0,1.0,-0.02423957907841322,0,0.0,1.0,1.0,-0.0,0
003670,2025,4,202504,포스코퓨처엠,00155276,CFS,,9143896515830.0,4512079082909.0,4631817432921.0,1.0265372897530871,0.7063285679793946,2063899869084.0,-0.2568297131890379,-0.056218451457201724,-33842667016.0,51.35978732913881,51.84458929691228,-9927215216.0,-0.9568625673784168,-12.249109930432835,155108192327.0,0.7752437005178336,1.2540592291175574,294637115074.0,-0.4483743612245983,-0.5535305191676603,9143896515830.0,0.01696303015442872,0.03222227138768702,-0.016397436485627595,-0.0037011209561931564,0,0,155108192327.0,0.01696303015442872,282,2026-03-31,True,passed,282,0,0,4,2025,00155276,0.5005920206432907,0.5005920206432907,23.0,51.84458929691228,0.35116581152918613,4.0,1.0,0.35116581152918613,0.7063285679793946,-0.18918813162784834,45.0,1.0,0.15135050530227867,0.01696303015442872,-0.017421666751587236,45.0,1.0,-0.004355416687896809,-0.4483743612245983,-0.01620746999815122,69.0,1.0,0.002431120499722683,0,0.0,1.0,1.0,-0.0,0
000100,2025,4,202504,유한양행,00145109,CFS,,3220925833989.0,2362284335746.0,858641498243.0,0.3634793175614249,0.3100397545499756,1616624008341.0,0.10048795278101674,0.03283415723087746,82360675082.0,10.278660893749757,11.147973753510511,164149185534.0,7.365746399819077,8.195147978654143,7697210176.0,-0.8562202220002778,-0.7687977796952249,49682322071.0,0.12151475943680201,0.4261470250492835,3220925833989.0,0.002389750827161172,0.015424857519761715,0.05094609176720044,0.025570497219428143,0,0,7697210176.0,0.002389750827161172,212,2026-03-31,True,passed,212,0,0,4,2025,00145109,0.48817492203544677,0.48817492203544677,24.0,11.147973753510511,-0.04418715008720223,6.0,1.0,-0.04418715008720223,0.3100397545499756,-0.8363705828938726,71.0,1.0,0.6690964663150981,0.002389750827161172,-0.4962356474433754,70.0,1.0,-0.12405891186084385,0.12151475943680201,0.08450321554403555,35.0,1.0,-0.012675482331605332,0,0.0,1.0,1.0,-0.0,0
086450,2025,4,202504,동국제약,00114808,CFS,,1062896288305.0,763738526426.0,299157761879.0,0.3917018083125154,0.3305273207979428,700074244028.0,0.14524545502007014,0.04294453205105242,71756160074.0,0.23954591319599428,0.14069522479662422,51606547659.0,0.2560477661158598,0.12638640474170226,23533178247.0,-0.22992574155268353,-1.8758697277858536,14415964867.0,1.3500369940265977,1.7595822708492022,1062896288305.0,0.02214061569876055,0.013562908277710829,0.10249792887842629,0.06751002977762723,0,0,23533178247.0,0.02214061569876055,212,2026-03-31,True,passed,212,0,0,4,2025,00114808,0.48414249758492467,0.48414249758492467,25.0,0.14069522479662422,-0.15111889631613593,36.0,1.0,-0.15111889631613593,0.3305273207979428,-0.8029121735330541,68.0,1.0,0.6423297388264433,0.02214061569876055,0.15269106417063041,37.0,1.0,0.038172766042657603,1.3500369940265977,0.30160740645360185,13.0,1.0,-0.045241110968040274,0,0.0,1.0,1.0,-0.0,0
006650,2025,4,202504,대한유화,00260383,CFS,,2700325545731.0,2081469764215.0,618855781516.0,0.29731672885932775,0.26029807664722177,2437903246992.0,0.15140556935116423,-0.0032508680908487353,9819592852.0,-1.3137906016122283,-0.6996933619602632,13543664868.0,0.15191864730397153,1.4053980128315837,25506610014.0,-0.6391303472587493,-1.6492361225343688,34553173647.0,1.3015173002164135,0.45552664669718945,2700325545731.0,0.00944575369970629,0.012795928884065782,0.004027884561914373,0.003636447785906405,0,0,25506610014.0,0.00944575369970629,20111,2026-03-31,True,passed,20111,0,0,4,2025,00260383,0.4647437804119302,0.4647437804119302,26.0,-0.6996933619602632,-0.15928296873951994,77.0,1.0,-0.15928296873951994,0.26029807664722177,-0.9176041174885167,76.0,1.0,0.7340832939908134,0.00944575369970629,-0.26440636953647323,58.0,1.0,-0.06610159238411831,1.3015173002164135,0.29303301636829976,16.0,1.0,-0.043954952455244965,0,0.0,1.0,1.0,-0.0,0
035420,2025,4,202504,NAVER,00266961,CFS,,41084496327318.0,28953013365595.0,12131482961723.0,0.4190058840693555,0.34995654480028476,8896952649474.0,0.10904673018835376,-0.0012331723181531196,1637491557549.0,0.12620259205906215,-0.18530916630851646,1084022588790.0,-0.22674678921371105,-1.4561902995968175,944516558325.0,0.08746057351627812,-0.39913590614283767,566670502186.0,1.6057055938824991,0.6327419109075343,41084496327318.0,0.02298961026076812,0.013792806358665474,0.18405083426467497,0.03985667840499228,0,0,944516558325.0,0.02298961026076812,63120,2026-03-31,True,passed,63120,0,0,4,2025,00266961,0.4557877680091605,0.4557877680091605,27.0,-0.18530916630851646,-0.15428591155321164,61.0,1.0,-0.15428591155321164,0.34995654480028476,-0.7711821514130331,66.0,1.0,0.6169457211304266,0.02298961026076812,0.18058529831598977,33.0,1.0,0.04514632457899744,1.6057055938824991,0.3467891076470124,10.0,1.0,-0.05201836614705185,0,0.0,1.0,1.0,-0.0,0
090360,2025,4,202504,로보스타,00536523,CFS,,109142421219.0,86810119833.0,22332301386.0,0.2572545853981254,0.22893044322822984,58390181902.0,-0.19018439074119053,-0.16748190061520296,-4556474287.0,-3.0828775701178897,-3.80063488198547,-4664381669.0,-2.040183962773927,-13.814868556326394,-1593430905.0,-1.9024208698789353,-1.106103173977836,,,,109142421219.0,-0.014599556132282398,,-0.07803493906984951,-0.04174796780307077,0,1,-1593430905.0,-0.014599556132282398,29280,2026-03-31,True,passed,29280,1,0,4,2025,00536523,0.4188223177153195,0.4188223177153195,28.0,-3.80063488198547,-0.18940749868805418,87.0,1.0,-0.18940749868805418,0.22893044322822984,-0.9688308521289405,79.0,1.0,0.7750646817031525,-0.014599556132282398,-1.0544296895506513,81.0,0.6,-0.1581644534325977,,0.057802745781207185,44.0,1.0,-0.008670411867181078,0,0.0,1.0,0.6,-0.0,0
