ticker,name,industry4,group_value,year,quarter,rebalance_month,rebalance_month_end,hold_start_month,hold_end_month,w,score,score_adj,score_rank,current_price,price_date,CFO_isnull,CFO_warn,OpIncome_acc2__raw,OpIncome_acc2__contrib,Revenue_acc2__raw,Revenue_acc2__contrib,Debt_to_Equity_log__raw,Debt_to_Equity_log__contrib,Quality_CFO_to_Assets__raw,Quality_CFO_to_Assets__contrib,CFO_isnull__raw,CFO_isnull__contrib,stock_forward_ret_to_next_rebalance,portfolio_gross_ret_to_next_rebalance,portfolio_net_ret_to_next_rebalance,corp_code,score_total,OpIncome_acc2__z,OpIncome_acc2__rank,OpIncome_acc2__mult,Revenue_acc2__z,Revenue_acc2__rank,Revenue_acc2__mult,Debt_to_Equity_log__z,Debt_to_Equity_log__rank,Debt_to_Equity_log__mult,Quality_CFO_to_Assets__z,Quality_CFO_to_Assets__rank,Quality_CFO_to_Assets__mult,CFO_isnull__z,CFO_isnull__rank,CFO_isnull__mult
115180,큐리언트,70113,70113,2016,2,2016-08-31,2016-08-31,2016-08-31,2016-10-31,0.1,0.5232145375449144,0.5232145375449144,1.0,17820,2016-08-31,1,0,,0.0,,0.0,0.04445103076835381,0.5232145375449144,,0.0,1,-0.0,-0.3703081480171537,-0.13517757544769937,-0.13571519662890763,01042650,0.5232145375449144,0.0,1.0,1.0,0.0,1.0,1.0,-1.4948986786997556,285.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
214370,케어젠,211,211,2016,2,2016-08-31,2016-08-31,2016-08-31,2016-10-31,0.1,0.5232145375449144,0.5232145375449144,1.0,19152,2016-08-31,1,0,,0.0,,0.0,0.04445103076835381,0.5232145375449144,,0.0,1,-0.0,-0.3129992737835876,-0.13517757544769937,-0.13571519662890763,00549891,0.5232145375449144,0.0,1.0,1.0,0.0,1.0,1.0,-1.4948986786997556,285.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
192080,더블유게임즈,5821,5821,2016,2,2016-08-31,2016-08-31,2016-08-31,2016-10-31,0.1,0.5232145375449144,0.5232145375449144,1.0,31968,2016-08-31,1,0,,0.0,,0.0,0.04445103076835381,0.5232145375449144,,0.0,1,-0.0,-0.06085598250546709,-0.13517757544769937,-0.13571519662890763,01010110,0.5232145375449144,0.0,1.0,1.0,0.0,1.0,1.0,-1.4948986786997556,285.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
214450,파마리서치,213,213,2016,2,2016-08-31,2016-08-31,2016-08-31,2016-10-31,0.1,0.522184342573864,0.522184342573864,4.0,49550,2016-08-31,1,0,,0.0,,0.0,0.04566863094355016,0.522184342573864,,0.0,1,-0.0,-0.23471223021582732,-0.13517757544769937,-0.13571519662890763,00970453,0.522184342573864,0.0,1.0,1.0,0.0,1.0,1.0,-1.4919552644967544,284.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
196170,알테오젠,70113,70113,2016,2,2016-08-31,2016-08-31,2016-08-31,2016-10-31,0.1,0.5190892026169251,0.5190892026169251,5.0,5499,2016-08-31,1,0,,0.0,,0.0,0.04932681513171719,0.5190892026169251,,0.0,1,-0.0,-0.3396581464638544,-0.13517757544769937,-0.13571519662890763,00989619,0.5190892026169251,0.0,1.0,1.0,0.0,1.0,1.0,-1.483112007476929,283.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
145020,휴젤,211,211,2016,2,2016-08-31,2016-08-31,2016-08-31,2016-10-31,0.1,0.5087903297230755,0.5087903297230755,6.0,142646,2016-08-31,1,0,,0.0,,0.0,0.06149918035602988,0.5087903297230755,,0.0,1,-0.0,-0.020278250090041805,-0.13517757544769937,-0.13571519662890763,00888347,0.5087903297230755,0.0,1.0,1.0,0.0,1.0,1.0,-1.4536866563516444,282.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
000240,한국앤컴퍼니,64992,64992,2016,2,2016-08-31,2016-08-31,2016-08-31,2016-10-31,0.1,0.4998789831046859,0.4998789831046859,7.0,21400,2016-08-31,1,0,,0.0,,0.0,0.07203161111787185,0.4998789831046859,,0.0,1,-0.0,0.04842615012106544,-0.13517757544769937,-0.13571519662890763,00160047,0.4998789831046859,0.0,1.0,1.0,0.0,1.0,1.0,-1.4282256660133885,281.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
121600,나노신소재,2049,2049,2016,2,2016-08-31,2016-08-31,2016-08-31,2016-10-31,0.1,0.4926885920618614,0.4926885920618614,8.0,17850,2016-08-31,1,0,,0.0,,0.0,0.08053002320441731,0.4926885920618614,,0.0,1,-0.0,-0.021276595744680993,-0.13517757544769937,-0.13571519662890763,00439965,0.4926885920618614,0.0,1.0,1.0,0.0,1.0,1.0,-1.4076816916053183,280.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
058470,리노공업,2629,2629,2016,2,2016-08-31,2016-08-31,2016-08-31,,0.1,0.4874704074644968,0.4874704074644968,9.0,8259,2016-08-31,1,0,,0.0,,0.0,0.08669746010568605,0.4874704074644968,,0.0,1,-0.0,,-0.13517757544769937,-0.13571519662890763,00369657,0.4874704074644968,0.0,1.0,1.0,0.0,1.0,1.0,-1.3927725927557053,279.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
213420,덕산네오룩스,262,262,2016,2,2016-08-31,2016-08-31,2016-08-31,2016-10-31,0.1,0.48475451183684626,0.48475451183684626,10.0,14128,2016-08-31,1,0,,0.0,,0.0,0.08990741073150832,0.48475451183684626,,0.0,1,-0.0,-0.031202884300229328,-0.13517757544769937,-0.13571519662890763,01061558,0.48475451183684626,0.0,1.0,1.0,0.0,1.0,1.0,-1.385012890962418,278.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
192080,더블유게임즈,5821,5821,2016,3,2016-11-30,2016-11-30,2016-11-30,2017-02-28,0.1,0.5279500624014185,0.5279500624014185,1.0,26887,2016-11-30,1,0,,0.0,,0.0,0.04378522505840827,0.5279500624014185,,0.0,1,-0.0,0.17324196660235502,-0.057487858877782294,-0.05808885842462341,01010110,0.5279500624014185,0.0,1.0,1.0,0.0,1.0,1.0,-1.5084287497183388,286.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
214370,케어젠,211,211,2016,3,2016-11-30,2016-11-30,2016-11-30,2017-02-28,0.1,0.5279500624014185,0.5279500624014185,1.0,11776,2016-11-30,1,0,,0.0,,0.0,0.04378522505840827,0.5279500624014185,,0.0,1,-0.0,-0.2695560253699786,-0.057487858877782294,-0.05808885842462341,00549891,0.5279500624014185,0.0,1.0,1.0,0.0,1.0,1.0,-1.5084287497183388,286.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
196170,알테오젠,70113,70113,2016,3,2016-11-30,2016-11-30,2016-11-30,2017-02-28,0.1,0.5279500624014185,0.5279500624014185,1.0,4240,2016-11-30,1,0,,0.0,,0.0,0.04378522505840827,0.5279500624014185,,0.0,1,-0.0,-0.04773213013535971,-0.057487858877782294,-0.05808885842462341,00989619,0.5279500624014185,0.0,1.0,1.0,0.0,1.0,1.0,-1.5084287497183388,286.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
214450,파마리서치,213,213,2016,3,2016-11-30,2016-11-30,2016-11-30,2017-02-28,0.1,0.5270102229932303,0.5270102229932303,4.0,40450,2016-11-30,1,0,,0.0,,0.0,0.044871413976505056,0.5270102229932303,,0.0,1,-0.0,-0.11398354876615746,-0.057487858877782294,-0.05808885842462341,00970453,0.5270102229932303,0.0,1.0,1.0,0.0,1.0,1.0,-1.5057434942663723,285.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
115180,큐리언트,70113,70113,2016,3,2016-11-30,2016-11-30,2016-11-30,2017-02-28,0.1,0.5131012055988862,0.5131012055988862,5.0,15185,2016-11-30,1,0,,0.0,,0.0,0.06094630977649601,0.5131012055988862,,0.0,1,-0.0,-0.2736782981113529,-0.057487858877782294,-0.05808885842462341,01042650,0.5131012055988862,0.0,1.0,1.0,0.0,1.0,1.0,-1.4660034445682462,284.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
000240,한국앤컴퍼니,64992,64992,2016,3,2016-11-30,2016-11-30,2016-11-30,2017-02-28,0.1,0.5072322427933904,0.5072322427933904,6.0,20650,2016-11-30,1,0,,0.0,,0.0,0.06772917321519796,0.5072322427933904,,0.0,1,-0.0,-0.05311778290993063,-0.057487858877782294,-0.05808885842462341,00160047,0.5072322427933904,0.0,1.0,1.0,0.0,1.0,1.0,-1.4492349794096868,283.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
145020,휴젤,211,211,2016,3,2016-11-30,2016-11-30,2016-11-30,2017-02-28,0.1,0.4966293531976179,0.4966293531976179,7.0,94563,2016-11-30,1,0,,0.0,,0.0,0.07998311902593205,0.4966293531976179,,0.0,1,-0.0,0.07463579782504626,-0.057487858877782294,-0.05808885842462341,00888347,0.4966293531976179,0.0,1.0,1.0,0.0,1.0,1.0,-1.4189410091360513,282.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
213420,덕산네오룩스,262,262,2016,3,2016-11-30,2016-11-30,2016-11-30,2017-02-28,0.1,0.49576954281802976,0.49576954281802976,8.0,14880,2016-11-30,1,0,,0.0,,0.0,0.08097681698947402,0.49576954281802976,,0.0,1,-0.0,-0.16611408079031054,-0.057487858877782294,-0.05808885842462341,01061558,0.49576954281802976,0.0,1.0,1.0,0.0,1.0,1.0,-1.4164844080515138,281.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
023160,태광,2413,2413,2016,3,2016-11-30,2016-11-30,2016-11-30,2017-02-28,0.1,0.4892139994031548,0.4892139994031548,9.0,8160,2016-11-30,1,0,,0.0,,0.0,0.08855317370244227,0.4892139994031548,,0.0,1,-0.0,0.10874704491725762,-0.057487858877782294,-0.05808885842462341,00153375,0.4892139994031548,0.0,1.0,1.0,0.0,1.0,1.0,-1.3977542840090138,280.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
026960,동서,4632,4632,2016,3,2016-11-30,2016-11-30,2016-11-30,2017-02-28,0.1,0.4796221789766662,0.4796221789766662,10.0,26600,2016-11-30,1,0,,0.0,,0.0,0.09963860910859303,0.4796221789766662,,0.0,1,-0.0,-0.06077348066298327,-0.057487858877782294,-0.05808885842462341,00144395,0.4796221789766662,0.0,1.0,1.0,0.0,1.0,1.0,-1.370349082790475,279.0,1.0,0.0,1.0,0.30000000000000004,0.0,1.0,0.30000000000000004
058470,리노공업,2629,2629,2016,4,2017-03-31,2017-03-31,2017-03-31,,0.1,0.6612806007351308,0.6612806007351308,1.0,8379,2017-03-31,0,0,,0.0,,0.0,0.07568722203657165,0.4841732487442347,0.19181721933829438,0.16702284681937743,0,0.010084505171518703,,0.13195156243823392,0.12992616244265265,00369657,0.6612806007351308,0.0,1.0,1.0,0.0,1.0,1.0,-1.383352139269242,291.0,1.0,1.6702284681937742,5.0,1.0,-0.10084505171518701,4.0,1.0
145020,휴젤,211,211,2016,4,2017-03-31,2017-03-31,2017-03-31,2017-04-30,0.1,0.6156831626412739,0.6156831626412739,2.0,125868,2017-03-31,0,0,,0.0,,0.0,0.07170087624479107,0.4873682569794091,0.15338123895658587,0.11823040049034605,0,0.010084505171518703,0.26423650336520876,0.13195156243823392,0.12992616244265265,00888347,0.6156831626412739,0.0,1.0,1.0,0.0,1.0,1.0,-1.3924807342268832,293.0,1.0,1.1823040049034605,31.0,1.0,-0.10084505171518701,4.0,1.0
