ticker,name,industry4,group_value,year,quarter,rebalance_month,rebalance_month_end,hold_start_month,hold_end_month,w,score,score_adj,score_rank,current_price,price_date,CFO_isnull,CFO_warn,OpIncome_acc2__raw,OpIncome_acc2__contrib,Revenue_acc2__raw,Revenue_acc2__contrib,Debt_to_Equity_log__raw,Debt_to_Equity_log__contrib,Quality_CFO_to_Assets__raw,Quality_CFO_to_Assets__contrib,CFO_isnull__raw,CFO_isnull__contrib,stock_forward_ret_to_next_rebalance,portfolio_gross_ret_to_next_rebalance,portfolio_net_ret_to_next_rebalance,corp_code,score_total,OpIncome_acc2__z,OpIncome_acc2__rank,OpIncome_acc2__mult,Revenue_acc2__z,Revenue_acc2__rank,Revenue_acc2__mult,Debt_to_Equity_log__z,Debt_to_Equity_log__rank,Debt_to_Equity_log__mult,Quality_CFO_to_Assets__z,Quality_CFO_to_Assets__rank,Quality_CFO_to_Assets__mult,CFO_isnull__z,CFO_isnull__rank,CFO_isnull__mult
001800,오리온홀딩스,649,649,2019,2,2019-08-31,2019-08-31,2019-08-31,2019-10-31,0.1,2.8205773989099283,2.8205773989099283,7.0,15700,2019-08-30,0,0,5.55051547346878,1.1695887840875203,1.3616375221011079,1.2648784751044826,0.2631196524628776,0.328061205055373,0.0812480676163307,0.03360337783497138,0,0.024445556827580858,0.009584664536741005,0.039449681086549004,0.03651594835113836,00117577,2.8205773989099283,1.1695887840875203,15.0,1.0,5.05951390041793,1.0,1.0,-0.9373177287296373,277.0,1.0,0.3360337783497138,108.0,1.0,-0.24445556827580858,20.0,1.0
100090,SK오션플랜트,2413,2413,2019,2,2019-08-31,2019-08-31,2019-08-31,2019-10-31,0.1,2.1844425030192984,2.1844425030192984,8.0,4215,2019-08-30,0,0,8.062153980768773,1.7063812265928036,0.8330394458092083,0.7931133370610798,1.0084782520903055,-0.27551217803736194,0.008623905938353226,-0.06398543942480374,0,0.024445556827580858,-0.021978021978022122,0.039449681086549004,0.03651594835113836,00480367,2.1844425030192984,1.7063812265928036,9.0,1.0,3.172453348244319,5.0,1.0,0.7871776515353199,61.0,1.0,-0.6398543942480374,272.0,1.0,-0.24445556827580858,20.0,1.0
090460,비에이치,2622,2622,2019,2,2019-08-31,2019-08-31,2019-08-31,2019-10-31,0.1,2.030712384591054,2.030712384591054,9.0,15700,2019-08-30,0,0,11.211621510947676,2.3794917730357383,-0.709754413305713,-0.5838049503144938,0.727249294631349,-0.04777976391885315,0.24850846635496154,0.25835976896108154,0,0.024445556827580858,0.24184782608695654,0.039449681086549004,0.03651594835113836,00447609,2.030712384591054,2.3794917730357383,7.0,1.0,-2.335219801257975,329.0,1.0,0.13651361119672328,136.0,1.0,2.5835976896108153,6.0,1.0,-0.24445556827580858,20.0,1.0
003850,보령,212,212,2019,2,2019-08-31,2019-08-31,2019-08-31,2019-10-31,0.1,1.7077795764527541,1.7077795764527541,10.0,9249,2019-08-30,0,0,6.907110529034524,1.4595230127797498,0.06752907867417379,0.10990785406252228,0.5874807859459318,0.0654013970407866,0.09233522120881488,0.048501755742114884,0,0.024445556827580858,0.1494657876790182,0.039449681086549004,0.03651594835113836,00123143,1.7077795764527541,1.4595230127797498,10.0,1.0,0.4396314162500891,55.0,1.0,-0.18686113440224744,180.0,1.0,0.4850175574211488,86.0,1.0,-0.24445556827580858,20.0,1.0
001800,오리온홀딩스,649,649,2019,3,2019-11-30,2019-11-30,2019-11-30,2020-02-29,0.1,2.4866546254266044,2.4866546254266044,1.0,17400,2019-11-29,0,0,5.5595790506109735,0.6422909332558735,1.8293041017661844,1.4874133616633474,0.26875581530866016,0.31608619452306774,0.07249432189582158,0.01784949737093652,0,0.023014638613379337,-0.09810126582278489,0.13524541837233794,0.1330382948868467,00117577,2.4866546254266044,0.6422909332558735,12.0,1.0,5.9496534466533895,1.0,1.0,-0.9031034129230507,272.0,1.0,0.17849497370936518,132.0,1.0,-0.23014638613379335,18.0,1.0
124500,아이티센글로벌,62021,62021,2019,3,2019-11-30,2019-11-30,2019-11-30,2020-02-29,0.1,1.9027119225496514,1.9027119225496514,2.0,7210,2019-11-29,0,1,11.26425518031318,1.1923914542017042,1.0991529534023563,0.8988932941365291,0.8464751707236414,-0.1451741781130604,-0.01677434081154172,-0.05720743084354895,0,0.013808783168027602,0.32586786114221744,0.13524541837233794,0.1330382948868467,00620868,1.9027119225496514,1.1923914542017042,1.0,1.0,3.5955731765461163,6.0,1.0,0.41478336603731547,95.0,1.0,-0.9534571807258159,297.0,0.6,-0.23014638613379335,18.0,0.6
009540,HD한국조선해양,64992,64992,2019,3,2019-11-30,2019-11-30,2019-11-30,2020-02-29,0.1,1.6870110822944024,1.6870110822944024,3.0,120000,2019-11-29,0,1,10.475323040926035,1.1163149213713588,0.4722753930044563,0.3936143186762529,0.3799339871829411,0.2273197640632506,-0.025763720413533576,-0.06404670498448733,0,0.013808783168027602,-0.14754098360655743,0.13524541837233794,0.1330382948868467,00164830,1.6870110822944024,1.1163149213713588,4.0,1.0,1.5744572747050116,13.0,1.0,-0.6494850401807161,235.0,1.0,-1.067445083074789,303.0,0.6,-0.23014638613379335,18.0,0.6
200710,에이디테크놀로지,2611,2611,2019,3,2019-11-30,2019-11-30,2019-11-30,2020-02-29,0.1,1.6039151804423397,1.6039151804423397,4.0,11785,2019-11-29,0,1,5.946207228903516,0.6795733937243467,1.2900642495872443,1.0527725685499647,0.6917692100677411,-0.021654464964601994,-0.10007644494050684,-0.12058510003539719,0,0.013808783168027602,0.7573461070994496,0.13524541837233794,0.1330382948868467,00657002,1.6039151804423397,0.6795733937243467,11.0,1.0,4.211090274199859,4.0,1.0,0.061869899898862844,141.0,1.0,-2.00975166725662,329.0,0.6,-0.23014638613379335,18.0,0.6
112610,씨에스윈드,2511,2511,2019,3,2019-11-30,2019-11-30,2019-11-30,2020-02-29,0.1,1.5258790798806214,1.5258790798806214,5.0,16773,2019-11-29,0,0,9.331025440398651,1.0059705842249067,0.5880411138945708,0.48692438198055954,0.7208025264522326,-0.04483512908611763,0.1016380710309858,0.05480460414789338,0,0.023014638613379337,0.08882003614768896,0.13524541837233794,0.1330382948868467,00670340,1.5258790798806214,1.0059705842249067,7.0,1.0,1.9476975279222382,11.0,1.0,0.12810036881747894,134.0,1.0,0.5480460414789338,85.0,1.0,-0.23014638613379335,18.0,1.0
060280,큐렉소,47812,47812,2019,3,2019-11-30,2019-11-30,2019-11-30,2020-02-29,0.1,1.5097007903835706,1.5097007903835706,6.0,4710,2019-11-29,0,1,11.26425518031318,1.1923914542017042,-0.09026181776531028,-0.0598047275177339,0.06352349310577994,0.47994696278186927,-0.09489331020003425,-0.11664168225029677,0,0.013808783168027602,-0.1666666666666664,0.13524541837233794,0.1330382948868467,00356802,1.5097007903835706,1.1923914542017042,1.0,1.0,-0.2392189100709356,250.0,1.0,-1.3712770365196265,334.0,1.0,-1.9440280375049461,327.0,0.6,-0.23014638613379335,18.0,0.6
131290,티에스이,27212,27212,2019,3,2019-11-30,2019-11-30,2019-11-30,2020-02-29,0.1,1.4009145086851558,1.4009145086851558,7.0,8650,2019-11-29,0,0,9.543980517141298,1.026505790078969,-0.0656269675174368,-0.0399484227459344,0.2414532640869198,0.3378849880590933,0.10057572157649504,0.05345751467964859,0,0.023014638613379337,0.576971214017522,0.13524541837233794,0.1330382948868467,00372226,1.4009145086851558,1.026505790078969,6.0,1.0,-0.1597936909837376,232.0,1.0,-0.965385680168838,279.0,1.0,0.5345751467964859,90.0,1.0,-0.23014638613379335,18.0,1.0
100090,SK오션플랜트,2413,2413,2019,3,2019-11-30,2019-11-30,2019-11-30,2020-02-29,0.1,1.2204415211476425,1.2204415211476425,8.0,4620,2019-11-29,0,0,4.686623960757901,0.5581120879064956,1.1994900528597188,0.9797675031005445,1.0530077941055966,-0.31007312762851813,0.03445962847693234,-0.030379580844258958,0,0.023014638613379337,-0.062421972534332015,0.13524541837233794,0.1330382948868467,00480367,1.2204415211476425,0.5581120879064956,16.0,1.0,3.919070012402178,5.0,1.0,0.8859232217957662,53.0,1.0,-0.3037958084425896,226.0,1.0,-0.23014638613379335,18.0,1.0
039200,오스코텍,212,212,2019,3,2019-11-30,2019-11-30,2019-11-30,2020-02-29,0.1,1.1531748668388953,1.1531748668388953,9.0,21915,2019-11-29,0,0,-6.59987903941662,-0.5302426300285241,1.8293041017661844,1.4874133616633474,0.49339091794526696,0.13673393606378811,0.08700981742452096,0.0362555605269047,0,0.023014638613379337,-0.04480383055650561,0.13524541837233794,0.1330382948868467,00263654,1.1531748668388953,-0.5302426300285241,329.0,1.0,5.9496534466533895,1.0,1.0,-0.3906683887536804,207.0,1.0,0.36255560526904695,112.0,1.0,-0.23014638613379335,18.0,1.0
005090,SGC에너지,351,351,2019,3,2019-11-30,2019-11-30,2019-11-30,2020-02-29,0.1,1.1022215670384767,1.1022215670384767,10.0,30100,2019-11-29,0,0,11.26425518031318,1.1923914542017042,0.06987059811253227,0.06926600039503095,0.8653800681319793,-0.16026815054359114,0.04092415566319171,-0.0221823756280465,0,0.023014638613379337,-0.04599659284497448,0.13524541837233794,0.1330382948868467,00125150,1.1022215670384767,1.1923914542017042,1.0,1.0,0.2770640015801238,66.0,1.0,0.4579090015531176,89.0,1.0,-0.221823756280465,217.0,1.0,-0.23014638613379335,18.0,1.0
034230,파라다이스,91249,91249,2019,4,2020-03-31,2020-03-31,2020-03-31,2020-04-30,0.1,3.065468139479812,3.065468139479812,1.0,12950,2020-03-31,0,0,21.406492466230368,2.9695452256044903,0.06454780098736856,0.06852708442155811,,0.045237476227875356,0.04518297715260041,-0.025477714710146794,0,0.007636067936034347,-0.03963414634146334,-0.06760962163594497,-0.07003225042439687,00171265,3.065468139479812,2.9695452256044903,1.0,1.0,0.27410833768623244,88.0,1.0,-0.1292499320796439,172.0,1.0,-0.2547771471014679,221.0,1.0,-0.07636067936034346,3.0,1.0
009540,HD한국조선해양,64992,64992,2019,4,2020-03-31,2020-03-31,2020-03-31,2020-04-30,0.1,3.05129612978413,3.05129612978413,2.0,78600,2020-03-31,0,1,21.406492466230368,2.9695452256044903,0.3090664965084199,0.14995390757037158,0.6618231196809051,0.018189529937085717,-0.058435320747117346,-0.09097417408943873,0,0.004581640761620608,-0.20480769230769236,-0.06760962163594497,-0.07003225042439687,00164830,3.05129612978413,2.9695452256044903,1.0,1.0,0.5998156302814863,27.0,1.0,-0.05197008553453063,163.0,1.0,-1.5162362348239786,323.0,0.6,-0.07636067936034346,3.0,0.6
038500,삼표시멘트,239,239,2019,4,2020-03-31,2020-03-31,2020-03-31,2020-04-30,0.1,3.01043064501545,3.01043064501545,3.0,2500,2020-03-31,0,0,21.406492466230368,2.9695452256044903,0.17571239038507735,0.10554584628763555,0.7516682133745437,-0.051865883428020905,0.04932874978207238,-0.020430611384689733,0,0.007636067936034347,0.14729950900163646,-0.06760962163594497,-0.07003225042439687,00239639,3.01043064501545,2.9695452256044903,1.0,1.0,0.4221833851505422,40.0,1.0,0.14818823836577402,132.0,1.0,-0.2043061138468973,209.0,1.0,-0.07636067936034346,3.0,1.0
011210,현대위아,303,303,2019,4,2020-03-31,2020-03-31,2020-03-31,2020-04-30,0.1,2.711338175601701,2.711338175601701,4.0,26800,2020-03-31,0,0,19.96194957973474,2.776094835067001,-0.12430488386450889,0.005637520342035508,0.7843854409288519,-0.07737666878367801,0.06557392536747866,-0.0006535789596913323,0,0.007636067936034347,-0.14564369310793235,-0.06760962163594497,-0.07003225042439687,00106623,2.711338175601701,2.776094835067001,5.0,1.0,0.02255008136814203,248.0,1.0,0.22107619652479432,125.0,1.0,-0.006535789596913323,170.0,1.0,-0.07636067936034346,3.0,1.0
200710,에이디테크놀로지,2611,2611,2019,4,2020-03-31,2020-03-31,2020-03-31,2020-04-30,0.1,2.6859275926874107,2.6859275926874107,5.0,21049,2020-03-31,0,0,21.406492466230368,2.9695452256044903,-1.375988215718189,-0.4111837664065378,0.6815124022831167,0.0028370963777894433,0.16229285204608582,0.11709296917563419,0,0.007636067936034347,-0.0727827502034174,-0.06760962163594497,-0.07003225042439687,00657002,2.6859275926874107,2.9695452256044903,1.0,1.0,-1.6447350656261512,334.0,1.0,-0.008105989650826982,156.0,1.0,1.1709296917563419,29.0,1.0,-0.07636067936034346,3.0,1.0
082270,젬백스,29271,29271,2019,4,2020-03-31,2020-03-31,2020-03-31,2020-04-30,0.1,1.821635789399698,1.821635789399698,6.0,23650,2020-03-31,0,1,12.205031870593109,1.7373034123762385,-0.08358778538939848,0.01919666341533151,0.541471376655372,0.11203206223622873,-0.004363974954651105,-0.0514779893897215,0,0.004581640761620608,-0.19090909090909092,-0.06760962163594497,-0.07003225042439687,00492894,1.821635789399698,1.7373034123762385,6.0,1.0,0.07678665366132605,231.0,1.0,-0.32009160638922496,196.0,1.0,-0.8579664898286916,293.0,0.6,-0.07636067936034346,3.0,0.6
005850,에스엘,303,303,2019,4,2020-03-31,2020-03-31,2020-03-31,2020-04-30,0.1,1.6169399558843494,1.6169399558843494,7.0,10522,2020-03-31,0,1,9.453230364936209,1.368787474962712,0.34176916769648735,0.1608441776073934,0.5002220347357524,0.14419564046200534,-0.01804190863767316,-0.06146897790938198,0,0.004581640761620608,-0.11666806055030521,-0.06760962163594497,-0.07003225042439687,00125521,1.6169399558843494,1.368787474962712,7.0,1.0,0.6433767104295736,24.0,1.0,-0.4119875441771581,208.0,1.0,-1.0244829651563663,302.0,0.6,-0.07636067936034346,3.0,0.6
060280,큐렉소,47812,47812,2019,4,2020-03-31,2020-03-31,2020-03-31,2020-04-30,0.1,1.5814275421828399,1.5814275421828399,8.0,3700,2020-03-31,0,1,8.030841170780684,1.1783038640723382,0.002587414040164493,0.047893744057006395,0.07262762805109947,0.47760619947422034,-0.10769802385861503,-0.12695790618234581,0,0.004581640761620608,-0.06021505376344094,-0.06760962163594497,-0.07003225042439687,00356802,1.5814275421828399,1.1783038640723382,8.0,1.0,0.19157497622802558,143.0,1.0,-1.3645891413549154,341.0,1.0,-2.115965103039097,334.0,0.6,-0.07636067936034346,3.0,0.6
025320,시노펙스,2629,2629,2019,4,2020-03-31,2020-03-31,2020-03-31,2020-04-30,0.1,1.111395498729004,1.111395498729004,9.0,1787,2020-03-31,0,0,4.80735816272912,0.7466212517884537,0.39943719545217127,0.18004812554027722,0.6197314740997151,0.05100988226998797,0.16967508572384427,0.12608017119425077,0,0.007636067936034347,0.20981661272923402,-0.06760962163594497,-0.07003225042439687,00203023,1.111395498729004,0.7466212517884537,12.0,1.0,0.7201925021611089,22.0,1.0,-0.1457425207713942,176.0,1.0,1.2608017119425077,26.0,1.0,-0.07636067936034346,3.0,1.0
112040,위메이드,5821,5821,2019,4,2020-03-31,2020-03-31,2020-03-31,2020-04-30,0.1,1.1089377230176969,1.1089377230176969,10.0,10154,2020-03-31,0,1,6.310021378107103,0.9478550044023257,-0.2654518796135945,-0.04136564003535839,0.2330920611360199,0.35248637681040884,-0.1455677120055919,-0.1546196589213,0,0.004581640761620608,-0.21689826953329827,-0.06760962163594497,-0.07003225042439687,00444329,1.1089377230176969,0.9478550044023257,9.0,1.0,-0.16546256014143357,288.0,1.0,-1.0071039337440253,293.0,1.0,-2.576994315355,339.0,0.6,-0.07636067936034346,3.0,0.6
004800,효성,649,649,2020,1,2020-05-31,2020-05-31,2020-05-31,2020-07-31,0.1,3.5358140483060745,3.5358140483060745,1.0,51843,2020-05-29,0,0,9.366648410356914,2.1587670251165556,1.9455461428269956,1.3468380509238234,,0.041059019287822,0.033600638183215105,-0.030639123094351756,0,0.019789076072225145,-0.021480778887463026,0.3460294779932884,0.343498446675762,00117188,3.5358140483060745,2.1587670251165556,8.0,1.0,5.387352203695293,1.0,1.0,-0.11731148367949143,170.0,1.0,-0.30639123094351756,233.0,1.0,-0.19789076072225142,14.0,1.0
017960,한국카본,2512,2512,2020,1,2020-05-31,2020-05-31,2020-05-31,2020-07-31,0.1,3.452618923572102,3.452618923572102,2.0,8170,2020-05-29,0,0,11.716832935473136,2.6870662034130004,0.5402301252608338,0.3749652791009768,0.26264335514392967,0.33999225606389555,0.08214272421479318,0.030806108922004152,0,0.019789076072225145,0.2104499274310596,0.3460294779932884,0.343498446675762,00159795,3.452618923572102,2.6870662034130004,1.0,1.0,1.4998611164039073,17.0,1.0,-0.9714064458968444,288.0,1.0,0.3080610892200415,118.0,1.0,-0.19789076072225142,14.0,1.0
005850,에스엘,303,303,2020,1,2020-05-31,2020-05-31,2020-05-31,2020-07-31,0.1,3.0629138159036313,3.0629138159036313,3.0,11000,2020-05-29,0,1,11.716832935473136,2.6870662034130004,0.390186026420283,0.27119945531966355,0.5090709206679513,0.14567857494882416,-0.011851538362162914,-0.052903863421191896,0,0.011873445643335086,0.07934103389509573,0.3460294779932884,0.343498446675762,00125521,3.0629138159036313,2.6870662034130004,1.0,1.0,1.0847978212786542,28.0,1.0,-0.41622449985378335,209.0,1.0,-0.881731057019865,299.0,0.6,-0.19789076072225142,14.0,0.6
131290,티에스이,27212,27212,2020,1,2020-05-31,2020-05-31,2020-05-31,2020-07-31,0.1,3.042104791085758,3.042104791085758,4.0,18250,2020-05-29,0,0,10.167550479352057,2.3388022097687617,0.49345866180781695,0.3426195922518234,0.3388966650889321,0.27986480513885875,0.10601906687231656,0.06102910785408869,0,0.019789076072225145,2.2771084337349405,0.3460294779932884,0.343498446675762,00372226,3.042104791085758,2.3388022097687617,7.0,1.0,1.3704783690072937,20.0,1.0,-0.7996137289681678,257.0,1.0,0.6102910785408868,73.0,1.0,-0.19789076072225142,14.0,1.0
025320,시노펙스,2629,2629,2020,1,2020-05-31,2020-05-31,2020-05-31,2020-07-31,0.1,3.0364103932564324,3.0364103932564324,5.0,2480,2020-05-29,0,0,10.575254674204901,2.430450243711169,0.4406328589525632,0.3060869129092672,0.5753617869914385,0.0934067350179612,0.20528195915810116,0.18667742554580977,0,0.019789076072225145,0.6781096745430228,0.3460294779932884,0.343498446675762,00203023,3.0364103932564324,2.430450243711169,6.0,1.0,1.2243476516370688,23.0,1.0,-0.26687638576560346,191.0,1.0,1.8667742554580975,14.0,1.0,-0.19789076072225142,14.0,1.0
082270,젬백스,29271,29271,2020,1,2020-05-31,2020-05-31,2020-05-31,2020-07-31,0.1,3.0001751958501757,3.0001751958501757,6.0,22700,2020-05-29,0,0,11.521128398938059,2.6430736808108635,-0.03461734444719833,-0.022581320224105292,0.18953883923972972,0.3976368120261045,0.02798849290664122,-0.03774305283491234,0,0.019789076072225145,0.03820224719101106,0.3460294779932884,0.343498446675762,00492894,3.0001751958501757,2.6430736808108635,4.0,1.0,-0.09032528089642117,217.0,1.0,-1.1361051772174415,312.0,1.0,-0.3774305283491234,248.0,1.0,-0.19789076072225142,14.0,1.0
122640,예스티,29271,29271,2020,1,2020-05-31,2020-05-31,2020-05-31,2020-07-31,0.1,2.4006356789001275,2.4006356789001275,7.0,7670,2020-05-29,0,1,11.330239528923087,2.600163674342389,0.05307644799575284,0.03806497432307536,0.9521360288340929,-0.20368823374538364,-0.0024693225369186744,-0.04577818166328846,0,0.011873445643335086,0.01494396014943944,0.3460294779932884,0.343498446675762,00530556,2.4006356789001275,2.600163674342389,5.0,1.0,0.15225989729230144,93.0,1.0,0.5819663821296676,85.0,1.0,-0.762969694388141,294.0,0.6,-0.19789076072225142,14.0,0.6
207940,삼성바이오로직스,211,211,2020,1,2020-05-31,2020-05-31,2020-05-31,2020-07-31,0.1,2.3250652962034697,2.3250652962034697,8.0,904710,2020-05-29,0,0,7.666037518407003,1.7764858351854405,0.391472162756362,0.2720889071370932,0.30285264514111515,0.30828632601600525,0.017053395100861644,-0.05158484820729442,0,0.019789076072225145,0.2616181995680853,0.3460294779932884,0.343498446675762,00877059,2.3250652962034697,1.7764858351854405,10.0,1.0,1.0883556285483729,27.0,1.0,-0.8808180743314437,271.0,1.0,-0.5158484820729442,268.0,1.0,-0.19789076072225142,14.0,1.0
025980,아난티,551,551,2020,1,2020-05-31,2020-05-31,2020-05-31,2020-07-31,0.1,2.179552084008517,2.179552084008517,10.0,10350,2020-05-29,0,1,11.716832935473136,2.6870662034130004,-0.46554939182144606,-0.3206004974866223,0.8813088005435068,-0.14783937031545324,-0.009275900848215488,-0.050947697245742704,0,0.011873445643335086,0.040000000000000036,0.3460294779932884,0.343498446675762,00161781,2.179552084008517,2.6870662034130004,1.0,1.0,-1.2824019899464891,322.0,1.0,0.42239820090129504,103.0,1.0,-0.849128287429045,297.0,0.6,-0.19789076072225142,14.0,0.6
082740,한화엔진,29111,29111,2020,1,2020-05-31,2020-05-31,2020-05-31,2020-07-31,0.1,1.97964974238894,1.97964974238894,11.0,3542,2020-05-29,0,1,8.953102445318489,2.06580581667408,0.8111516710570238,0.5623261789756396,1.4623024922717016,-0.6059659711454872,-0.013807940622956582,-0.05438972775862793,0,0.011873445643335086,0.3783177570093459,0.3460294779932884,0.343498446675762,00361008,1.97964974238894,2.06580581667408,9.0,1.0,2.2493047159025585,9.0,1.0,1.7313313461299638,20.0,1.0,-0.9064954626437989,301.0,0.6,-0.19789076072225142,14.0,0.6
017960,한국카본,2512,2512,2020,2,2020-08-31,2020-08-31,2020-08-31,2020-10-31,0.1,6.2304528309279705,6.2304528309279705,1.0,9070,2020-08-31,0,0,16.95892202621527,5.320558404609286,0.49833660621843434,0.4026999927700674,0.25201175660816844,0.33958863743894574,0.1904791330605557,0.14867848643636394,0,0.01892730967330845,0.14028776978417268,0.0041623473053786775,0.0018091936284030385,00159795,6.2304528309279705,5.320558404609286,1.0,1.0,1.6107999710802696,15.0,1.0,-0.9702532498255593,286.0,1.0,1.4867848643636394,17.0,1.0,-0.18927309673308448,13.0,1.0
096530,씨젠,2130,2130,2020,2,2020-08-31,2020-08-31,2020-08-31,2020-10-31,0.1,5.276282277828536,5.276282277828536,2.0,132174,2020-08-31,0,0,12.961336060282346,4.063413034205175,1.1311957696987236,0.8644306816366135,0.4788710381171417,0.16209014842856276,0.20657898995898363,0.16742110388487716,0,0.01892730967330845,0.00806155821132748,0.0041623473053786775,0.0018091936284030385,00788773,5.276282277828536,4.063413034205175,5.0,1.0,3.457722726546454,1.0,1.0,-0.46311470979589364,212.0,1.0,1.6742110388487714,13.0,1.0,-0.18927309673308448,13.0,1.0
034220,LG디스플레이,2621,2621,2020,2,2020-08-31,2020-08-31,2020-08-31,2020-10-31,0.1,5.1357022482318975,5.1357022482318975,3.0,13494,2020-08-31,0,0,16.95892202621527,5.320558404609286,0.0736432645042322,0.09284598331186111,1.063627640728402,-0.2954331793010905,0.06173712896585961,-0.0011962700614664788,0,0.01892730967330845,0.1150609651382446,0.0041623473053786775,0.0018091936284030385,00105873,5.1357022482318975,5.320558404609286,1.0,1.0,0.37138393324744445,64.0,1.0,0.8440947980031157,57.0,1.0,-0.011962700614664786,194.0,1.0,-0.18927309673308448,13.0,1.0
032350,롯데관광개발,75210,75210,2020,2,2020-08-31,2020-08-31,2020-08-31,2020-10-31,0.1,4.9229115092778315,4.9229115092778315,4.0,18900,2020-08-31,0,1,16.95892202621527,5.320558404609286,-0.21972491323500087,-0.12119388308454027,0.9403111219023391,-0.19894827634250992,-0.06445437738379907,-0.08886112170838911,0,0.01135638580398507,-0.12462006079027355,0.0041623473053786775,0.0018091936284030385,00231372,4.9229115092778315,5.320558404609286,1.0,1.0,-0.48477553233816106,294.0,1.0,0.5684236466928855,86.0,1.0,-1.4810186951398185,326.0,0.6,-0.18927309673308448,13.0,0.6
033500,동성화인텍,201,201,2020,2,2020-08-31,2020-08-31,2020-08-31,2020-10-31,0.1,4.886796621760706,4.886796621760706,5.0,9190,2020-08-31,0,0,16.198745616114394,5.081501067808348,,0.00517693004861035,1.0821680314370619,-0.30993949050228814,0.14104583257251235,0.09113080473272948,0,0.01892730967330845,-0.05599999999999983,0.0041623473053786775,0.0018091936284030385,00231105,4.886796621760706,5.081501067808348,4.0,1.0,0.0207077201944414,148.0,1.0,0.885541401435109,53.0,1.0,0.9113080473272948,47.0,1.0,-0.18927309673308448,13.0,1.0
207940,삼성바이오로직스,211,211,2020,2,2020-08-31,2020-08-31,2020-08-31,2020-10-31,0.1,4.567811217309913,4.567811217309913,6.0,1131615,2020-08-31,0,0,11.221789585119158,3.5163671879143275,0.9792698431038498,0.7535863314377967,0.30584909401010885,0.2974654059025335,0.04684319244787632,-0.018535017618052433,0,0.01892730967330845,-0.06957666846126576,0.0041623473053786775,0.0018091936284030385,00877059,4.567811217309913,3.5163671879143275,6.0,1.0,3.014345325751187,6.0,1.0,-0.8499011597215244,270.0,1.0,-0.18535017618052432,235.0,1.0,-0.18927309673308448,13.0,1.0
140860,파크시스템스,27219,27219,2020,2,2020-08-31,2020-08-31,2020-08-31,2020-10-31,0.1,2.8138320383559248,2.8138320383559248,7.0,56200,2020-08-31,0,0,6.534062839618973,2.042189014875391,0.605350595110714,0.4807768314427655,0.33322372994033655,0.2760470337623019,0.05923583089745269,-0.00410815139784242,0,0.01892730967330845,0.01517706576728517,0.0041623473053786775,0.0018091936284030385,00244747,2.8138320383559248,2.042189014875391,7.0,1.0,1.923107325771062,13.0,1.0,-0.788705810749434,260.0,1.0,-0.041081513978424196,200.0,1.0,-0.18927309673308448,13.0,1.0
100840,SNT에너지,29176,29176,2020,2,2020-08-31,2020-08-31,2020-08-31,2020-10-31,0.1,2.0722161930402034,2.0722161930402034,8.0,5480,2020-08-31,0,1,4.979267159244286,1.5532428838442356,0.34033213707222787,0.28742077016757583,0.3285562237150372,0.2796989685516855,-0.022423203170403447,-0.05950281532727811,0,0.01135638580398507,-0.03217777777777786,0.0041623473053786775,0.0018091936284030385,00648721,2.0722161930402034,1.5532428838442356,10.0,1.0,1.1496830806703033,22.0,1.0,-0.7991399101476729,262.0,1.0,-0.9917135887879686,310.0,0.6,-0.18927309673308448,13.0,0.6
161580,필옵틱스,2927,2927,2020,2,2020-08-31,2020-08-31,2020-08-31,2020-10-31,0.1,1.748807871935798,1.748807871935798,9.0,13200,2020-08-31,0,1,4.3682119813248965,1.3610806152828516,1.1311957696987236,0.8644306816366135,1.20490981264044,-0.4059747091502891,-0.054753406340659956,-0.082085101637363,0,0.01135638580398507,0.015564202334630295,0.0041623473053786775,0.0018091936284030385,00938721,1.748807871935798,1.3610806152828516,12.0,1.0,3.457722726546454,1.0,1.0,1.1599277404293975,41.0,1.0,-1.3680850272893834,323.0,0.6,-0.18927309673308448,13.0,0.6
103590,일진전기,2830,2830,2020,2,2020-08-31,2020-08-31,2020-08-31,2020-10-31,0.1,1.6439433500541132,1.6439433500541132,10.0,2443,2020-08-31,0,0,5.767963000174268,1.801268900928452,0.03673462364623148,0.06591763471250738,1.0159387526117056,-0.25812059712682317,0.07646581534749923,0.01595010186666861,0,0.01892730967330845,-0.054565701559020185,0.0041623473053786775,0.0018091936284030385,00683469,1.6439433500541132,1.801268900928452,8.0,1.0,0.2636705388500295,89.0,1.0,0.7374874203623519,67.0,1.0,0.1595010186666861,146.0,1.0,-0.18927309673308448,13.0,1.0
082270,젬백스,29271,29271,2020,3,2020-11-30,2020-11-30,2020-11-30,2021-02-28,0.1,9.154662114787548,9.154662114787548,1.0,23550,2020-11-30,0,0,54.38867640090257,8.618671595145344,0.10157526647144999,0.13284787139697185,0.18378050194674672,0.38386318591584695,0.06421033354727265,-0.001850655425436491,0,0.02113011775482149,0.10046728971962615,0.030589701942511205,0.028860378177968604,00492894,9.154662114787548,8.618671595145344,1.0,1.0,0.5313914855878874,51.0,1.0,-1.0967519597595627,318.0,1.0,-0.01850655425436491,193.0,1.0,-0.2113011775482149,16.0,1.0
