month_end,rebalance_month,ret,turnover,tcost,nav_gross,nav_net
2017-12-31,2017-11-30,0.09979168503182556,0.0,0.0,1.7341535950357563,1.7139304521978054
2018-01-31,2017-11-30,0.044016235291047666,0.0,0.0,1.8104845077056662,1.7893712182542356
2018-02-28,2017-11-30,-0.04669577571533163,0.0,0.0,1.7259425291977597,1.705815141175166
2018-03-31,2018-03-31,-0.014282666920046705,0.7000000000000001,0.0021000000000000003,1.7012914669300852,1.677869339890121
2018-04-30,2018-03-31,0.011543881920435397,0.0,0.0,1.7209309747365704,1.6972384654277315
2018-05-31,2018-05-31,0.019537449535623953,0.9000000000000001,0.0027,1.7545535768097784,1.7258156324392908
2018-06-30,2018-05-31,-0.021450282924482512,0.0,0.0,1.716917906181046,1.6887963988479733
2018-07-31,2018-05-31,-0.022224291755570957,0.0,0.0,1.6787606217137145,1.6512640949642183
2018-08-31,2018-08-31,0.015102195918184262,0.6000000000000001,0.0018000000000000004,1.704113593522568,1.6732295334680956
2018-09-30,2018-08-31,-0.03539562721194737,0.0,0.0,1.6437954240394312,1.6140045246614383
2018-10-31,2018-08-31,-0.1355975876114913,0.0,0.0,1.420900730012876,1.3951494047233155
2018-11-30,2018-11-30,0.024589008695968986,0.7000000000000001,0.0021000000000000003,1.4558392704192713,1.4265249318183142
2018-12-31,2018-11-30,-0.023260542205720623,0.0,0.0,1.4219756596249384,1.3933431884342415
2019-01-31,2018-11-30,0.10445316001442709,0.0,0.0,1.5705055107363628,1.5388822874507755
2019-02-28,2018-11-30,0.07296986616478837,0.0,0.0,1.6851050876658578,1.651174322009422
2019-03-31,2019-03-31,-0.001323249524630355,0.9000000000000001,0.0027,1.6828752731596517,1.6445312357033155
2019-04-30,2019-03-31,0.11549767320220701,0.0,0.0,1.87724345149912,1.8344707669353988
2019-05-31,2019-05-31,-0.08970679100792704,0.8000000000000002,0.0024000000000000002,1.708841965524489,1.6655035513951286
2019-06-30,2019-05-31,0.06971090880798647,0.0,0.0,1.8279668919504268,1.7816073175858118
2019-07-31,2019-05-31,-0.08297906334379054,0.0,0.0,1.6762839114329204,1.633771211126098
2019-08-31,2019-08-31,0.03677907678844289,0.7000000000000001,0.0021000000000000003,1.7379360861307431,1.6904288884114873
2019-09-30,2019-08-31,0.03688134157146948,0.0,0.0,1.802033500552714,1.7527741736472708
2019-10-31,2019-08-31,0.048451814415603874,0.0,0.0,1.889345293292195,1.8376992626212918
2019-11-30,2019-11-30,0.06211584752726784,0.6000000000000001,0.0018000000000000004,2.0067035774566944,1.94854165114653
2019-12-31,2019-11-30,0.12237465270792829,0.0,0.0,2.2522732308357147,2.18699375899252
2020-01-31,2019-11-30,0.021689087238477768,0.0,0.0,2.3011229814241987,2.2344276574213153
2020-02-29,2019-11-30,0.008175661187736816,0.0,0.0,2.3199361832716376,2.2526955808969005
2020-03-31,2020-03-31,0.19804815199440043,0.8,0.0024,2.779395257113528,2.6934313083053314
2020-04-30,2020-03-31,0.11006492957661876,0.0,0.0,3.0853092003533162,2.9898836355734177
2020-05-31,2020-05-31,0.2723642401411794,0.7000000000000001,0.0021000000000000003,3.925637096308137,3.7979422644522147
2020-06-30,2020-05-31,0.10237422000264873,0.0,0.0,4.3275211320561455,4.186753641390603
2020-07-31,2020-05-31,0.31358839998562255,0.0,0.0,5.684581559761602,5.499671016928262
2020-08-31,2020-08-31,0.00031450947539268716,0.7000000000000001,0.0021000000000000003,5.68636941452579,5.489851406439079
2020-09-30,2020-08-31,0.010216155461250688,0.0,0.0,5.744462248474687,5.545936581866426
2020-10-31,2020-08-31,-0.042752698426765,0.0,0.0,5.498870986341712,5.308832827687927
2020-11-30,2020-11-30,0.15540830180029808,0.6000000000000001,0.0018000000000000004,6.353441188148007,6.124313622890743
2020-12-31,2020-11-30,0.0885882529703953,0.0,0.0,6.916281443356191,6.6668558673854275
2021-01-31,2020-11-30,-0.03401252335416259,0.0,0.0,6.681041259240078,6.440099276497144
2021-02-28,2020-11-30,0.038532146757542234,0.0,0.0,6.93847612153431,6.688250126952273
2021-03-31,2021-03-31,0.05326873389276264,0.7000000000000002,0.0021000000000000007,7.308079959673609,7.0304794179065295
2021-04-30,2021-03-31,0.0427781151733994,0.0,0.0,7.620705845884939,7.331230076169949
2021-05-31,2021-05-31,0.00814153334189225,0.8000000000000002,0.0024000000000000002,7.682750076617964,7.373322578089362
2021-06-30,2021-05-31,-0.002958654886959099,0.0,0.0,7.660019470558493,7.351507461210572
2021-07-31,2021-05-31,0.003512443831762679,0.0,0.0,7.6869248586990375,7.3773292182468575
2021-08-31,2021-08-31,0.017268413170478603,0.7000000000000001,0.0021000000000000003,7.819665853169475,7.4892315959238696
2021-09-30,2021-08-31,-0.09350911204728286,0.0,0.0,7.088455842733139,6.788920199472574
2021-10-31,2021-08-31,0.00033704480854505154,0.0,0.0,7.090844969975533,6.791208369781433
2021-11-30,2021-11-30,-0.026216925664980233,0.7000000000000002,0.0021000000000000007,6.904944814495786,6.59890222719894
2021-12-31,2021-11-30,0.11310870332592816,0.0,0.0,7.685954169000496,7.345295501491992
2022-01-31,2021-11-30,-0.17421166377728106,0.0,0.0,6.34697130550299,6.065659351241294
2022-02-28,2021-11-30,0.10862588026015722,0.0,0.0,7.036416650549211,6.7245469376281335
2022-03-31,2022-03-31,0.025235162066502906,0.7000000000000001,0.0021000000000000003,7.21398176509326,6.880120420853967
2022-04-30,2022-03-31,-0.0249809378291379,0.0,0.0,7.033769735118931,6.708248560363631
2022-05-31,2022-05-31,0.05585110247018947,0.7000000000000002,0.0021000000000000007,7.426613529346777,7.068824316127238
2022-06-30,2022-05-31,-0.2081065147381011,0.0,0.0,5.88108687144759,5.597755924402057
2022-07-31,2022-05-31,0.07142965066351215,0.0,0.0,6.30117085219686,5.997601674581702
2022-08-31,2022-08-31,0.06224160067176464,0.7000000000000002,0.0021000000000000007,6.693365812143859,6.3583070394827015
2022-09-30,2022-08-31,-0.2159788922429064,0.0,0.0,5.247740078660486,4.9850469285549535
2022-10-31,2022-08-31,0.048146237155566415,0.0,0.0,5.500399017018444,5.225058180208788
2022-11-30,2022-11-30,0.10354349464104656,0.7000000000000002,0.0021000000000000007,6.069929553160711,5.755106341711954
2022-12-31,2022-11-30,-0.09728974561903564,0.0,0.0,5.479387651008239,5.1951935097163
2023-01-31,2022-11-30,0.05195969070494234,0.0,0.0,5.7640949386071085,5.465134157633483
2023-02-28,2022-11-30,0.044801004166055765,0.0,0.0,6.022332179965187,5.709977655797675
2023-03-31,2023-03-31,0.03441725930536374,0.7000000000000002,0.0021000000000000007,6.229604348226085,5.894508484327922
2023-04-30,2023-03-31,0.030552100749873207,0.0,0.0,6.419931847904937,6.074598101412091
2023-05-31,2023-05-31,-0.0076027015935792325,0.9000000000000001,0.0027,6.3711230218142,6.012013329872319
2023-06-30,2023-05-31,0.17754262837685825,0.0,0.0,7.502268948819404,7.079401978294558
2023-07-31,2023-05-31,0.13135853828678543,0.0,0.0,8.48775603177066,8.009341874107909
2023-08-31,2023-08-31,0.16687574362574906,0.7000000000000001,0.0021000000000000003,9.904156631286327,9.32908713736689
2023-09-30,2023-08-31,-0.0672907069344134,0.0,0.0,9.237698929977912,8.70132626884073
2023-10-31,2023-08-31,-0.10617978409926869,0.0,0.0,8.256842052018811,7.777421324237926
2023-11-30,2023-11-30,0.1439563969459388,0.9000000000000001,0.0027,9.44546728397915,8.876031838030288
2023-12-31,2023-11-30,0.1499037652261005,0.0,0.0,10.861378394167573,10.206582430817773
2024-01-31,2023-11-30,0.09708620710203522,0.0,0.0,11.915868426357298,11.197500806500143
2024-02-29,2023-11-30,0.058691389330797525,0.0,0.0,12.615227299383191,11.85469768586636
2024-03-31,2024-03-31,0.09529575372254813,0.7000000000000001,0.0021000000000000003,13.817404893259177,12.959505171853623
2024-04-30,2024-03-31,0.010406305253737348,0.0,0.0,13.961193026392916,13.09436573860932
2024-05-31,2024-05-31,0.05963221502812179,0.9000000000000001,0.0027,14.793729890991894,13.839856984496699
2024-06-30,2024-05-31,0.0672462809674235,0.0,0.0,15.788553207797706,14.770535895825121
2024-07-31,2024-05-31,-0.027690406698389628,0.0,0.0,15.351361748294623,14.36153374971656
2024-08-31,2024-08-31,0.000765651346961306,0.6000000000000001,0.0018000000000000004,15.363115539094897,14.346678916626972
2024-09-30,2024-08-31,0.018453978481266863,0.0,0.0,15.646626142658572,14.611432220632052
2024-10-31,2024-08-31,-0.0044192641086303296,0.0,0.0,15.577479569325163,14.546860442643727
2024-11-30,2024-11-30,-0.04016266780941868,0.7000000000000002,0.0021000000000000007,14.951846432074351,13.932071312086302
2024-12-31,2024-11-30,0.07304964783799704,0.0,0.0,16.044073548465192,14.949804215088067
2025-01-31,2024-11-30,0.1422245186385274,0.0,0.0,18.325934185896784,17.076032923319193
2025-02-28,2024-11-30,-0.011088306841115867,0.0,0.0,18.122730604493466,16.886688630636435
2025-03-31,2025-03-31,-0.05383603191964864,0.9000000000000001,0.0027,17.14707470119876,15.931982263197604
2025-04-30,2025-03-31,0.11443723225053005,0.0,0.0,19.10933847119703,17.755194217662474
2025-05-31,2025-05-31,0.06765875526060836,0.7000000000000002,0.0021000000000000007,20.40225252601188,18.919202649982775
2025-06-30,2025-05-31,0.16212735378306392,0.0,0.0,23.710015739268016,21.98652291131001
2025-07-31,2025-05-31,0.00714093817148042,0.0,0.0,23.879327495706956,22.143527312025515
2025-08-31,2025-08-31,0.019490008232582654,0.7000000000000002,0.0021000000000000007,24.34473578518682,22.528603434280058
2025-09-30,2025-08-31,0.0890263995175416,0.0,0.0,26.51205995934785,24.53424388419253
2025-10-31,2025-08-31,0.19869261744016722,0.0,0.0,31.779810546401333,29.40901701845816
2025-11-30,2025-11-30,0.038351751645835354,0.8000000000000002,0.0024000000000000002,32.99862194782862,30.46632269445392
2025-12-31,2025-11-30,-0.003618626858941959,0.0,0.0,32.879212248140135,30.356076440858573
2026-01-31,2025-11-30,0.0923228671582793,0.0,0.0,35.914715392794044,33.15863645355453
2026-02-28,2025-11-30,0.07129229310605904,0.0,0.0,38.47515780939781,35.522591682598595
2026-03-31,2026-03-31,0.0372093720693937,0.7000000000000001,0.0021000000000000003,39.90679427175633,36.7697675708521
