"source","destination","reason"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=110__target=2026-03-31__full_universe.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=110__target=2026-03-31__full_universe.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=110__target=2026-03-31__topk.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=110__target=2026-03-31__topk.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=10__target=2026-03-31__current_holdings_scored.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=10__target=2026-03-31__current_holdings_scored.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=10__target=2026-03-31__full_universe.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=10__target=2026-03-31__full_universe.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=10__target=2026-03-31__topk.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=10__target=2026-03-31__topk.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=11__target=2026-03-31__current_holdings_scored.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=11__target=2026-03-31__current_holdings_scored.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=11__target=2026-03-31__full_universe.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=11__target=2026-03-31__full_universe.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=11__target=2026-03-31__topk.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=11__target=2026-03-31__topk.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=12__target=2026-03-31__current_holdings_scored.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=12__target=2026-03-31__current_holdings_scored.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=12__target=2026-03-31__full_universe.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=12__target=2026-03-31__full_universe.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=12__target=2026-03-31__topk.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=12__target=2026-03-31__topk.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=4__target=2026-03-31__current_holdings_scored.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=4__target=2026-03-31__current_holdings_scored.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=4__target=2026-03-31__full_universe.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=4__target=2026-03-31__full_universe.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=4__target=2026-03-31__topk.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=4__target=2026-03-31__topk.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=5__target=2026-03-31__current_holdings_scored.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=5__target=2026-03-31__current_holdings_scored.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=5__target=2026-03-31__full_universe.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=5__target=2026-03-31__full_universe.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=5__target=2026-03-31__topk.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=5__target=2026-03-31__topk.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=6__target=2026-03-31__current_holdings_scored.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=6__target=2026-03-31__current_holdings_scored.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=6__target=2026-03-31__full_universe.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=6__target=2026-03-31__full_universe.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=6__target=2026-03-31__topk.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=6__target=2026-03-31__topk.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=7__target=2026-03-31__current_holdings_scored.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=7__target=2026-03-31__current_holdings_scored.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=7__target=2026-03-31__full_universe.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=7__target=2026-03-31__full_universe.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=7__target=2026-03-31__topk.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=7__target=2026-03-31__topk.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=8__target=2026-03-31__current_holdings_scored.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=8__target=2026-03-31__current_holdings_scored.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=8__target=2026-03-31__full_universe.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=8__target=2026-03-31__full_universe.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=8__target=2026-03-31__topk.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=8__target=2026-03-31__topk.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=9__target=2026-03-31__current_holdings_scored.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=9__target=2026-03-31__current_holdings_scored.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=9__target=2026-03-31__full_universe.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=9__target=2026-03-31__full_universe.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=9__target=2026-03-31__topk.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel__featv=9__target=2026-03-31__topk.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-21__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=206__target=2026-03-31__coverage.json","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-21__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=206__target=2026-03-31__coverage.json","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-21__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=206__target=2026-03-31__current_holdings_scored.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-21__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=206__target=2026-03-31__current_holdings_scored.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-21__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=206__target=2026-03-31__full_universe.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-21__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=206__target=2026-03-31__full_universe.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-21__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=206__target=2026-03-31__topk.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-21__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=206__target=2026-03-31__topk.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=207__target=2026-03-31__coverage.json","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=207__target=2026-03-31__coverage.json","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=207__target=2026-03-31__current_holdings_scored.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=207__target=2026-03-31__current_holdings_scored.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=207__target=2026-03-31__full_universe.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=207__target=2026-03-31__full_universe.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=207__target=2026-03-31__topk.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=207__target=2026-03-31__topk.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=208__target=2026-03-31__coverage.json","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=208__target=2026-03-31__coverage.json","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=208__target=2026-03-31__current_holdings_scored.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=208__target=2026-03-31__current_holdings_scored.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=208__target=2026-03-31__full_universe.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=208__target=2026-03-31__full_universe.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=208__target=2026-03-31__topk.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=208__target=2026-03-31__topk.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=209__target=2026-03-31__coverage.json","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=209__target=2026-03-31__coverage.json","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=209__target=2026-03-31__current_holdings_scored.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=209__target=2026-03-31__current_holdings_scored.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=209__target=2026-03-31__full_universe.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=209__target=2026-03-31__full_universe.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=209__target=2026-03-31__topk.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\latest_scores\latest_scores__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__featv=209__target=2026-03-31__topk.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\live_actions__asof=2025-11-16__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2025-11-30__v=11.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\live_actions\live_actions__asof=2025-11-16__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2025-11-30__v=11.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\live_actions__asof=2025-11-16__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2025-11-30__v=12.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\live_actions\live_actions__asof=2025-11-16__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2025-11-30__v=12.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\live_actions__asof=2026-02-18__metric=revenue_op__k=10__strat=D_quality_filter_debt_profitaccel__v=2__target=2026-02-28.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\live_actions\live_actions__asof=2026-02-18__metric=revenue_op__k=10__strat=D_quality_filter_debt_profitaccel__v=2__target=2026-02-28.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\live_actions__asof=2026-02-18__metric=revenue_op__k=10__strat=D_quality_filter_debt_profitaccel__v=2__target=2026-02-28__target_portfolio.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\live_actions\live_actions__asof=2026-02-18__metric=revenue_op__k=10__strat=D_quality_filter_debt_profitaccel__v=2__target=2026-02-28__target_portfolio.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\live_actions__asof=2026-02-18__metric=revenue_op__k=10__strat=D_quality_filter_debt_profitaccel__v=3__target=2025-11-30.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\live_actions\live_actions__asof=2026-02-18__metric=revenue_op__k=10__strat=D_quality_filter_debt_profitaccel__v=3__target=2025-11-30.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\live_actions__asof=2026-02-18__metric=revenue_op__k=10__strat=D_quality_filter_debt_profitaccel__v=3__target=2025-11-30__target_portfolio.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\live_actions\live_actions__asof=2026-02-18__metric=revenue_op__k=10__strat=D_quality_filter_debt_profitaccel__v=3__target=2025-11-30__target_portfolio.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\live_actions__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2026-03-31__v=2.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\live_actions\live_actions__asof=2026-03-13__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2026-03-31__v=2.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\live_actions__asof=2026-03-21__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2026-03-31__v=3.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\live_actions\live_actions__asof=2026-03-21__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2026-03-31__v=3.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\live_actions__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2026-03-31__v=4.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\live_actions\live_actions__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2026-03-31__v=4.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\live_actions__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2026-03-31__v=5.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\live_actions\live_actions__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2026-03-31__v=5.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\live_actions__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2026-03-31__v=6.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\live_actions\live_actions__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2026-03-31__v=6.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\live_candidates__asof=2025-11-16__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2025-11-30__v=11.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\live_candidates\live_candidates__asof=2025-11-16__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2025-11-30__v=11.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\live_candidates__asof=2025-11-16__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2025-11-30__v=12.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\live_candidates\live_candidates__asof=2025-11-16__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2025-11-30__v=12.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\live_candidates__asof=2026-03-21__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2026-03-31__v=3.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\live_candidates\live_candidates__asof=2026-03-21__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2026-03-31__v=3.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\live_candidates__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2026-03-31__v=4.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\live_candidates\live_candidates__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2026-03-31__v=4.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\live_candidates__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2026-03-31__v=5.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\live_candidates\live_candidates__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2026-03-31__v=5.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\live_candidates__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2026-03-31__v=6.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\live_candidates\live_candidates__asof=2026-03-31__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__target=2026-03-31__v=6.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\rebalance_report_detail__asof=2025-11-16__target=2025-11-30__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__v=11.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\reports\rebalance_report_detail__asof=2025-11-16__target=2025-11-30__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__v=11.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\rebalance_report_detail__asof=2025-11-16__target=2025-11-30__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__v=12.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\reports\rebalance_report_detail__asof=2025-11-16__target=2025-11-30__metric=revenue_op__strat=D_quality_filter_debt_profitaccel_liq__v=12.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\rebalance_report_detail__asof=2025-11-16__target=2025-11-30__strat=D_quality_filter_debt_profitaccel_liq__v=11.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\reports\rebalance_report_detail__asof=2025-11-16__target=2025-11-30__strat=D_quality_filter_debt_profitaccel_liq__v=11.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\rebalance_report_detail__asof=2026-03-13__target=2026-03-31__strat=D_quality_filter_debt_profitaccel_liq__v=2.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\reports\rebalance_report_detail__asof=2026-03-13__target=2026-03-31__strat=D_quality_filter_debt_profitaccel_liq__v=2.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\rebalance_report_detail__asof=2026-03-13__target=2026-03-31__strat=D_quality_filter_debt_profitaccel_liq__v=3.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\reports\rebalance_report_detail__asof=2026-03-13__target=2026-03-31__strat=D_quality_filter_debt_profitaccel_liq__v=3.csv","already_exists_same_size"
"C:\Users\chanw\ai_inv_adv\data\processed\rebalance_report_detail__asof=2026-03-13__target=2026-03-31__strat=D_quality_filter_debt_profitaccel_liq__v=4.csv","C:\Users\chanw\ai_inv_adv\data\archive\old_versions\reports\rebalance_report_detail__asof=2026-03-13__target=2026-03-31__strat=D_quality_filter_debt_profitaccel_liq__v=4.csv","already_exists_same_size"
